x_src,y_src,z_src,rx,ry,rz,L
-9.758338687969228108e-06,1.300748962774029508e-05,-7.468030438763651862e-06,-2.413845927596215190e-07,-3.537141889357577497e-07,2.902046873128015910e-07,3.510822959865711468e-04
6.551350212916865617e-07,2.535946948922123464e-06,2.760173615860803966e-06,4.992493725332476584e-07,9.140188525150816280e-07,7.262332420206439067e-07,-7.593619795125683414e-04
-1.472434742133826998e-05,1.152348093996086853e-05,-1.273677325171342078e-03,-3.717769708746522517e-05,3.412551182400275218e-05,2.771161336633648165e-06,3.082834482083868927e-03
