step,mag_x,mag_y,mag_z,pred_x,pred_y,pred_z,meas_x,meas_y,meas_z,meas_ref_err_xy,meas_ref_idx,meas_ref_x,meas_ref_y,meas_ref_z,raw_model_err_xy,nom_corr_resid_xy,pred0_current_resid_xy,nom_ref_err_xy,pred_ref_err_xy,one_step_pred_err_xy,pred_meas_err_xy,pred_meas_err_x,pred_meas_err_y,pred_meas_err_z,model_bias_x,model_bias_y,model_bias_z,i_ref,N_nodes_active,using_upgraded_nodes,left_wall_tan_x,left_wall_tan_y,right_wall_tan_x,right_wall_tan_y,dist_left_center_mm,dist_right_center_mm,dist_left_edge_mm,dist_right_edge_mm,closest_distance_mm,beam_left_wall_angle_deg,beam_right_wall_angle_deg,err_to_center,jac_prev_step,jac_dx_pred_x,jac_dx_pred_y,jac_dx_pred_z,jac_dx_real_x,jac_dx_real_y,jac_dx_real_z,jac_dx_pred_x_mm,jac_dx_pred_y_mm,jac_dx_pred_z_mm,jac_dx_real_x_mm,jac_dx_real_y_mm,jac_dx_real_z_mm,jac_pred_xy_mm,jac_real_xy_mm,jac_gain_real_over_pred,jac_cos_xy,jac_err_x_mm,jac_err_y_mm,jac_err_z_mm,jac_err_xy_mm,jac_err_xyz_mm,jac_interpretation,case,run_id,run_name,meas_ref_err_xy_mm,raw_model_err_xy_mm,nom_corr_resid_xy_mm,pred0_current_resid_xy_mm,nom_ref_err_xy_mm,pred_ref_err_xy_mm,one_step_pred_err_xy_mm,pred_meas_err_xy_mm,err_to_center_mm,jac_gain_abs_err_from_1,jac_angle_xy_deg
0,0.6724655706208362,-0.681274592269612,-0.0999646318201183,0.8108192246985996,-0.6816966780987227,-0.1000099201654473,0.8120793457800061,-0.6809478627667224,-0.100010219789297,0.0016836659214678,82,0.8108581249476213,-0.6821068927981114,-0.1000109978463009,0.0012635019631245,7.729487593985004e-13,0.0014658204328101,0.0016836659219803,0.000412055007212,,0.0014658204328101,0.0012601210814064,0.0007488153320003,-2.996238496338899e-07,-0.0007573425540691,0.0010113700937913,-6.719152535583639e-06,77,8,False,-0.6608931422233582,-10.0,-2.338939905166626,-10.0,4.818651831473517,2.099914520027255,4.818651831473517,2.099914520027255,2.099914520027255,3.688751220703125,13.072097778320312,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,1.6836659214678,1.2635019631245001,7.729487593985004e-10,1.4658204328101,1.6836659219803,0.412055007212,,1.4658204328101,1.3306222111687,,
1,0.6714256220483605,-0.693043980287448,-0.1000064395606327,0.8104635379447493,-0.6821161963784855,-0.1000099255331401,0.8112850945453176,-0.6822677459159312,-0.1000107261128528,,-1,,,,,,,,,,0.0008354175663925,0.0008215566005682,-0.0001515495374456,-8.005797127313974e-07,,,,80,8,False,-1.169176697731018,-10.0,-5.36921501159668,-10.0,3.409109439339659,3.5303760820696652,3.409109439339659,3.5303760820696652,3.409109439339659,11.755386352539062,33.31907653808594,0.0013306222111687,0.0,-0.0012601210814064,-0.0007488153320003,2.996238496386117e-07,-0.0007942512346884,-0.0013198831492088,-5.063235558877555e-07,-1.2601210814064936,-0.7488153320003819,0.0002996238496386,-0.7942512346884589,-1.3198831492088337,-0.0005063235558877,1.4658204328102105,1.540430638285791,1.0508999620653678,0.8809589225527833,0.4658698467180347,-0.5710678172084518,-0.0008059474055263,0.7369892576776889,0.7369896983564501,mixed_noise_backlash_delay_or_constraints,No CC,0,Proper-Research,,,,,,,,0.8354175663925001,1.3306222111687,0.05089996206536784,28.24174511550985
2,0.6696454898015509,-0.6914132741218456,-0.099996994985935,0.8100595748235524,-0.681944364730477,-0.1000099334325559,0.810348548606747,-0.6822912101862567,-0.1000113223486439,,-1,,,,,,,,,,0.0004514505704601,0.0002889737831945,-0.0003468454557796,-1.3889160880714568e-06,,,,84,8,False,-1.9938468933105469,-10.0,-9.571969985961914,-10.0,3.190737008342694,3.7858324630236666,3.190737008342694,3.7858324630236666,3.190737008342694,14.35809326171875,46.8292236328125,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.4514505704601,1.3306222111687,,
3,0.6685053519294052,-0.6899237188954359,-0.0999918191884374,0.8096682186410036,-0.6817478184169149,-0.1000099658687366,0.8099384935006089,-0.6821954844613305,-0.1000115833479222,,-1,,,,,,,,,,0.0005229277072955,0.0002702748596052,-0.0004476660444155,-1.6174791855338988e-06,,,,86,8,False,-2.3820981979370117,-10.0,-11.258952140808104,-10.0,3.1596071382364244,3.8331273556379983,3.1596071382364244,3.8331273556379983,3.1596071382364244,15.805633544921877,50.79600524902344,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.5229277072955,1.3306222111687,,
4,0.6676597533272765,-0.6888337289789348,-0.1000138911293031,0.8092981169673716,-0.681527948419711,-0.1000100376645063,0.8096552080044597,-0.6820778134472307,-0.1000117636317406,,-1,,,,,,,,,,0.0006556413327863,0.000357091037088,-0.0005498650275197,-1.725967234258996e-06,,,,87,8,False,-2.6664915084838867,-10.0,-12.26079273223877,-10.0,3.1713952804469727,3.835517522155442,3.1713952804469727,3.835517522155442,3.1713952804469727,18.080108642578125,53.94867706298828,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.6556413327863,1.3306222111687,,
5,0.6669818796141638,-0.6877777228637219,-0.1000133149557371,0.8089590788328143,-0.6812817977693472,-0.1000101624715391,0.809192555912859,-0.6819208180347157,-0.1000120580833758,,-1,,,,,,,,,,0.0006803370094724,0.0002334770800447,-0.0006390202653685,-1.8956118367080552e-06,,,,89,8,False,-3.1775918006896973,-10.0,-13.41758918762207,-10.0,3.124516448468057,3.90025301711637,3.124516448468057,3.90025301711637,3.124516448468057,20.730728149414062,56.405792236328125,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.6803370094724001,1.3306222111687,,
6,0.6663436687142369,-0.6863488073959183,-0.09997794294496,0.8086463640680278,-0.6810133731723377,-0.100010366021197,0.8087319011105838,-0.6818420915811234,-0.1000123513042718,,-1,,,,,,,,,,0.0008331211116695,8.553704255598316e-05,-0.0008287184087857,-1.985283074767974e-06,,,,91,8,False,-3.819324016571045,-10.0,-14.205063819885254,-10.0,2.8966526948405544,4.066359891695583,2.8966526948405544,4.066359891695583,2.8966526948405544,23.70787048339844,57.65982818603515,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.8331211116695,1.3306222111687,,
7,0.6653140936856716,-0.6843037929829895,-0.1000059326984694,0.8083504324885249,-0.6807074512769155,-0.1000107285226461,0.8083965016881671,-0.6814010251343409,-0.1000125645963672,,-1,,,,,,,,,,0.0006951021988597,4.606919964222911e-05,-0.0006935738574254,-1.8360737210759703e-06,,,,94,8,False,-4.459661960601807,-10.0,-14.669893264770508,-10.0,2.9605606752626272,3.901303352007176,2.9605606752626272,3.901303352007176,2.9605606752626272,24.29315185546875,55.97688293457031,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.6951021988597,1.3306222111687,,
8,0.6627654473677612,-0.6811868373021467,-0.0999913883600719,0.8080695167085341,-0.6803726696148904,-0.1000112188890772,0.8080551182241972,-0.6809456061001595,-0.1000127816905441,,-1,,,,,,,,,,0.0005731173810867,-1.4398484336930473e-05,-0.0005729364852691,-1.5628014669727408e-06,,,,96,8,False,-5.23643684387207,-10.0,-15.141757011413574,-10.0,3.0034362571533393,3.7764463678498714,3.0034362571533393,3.7764463678498714,3.0034362571533393,26.65223693847656,55.571922302246094,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.5731173810867,1.3306222111687,,
9,0.6591583675985151,-0.6768512603706272,-0.1000001910247054,0.8077999944172141,-0.680033968433838,-0.1000117646089596,0.8076584400210021,-0.6803689245318773,-0.1000130339232678,,-1,,,,,,,,,,0.0003636388795228,-0.0001415543962119,-0.0003349560980392,-1.269314308174896e-06,,,,99,8,False,-6.291909694671631,-10.0,-15.436376571655272,-10.0,3.0829288118543445,3.648298722303366,3.0829288118543445,3.648298722303366,3.0829288118543445,30.17811584472656,55.06438446044922,0.0013306222111687,,,,,,,,,,,,,,,,,,,,,,,,No CC,0,Proper-Research,,,,,,,,0.36363887952280005,1.3306222111687,,
