s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.099273166922001055e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
1.131578947368420962e-03,7.970012435341962131e-01,-7.099280370774713189e-01,-1.000007203855005633e-01,-1.120247948118744236e-06,9.999963128338715812e-01,-2.697234841962551505e-03,3.150263703959603652e-04
2.263157894736841924e-03,7.958696812760724937e-01,-7.099219328308535859e-01,-1.000014333304506953e-01,-2.603939944106912728e-06,9.999728652852817312e-01,-7.360170226000210814e-03,3.107742069458055878e-04
3.394736842105262886e-03,7.947382251473100734e-01,-7.099052760536577189e-01,-1.000021365990915179e-01,-4.406080028954034405e-06,9.999150060520329841e-01,-1.303407134002370488e-02,3.060013927811964835e-04
4.526315789473683848e-03,7.936070308929974448e-01,-7.098757803963178237e-01,-1.000028289397273118e-01,-6.524513894516684764e-06,9.998055295713458301e-01,-1.971833105963502128e-02,3.006928900268501532e-04
5.657894736842104810e-03,7.924763320945147349e-01,-7.098311633736474890e-01,-1.000035090317141495e-01,-8.990065005177498843e-06,9.996213364308191851e-01,-2.751539183194610244e-02,2.947605404671380341e-04
6.789473684210525772e-03,7.913464667733500768e-01,-7.097689152714142802e-01,-1.000041753089293967e-01,-1.184115306738203761e-05,9.993315911363884751e-01,-3.655527071039979536e-02,2.880970157210695909e-04
7.921052631578946734e-03,7.902179122441455039e-01,-7.096862402118901958e-01,-1.000048259025336228e-01,-1.512418885470932951e-05,9.988953712559828224e-01,-4.698891709311932285e-02,2.805798408807425709e-04
9.052631578947367696e-03,7.890913304332691780e-01,-7.095800143335105892e-01,-1.000054585892235087e-01,-1.889002130658131657e-05,9.982585840216180451e-01,-5.898919432713004701e-02,2.720716035089197366e-04
1.018421052631578866e-02,7.879676268206388112e-01,-7.094467449433072836e-01,-1.000060707361067197e-01,-2.319763282048926961e-05,9.973499786065226358e-01,-7.275266849905491495e-02,2.624151392527176475e-04
1.131578947368420962e-02,7.868480268124453669e-01,-7.092825304815327803e-01,-1.000066592296795925e-01,-2.811869719551307064e-05,9.960760247621733843e-01,-8.850134963378619712e-02,2.514285656380418768e-04
1.244736842105263058e-02,7.857341741672054791e-01,-7.090830238803347285e-01,-1.000072203874275562e-01,-3.372333119930023305e-05,9.943143796907347731e-01,-1.064840651242001113e-01,2.389091704451462366e-04
1.357894736842105154e-02,7.846282569707700993e-01,-7.088434037885261718e-01,-1.000077498754553124e-01,-4.009837071111240278e-05,9.919056178055237760e-01,-1.269771369338074662e-01,2.246198034352506060e-04
1.471052631578947251e-02,7.835331674698012838e-01,-7.085583605352646641e-01,-1.000082425877158038e-01,-4.733791903940344232e-05,9.886428722167952543e-01,-1.502838167722871099e-01,2.083036261090707726e-04
1.584210526315789347e-02,7.824527025522162171e-01,-7.082221072475146650e-01,-1.000086925573051982e-01,-5.552309483625449430e-05,9.842590485041219361e-01,-1.767316790632064982e-01,1.896587622416347121e-04
1.697368421052631443e-02,7.813918113554405576e-01,-7.078284314640069796e-01,-1.000090928209111385e-01,-6.367543438062444965e-05,9.792860944832584291e-01,-2.024813870128576443e-01,1.703247343649156567e-04
1.810526315789473539e-02,7.803530190326604110e-01,-7.073796761822084278e-01,-1.000094411289535884e-01,-6.977514420653118548e-05,9.751048196669910295e-01,-2.217443607980374154e-01,1.557173852104255286e-04
1.923684210526315636e-02,7.793327208847197207e-01,-7.068903271164203028e-01,-1.000097497524644885e-01,-7.392214763755662751e-05,9.720332944761925775e-01,-2.348430278590815934e-01,1.457094861815213084e-04
2.036842105263157732e-02,7.783259579671147899e-01,-7.063737041758145763e-01,-1.000100310049881341e-01,-7.621449082300730442e-05,9.702536961318038999e-01,-2.420903543965223503e-01,1.401502441964783780e-04
2.149999999999999828e-02,7.773270176329757364e-01,-7.058421131185093067e-01,-1.000102969950656118e-01,-7.691165042122401023e-05,9.697013199307953357e-01,-2.442935223018360413e-01,1.384573353114551758e-04
