N_sqp,Np,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,rollout_steps,run_name,solver_mode,success
1,10,-60.0,,42,0,solved,"[0.7644615778079492, -0.6946358645025253, -0.10002720482070533]",no_contact,run_experiment_3/bend_m60_jac_no_contact_plant_contact_1_lti_rollout5_Np10_sqp1/log.csv,645143.0737276603,108415.52063156512,1.0,15,0,True,5,bend_m60_jac_no_contact_plant_contact_1_lti_rollout5_Np10_sqp1,lti,True
1,10,-60.0,,41,0,solved,"[0.7643175474424271, -0.6943976790929768, -0.10003646868406206]",no_contact,run_experiment_3/bend_m60_jac_no_contact_plant_contact_1_lti_rollout10_Np10_sqp1/log.csv,13504.732529505656,8355.67254690204,1.0,5,0,True,10,bend_m60_jac_no_contact_plant_contact_1_lti_rollout10_Np10_sqp1,lti,True
1,10,-60.0,,25,0,solved,"[0.7737720437193871, -0.7099488760122367, -0.10001551179137931]",no_contact,run_experiment_3/bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1/log.csv,314579572.2134192,190920615.75297406,1.0,100,0,True,3,bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1,ltv_oneshot,True
1,10,-60.0,,40,0,solved,"[0.764571153290909, -0.6948259932684119, -0.1000271156715361]",no_contact,run_experiment_3/bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1/log.csv,623155.991454011,118990.05091748657,1.0,15,0,True,5,bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1,ltv_oneshot,True
1,10,-60.0,,41,0,solved,"[0.7643442855585936, -0.6944297127143043, -0.10002714341351604]",no_contact,run_experiment_3/bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1/log.csv,70714.53750901762,15506.664673340125,1.0,9,0,True,10,bend_m60_jac_no_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1,ltv_oneshot,True
1,10,-60.0,,43,0,solved,"[0.7622768255648944, -0.6908614781333658, -0.10002795241435385]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_lti_rollout3_Np10_sqp1/log.csv,56030.83376350369,23420.817154396726,1.0,9,0,True,3,bend_m60_jac_contact_plant_contact_1_lti_rollout3_Np10_sqp1,lti,True
1,10,-60.0,,42,0,solved,"[0.7623417274172918, -0.6909826023146973, -0.1000281731848736]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp1/log.csv,98229.05243224397,34640.96822287264,1.0,6,0,True,5,bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp1,lti,True
1,10,-60.0,,45,0,solved,"[0.7624377094788557, -0.687844354341243, -0.10045812414001824]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_lti_rollout10_Np10_sqp1/log.csv,320541.140750639,93956.07753851845,1.0,4,0,True,10,bend_m60_jac_contact_plant_contact_1_lti_rollout10_Np10_sqp1,lti,True
1,10,-60.0,,41,0,solved,"[0.7633255303875431, -0.6926761051424072, -0.10002970535312408]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1/log.csv,78731.08373846948,28826.060106013643,1.0,9,0,True,3,bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1,ltv_oneshot,True
1,10,-60.0,,45,0,solved,"[0.7625416786817549, -0.691318483438231, -0.10002799336258822]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1/log.csv,55083.723141590905,25643.002411069516,1.0,7,0,True,5,bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1,ltv_oneshot,True
1,10,-60.0,,45,0,solved,"[0.7622383029941071, -0.6900356161559711, -0.09886142546415476]",contact,run_experiment_3/bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1/log.csv,28553.397534152504,20397.061467640287,1.0,4,0,True,10,bend_m60_jac_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,23,0,solved,"[0.7769089525713267, -0.7099448189102017, -0.1000135136657693]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_lti_rollout3_Np10_sqp1/log.csv,480857409.30674434,293734565.22453284,1.0,100,0,True,3,bend_m90_jac_no_contact_plant_contact_1_lti_rollout3_Np10_sqp1,lti,True
1,10,-90.0,,23,0,solved,"[0.7769097915509975, -0.7099448178973516, -0.10001351313140334]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_lti_rollout5_Np10_sqp1/log.csv,480915552.95480657,351184872.34437007,1.0,100,0,True,5,bend_m90_jac_no_contact_plant_contact_1_lti_rollout5_Np10_sqp1,lti,True
1,10,-90.0,,24,0,solved,"[0.7769123761086723, -0.7099443510370689, -0.10001351204221955]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_lti_rollout10_Np10_sqp1/log.csv,516780476.80600953,371550910.15948725,1.0,100,0,True,10,bend_m90_jac_no_contact_plant_contact_1_lti_rollout10_Np10_sqp1,lti,True
1,10,-90.0,,23,0,solved,"[0.7769086610117629, -0.709944355280844, -0.10001351440875476]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1/log.csv,508259400.16403884,302940209.43674356,1.0,100,0,True,3,bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,23,0,solved,"[0.7769093708693355, -0.7099443544699182, -0.10001351395657194]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1/log.csv,509328563.52753913,358875974.99853194,1.0,100,0,True,5,bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,41,0,solved,"[0.7738793943195991, -0.6858773690059796, -0.10002487619972379]",no_contact,run_experiment_3/bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1/log.csv,28091.416512699383,14535.434998673907,1.0,8,0,True,10,bend_m90_jac_no_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,23,0,solved,"[0.7769089525399978, -0.7099448189102395, -0.10001351366578905]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_lti_rollout3_Np10_sqp1/log.csv,480857448.87707895,293733817.58509105,1.0,100,0,True,3,bend_m90_jac_contact_plant_contact_1_lti_rollout3_Np10_sqp1,lti,True
1,10,-90.0,,41,0,solved,"[0.7760301107873838, -0.682524311968103, -0.1000555450028132]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp1/log.csv,248399.60181681957,47196.3496909845,1.0,9,0,True,5,bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp1,lti,True
1,10,-90.0,,45,0,solved,"[0.7761959526141169, -0.6843028588639272, -0.0972966886185627]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_lti_rollout10_Np10_sqp1/log.csv,38655.805982032405,19435.935793646317,1.0,7,0,True,10,bend_m90_jac_contact_plant_contact_1_lti_rollout10_Np10_sqp1,lti,True
1,10,-90.0,,40,0,solved,"[0.7738796609852631, -0.6874880895760276, -0.10002937794591464]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1/log.csv,440732.02180134633,79201.80724013127,1.0,12,0,True,3,bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,41,0,solved,"[0.7738933646748275, -0.6858047746616187, -0.1000327750371447]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1/log.csv,141141.0311388923,38454.93869668116,1.0,8,0,True,5,bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout5_Np10_sqp1,ltv_oneshot,True
1,10,-90.0,,45,0,solved,"[0.7739344567757912, -0.6848820269494664, -0.10003161168788692]",contact,run_experiment_3/bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1/log.csv,178240.79095373087,53951.957499212665,1.0,7,0,True,10,bend_m90_jac_contact_plant_contact_1_ltv_oneshot_rollout10_Np10_sqp1,ltv_oneshot,True
