k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,case,tracking_err_mm,clearance_plot_mm,vessel_tip_angle_deg,u_trans_norm,u_rot_norm,u_dL_abs,tip_step_mm,tip_step_xy_mm,jac_gain_error_abs,jac_angle_abs_deg
0,17,17,1,0.0016370738702885,1.6370738702885432,-0.0003194795145629,-0.6473934302344458,-9.210061495206486e-12,0.0,0.0,-0.0260712527449873,0.0101399834259806,0.6621296272278074,-0.7164012509945445,-0.1,-0.0005337215752776,-0.999999706281566,-0.0004486660373327,-0.0003182402372066,0.0161013998342598,0.7820503730308737,-0.7106351132111558,-0.100000769928438,-0.9979634128473852,-0.0637885364060939,0.0002219035109784,solved,0,3.162535078880688e-05,0.0316253507888068,3.162535095985666e-05,0.0316253509598566,2.9765624762773855,16,0.070412932102816,0.0013477359260861,1.347735926086152,0.0026522640739138,2.6522640739138477,0.6892429663208044,0.6892429707680408,0.7118026548002251,1.0327311116424516,1.0327311049789096,1.8130690724318417,0.99949936962207,0.7114463047681407,-0.1014571350633705,-0.6817347841390625,2.150117001503549e-05,-0.1014571350631543,-0.6817347886352021,2.1504592898069497e-05,-0.0824502679158678,-0.7070112957863195,1.821536518842315e-05,-0.1472008276050333,-0.989106624878857,3.119534194133203e-05,-0.1472008266549285,-0.9891066250200968,3.120030788867732e-05,-0.1158330435547594,-0.993268697466083,2.5590470990214952e-05,mpc_1np1s_nobc_60/frames/frame_000000.png,nonBC,0.0316253507888068,2.6522640739138477,2.9765624762773855,0.6473935090637553,0.0260712527449873,0.0101399834259806,,,0.03273111164245157,1.8130690724318417
1,18,18,1,0.0019563492917618,1.9563492917618552,0.0144972551785649,-0.1697066933998074,-4.3459503354622315e-11,0.0,0.0,-0.0068587477103822,0.010149992978217,0.6622745997795931,-0.7180983179285426,-0.1,-0.0005337324886113,-0.9999996903071002,-0.0004829597655414,-0.0003182219337113,0.0162028997640419,0.7819605644690605,-0.7108297047987109,-0.1000007389651135,-0.9967308507727008,-0.0807933219071614,0.0002241721079243,solved,0,7.186547547082071e-06,0.007186547547082,7.186554299569822e-06,0.0071865542995698,6.646277850643953,16,0.1158978046685536,0.0006374248963243,0.6374248963243125,0.0033625751036756,3.3625751036756872,0.2087503716356605,0.2087503722950844,0.2143162725527057,1.0266629509372065,1.0266629476940692,1.23149279072848,0.9997690213878212,0.2142667700775041,-0.091529511153389,-0.1876141374752378,4.081017733481118e-05,-0.0915295111165725,-0.1876141382258778,4.0814933210953086e-05,-0.089808561813176,-0.1945915875550818,3.096332450158723e-05,-0.4384639434948589,-0.8987487591288579,0.0001954975074537,-0.4384639419334243,-0.8987487598856642,0.0001955202894357,-0.4190468635137817,-0.9079645947426926,0.0001444749114604,mpc_1np1s_nobc_60/frames/frame_000001.png,nonBC,0.007186547547082,3.3625751036756872,6.646277850643953,0.17032478443376542,0.0068587477103822,0.010149992978217,0.2143162725527057,0.21431627031599387,0.026662950937206498,1.23149279072848
2,18,18,0,0.001832345608586,1.8323456085860503,0.0069534933162005,-0.0621023039985367,-3.6453939639471114e-11,0.0,0.0,-0.002511159660199,0.0101482404548799,0.6623441347127551,-0.718719340968528,-0.1,-0.0005337364840996,-0.9999996841643308,-0.0004955155599155,-0.0003182152322488,0.0163043821685907,0.781864402962595,-0.7109079744586139,-0.1000007091688861,-0.99619299154793,-0.0871749527745592,0.0002262731519548,solved,0,2.5379393224176796e-06,0.0025379393224176,2.5379624923209556e-06,0.0025379624923209,7.623125688117559,16,0.1954570219961492,0.0004384491596462,0.4384491596462609,0.0035615508403537,3.561550840353739,0.1226987481052357,0.1226987481019947,0.1239886118756974,1.010512444424905,1.010512444451597,1.0153550378129923,0.999842982076465,0.1239691434413186,-0.0965187061448276,-0.0757569831697604,4.064156902283578e-05,-0.0965187061452432,-0.0757569831643101,4.064095668332435e-05,-0.0961615064655196,-0.0782696599029852,2.9796227360434635e-05,-0.786631547878923,-0.6174226252478591,0.0003312305109093,-0.7866315479030888,-0.6174226252197478,0.0003312255203251,-0.7755672477559851,-0.6312649098890885,0.0002403142265219,mpc_1np1s_nobc_60/frames/frame_000002.png,nonBC,0.0025379393224176,3.561550840353739,7.623125688117559,0.06249037710900065,0.002511159660199,0.0101482404548799,0.12398861187569742,0.12398860829546869,0.010512444424904954,1.0153550378129923
3,18,18,0,0.0017275498990312,1.7275498990312328,0.0029107671500011,-0.0218963455902581,-3.002591242841664e-11,0.0,0.0,-0.0008849011380151,0.0101462846467113,0.6623732423842551,-0.7189383044244305,-0.1,-0.0005337378920395,-0.9999996819621312,-0.0004999400642033,-0.0003182128707255,0.0164058450150578,0.7817652433623677,-0.7109421894301351,-0.100000679921056,-0.9959809741681926,-0.0895647641694353,0.0002282854603716,solved,0,8.406042658395884e-07,0.0008406042658395,8.406053641010967e-07,0.000840605364101,7.990056605580042,16,0.2874286150492721,0.0003552988875211,0.3552988875211482,0.0036447011124788,3.644701112478852,0.1047075283918933,0.1047075283919597,0.1048965750101284,1.001805473026997,1.001805473026362,0.4477918127284546,0.9999694595925686,0.1048933714259894,-0.0992447904612543,-0.0333786951579045,2.7889004142319388e-05,-0.0992447904613058,-0.0333786951579595,2.7889004161618655e-05,-0.0991596002272166,-0.0342149715212292,2.9247830060641355e-05,-0.9478286039739818,-0.3187802794177002,0.0002663514703349,-0.9478286039738728,-0.3187802794180234,0.000266351470519,-0.9453082735794004,-0.3261781570840185,0.0002788254054798,mpc_1np1s_nobc_60/frames/frame_000003.png,nonBC,0.0008406042658395,3.644701112478852,7.990056605580042,0.022088968187978834,0.0008849011380151,0.0101462846467113,0.10489657501012846,0.10489657093260933,0.001805473026996962,0.4477918127284546
4,18,18,0,0.0016256380064217,1.625638006421768,0.0012320235729443,-0.0069381914009246,-2.457478818280487e-11,0.0,0.0,-0.0002799675097135,0.0101441336579687,0.6623855626199845,-0.7190076863384398,-0.1,-0.0005337383374853,-0.9999996812613168,-0.0005013399013062,-0.0003182121235789,0.0165072863516375,0.781664881901776,-0.7109598017517172,-0.1000006510410087,-0.9958999899424138,-0.0904608038302965,0.0002302239706505,solved,0,2.2557391152824537e-07,0.0002255739115282,2.2557836358179954e-07,0.0002255783635817,8.127518655348503,16,0.3846925305016164,0.0003159793550894,0.3159793550894471,0.0036840206449105,3.684020644910553,0.1018749966425564,0.1018749966426804,0.1018951298035664,1.000197626126856,1.0001976261256391,0.1263493381033485,0.9999975685210964,0.1018948820477079,-0.1003802165073516,-0.0173875287758929,3.0297287034760186e-05,-0.1003802165072675,-0.017387528777113,3.0297282030411488e-05,-0.1003614605917802,-0.0176123215821499,2.88800473674522e-05,-0.985327311072711,-0.1706751347133746,0.0002973966923509,-0.9853273110706872,-0.1706751347251435,0.0002973966432281,-0.984948552352376,-0.1728475307514995,0.0002834291238759,mpc_1np1s_nobc_60/frames/frame_000004.png,nonBC,0.0002255739115282,3.684020644910553,8.127518655348503,0.007046728460793314,0.0002799675097135,0.0101441336579687,0.1018951298035664,0.10189512571084307,0.00019762612685592096,0.1263493381033485
5,18,18,0,0.0015241645136438,1.5241645136438626,0.0005772767204156,-0.0014078582308594,-1.989980089963384e-11,0.0,0.0,-5.649146933902597e-05,0.0101417737186284,0.6623913353871886,-0.7190217649207484,-0.1,-0.0005337384273666,-0.9999996811196696,-0.0005016223585628,-0.0003182119728205,0.0166087040888238,0.7815640725911834,-0.710971183488415,-0.1000006221694203,-0.9958691650127424,-0.0907995170471587,0.000232122436763,solved,0,3.0493293672087333e-09,3.0493293672087336e-06,3.1691786391026395e-09,3.169178639102639e-06,8.179066926315226,16,0.4840228390853815,0.0002931728640025,0.2931728640025307,0.0037068271359974,3.7068271359974694,0.1014489475554142,0.1014489475554327,0.101449799733503,1.0000084000683036,1.0000084000681209,0.0017239398226852,0.9999999995473432,0.1014497996875811,-0.1008081350379909,-0.0113845503249431,2.973486513406473e-05,-0.1008081350383216,-0.0113845503221243,2.9734886483612225e-05,-0.1008093105925311,-0.0113817366977908,2.8871588356182976e-05,-0.993683399060663,-0.1122195015253817,0.0002931017605463,-0.9936833990637411,-0.1122195014975758,0.0002931019709925,-0.9936866396714992,-0.1121908247003875,0.0002845898999507,mpc_1np1s_nobc_60/frames/frame_000005.png,nonBC,3.0493293672087336e-06,3.7068271359974694,8.179066926315226,0.0015216153292249494,5.649146933902597e-05,0.0101417737186284,0.10144979973350304,0.10144979562522172,8.400068303604513e-06,0.0017239398226852
6,19,19,1,0.0023862597992643,2.38625979926439,-0.0188536229768644,0.168570302322012,-6.331563765455159e-11,0.0,0.0,0.0067999099058598,0.0101582148606827,0.66220279915742,-0.7173360618975283,-0.1,-0.0005337276079944,-0.9999996975966194,-0.0004676228195919,-0.0003182301195027,0.0167102862374306,0.7814492932275453,-0.7107849229323853,-0.1000005978505265,-0.9972562778195978,-0.0740260883913993,0.0002336383309423,solved,0,6.9289366700312836e-06,0.0069289366700312,6.9289444951627015e-06,0.0069289444951627,8.198554264324532,16,0.5841254400117847,0.0002765635838998,0.2765635838998659,0.0037234364161001,3.723436416100134,0.2134372185636325,0.2134372185636007,0.2187859630805917,1.0250600366372582,1.0250600366374112,1.167883942059157,0.9997922652858066,0.2187405136410816,-0.1156535919337553,0.1793869915786499,1.3905453455202362e-05,-0.1156535919337731,0.1793869915786006,1.3905453385976152e-05,-0.1147793636381289,0.1862605560297714,2.431889380150043e-05,-0.5418623458086118,0.8404672473988827,6.51500874532653e-05,-0.5418623458087759,0.8404672473987767,6.51500871289351e-05,-0.5246194135217391,0.8513368655244155,0.000111153811968,mpc_1np1s_nobc_60/frames/frame_000006.png,nonBC,0.0069289366700312,3.723436416100134,8.198554264324532,0.16962136045996176,0.0067999099058598,0.0101582148606827,0.21878596308059173,0.21878596172902284,0.0250600366372582,1.167883942059157
7,19,19,0,0.0022664701754496,2.266470175449612,-0.0048756794308987,0.0566603210244963,-5.6628901001565344e-11,0.0,0.0,0.0022810172171629,0.010155397612731,0.662154042363111,-0.7167694586872834,-0.1,-0.0005337239785178,-0.99999970286486,-0.0004562177369249,-0.0003182362066913,0.016811840213558,0.7813440568912777,-0.710726529460662,-0.1000005701509388,-0.9976527584306444,-0.0684756759550071,0.0002353682888011,solved,0,2.311479816120441e-06,0.0023114798161204,2.311487062841171e-06,0.0023114870628411,7.234236380194058,16,0.7084900968555278,0.0004565179677932,0.4565179677932283,0.0035434820322067,3.5434820322067715,0.1192578775123657,0.1192578775124541,0.1203515050931716,1.0091702754033371,1.0091702754025895,0.9739194075339132,0.9998555357713692,0.1203341186058237,-0.1052485003270049,0.0560820239136415,3.348761886346757e-05,-0.1052485003270042,0.0560820239138282,3.34876228275105e-05,-0.1052363362675778,0.0583934717233169,2.7699587762386457e-05,-0.8825287060478816,0.4702584439994454,0.0002808000575055,-0.8825287060472226,0.4702584440006621,0.0002808000907446,-0.8744081445936873,0.4851910383514602,0.0002301557237771,mpc_1np1s_nobc_60/frames/frame_000007.png,nonBC,0.0023114798161204,3.5434820322067715,7.234236380194058,0.05686971275214836,0.0022810172171629,0.010155397612731,0.12035150509317159,0.12035150190556224,0.009170275403337147,0.9739194075339132
8,19,19,0,0.0021628118069371,2.1628118069371953,-0.00132541043038,0.0195545876703632,-4.8780249985815456e-11,0.0,0.0,0.000786655666307,0.0101539808996097,0.6621407882588073,-0.7165739128105797,-0.1,-0.0005337227268021,-0.999999704651556,-0.0004522844597585,-0.0003182383059738,0.016913380022554,0.7812414689065882,-0.7107107744246262,-0.1000005419339443,-0.9977768969783024,-0.0666423862351558,0.0002370933027671,solved,0,8.19340507580616e-07,0.0008193405075806,8.19342131760906e-07,0.0008193421317609,6.9154190872396235,16,0.8166537561399314,0.0005093353727266,0.5093353727266732,0.0034906646272733,3.4906646272733273,0.1036401955953657,0.1036401955954557,0.1037907344580866,1.001452514266845,1.0014525142659751,0.4449269755100102,0.9999698491172416,0.1037876050758205,-0.1025582679851827,0.0149362346035359,2.6585583463937094e-05,-0.1025582679852199,0.0149362346039128,2.6585579140925297e-05,-0.1025879846895394,0.0157550360357916,2.821699449095938e-05,-0.9895607336133646,0.1441162332600211,0.0002565180749728,-0.989560733612864,0.1441162332635321,0.0002565180332609,-0.9884117809279702,0.1517961706124542,0.0002718642915312,mpc_1np1s_nobc_60/frames/frame_000008.png,nonBC,0.0008193405075806,3.4906646272733273,6.9154190872396235,0.0195994543742136,0.000786655666307,0.0101539808996097,0.10379073445808663,0.10379073062248995,0.0014525142668448954,0.4449269755100102
9,19,19,0,0.0020610391703376,2.0610391703376116,-0.0002795532659898,0.00727504008186,-4.153673647004027e-11,0.0,0.0,0.0002927841192492,0.0101524584542514,0.6621379927261474,-0.7165011624097611,-0.1,-0.0005337222609259,-0.999999705312593,-0.0004508205395942,-0.0003182390873012,0.0170149046070966,0.7811397150042194,-0.7107092290997455,-0.1000005133126804,-0.997817047248314,-0.0660384977657835,0.0002388168634877,solved,0,3.313126479809146e-07,0.0003313126479809,3.313150353874054e-07,0.0003313150353874,6.810142293905876,16,0.9199483049284788,0.0005197197915692,0.5197197915692384,0.0034802802084307,3.480280208430762,0.1017442693024038,0.1017442693023931,0.1017656400531986,1.0002100437787926,1.000210043778898,0.1861671523528319,0.9999947212576028,0.1017651028585999,-0.1017370167234624,0.0012144428081669,2.9879017689122627e-05,-0.1017370167234466,0.0012144428084281,2.9879024462942105e-05,-0.101753902368773,0.001545324880614,2.8621263900574512e-05,-0.9999287175681624,0.0119362281187292,0.0002936678192686,-0.999928717568112,0.0119362281212985,0.0002936678858456,-0.9998846596511408,0.0151851339981379,0.0002812468322865,mpc_1np1s_nobc_60/frames/frame_000009.png,nonBC,0.0003313126479809,3.480280208430762,6.810142293905876,0.007280409206987964,0.0002927841192492,0.0101524584542514,0.10176564005319862,0.10176563602837864,0.00021004377879263458,0.1861671523528319
