k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,case,tracking_err_mm,clearance_plot_mm,vessel_tip_angle_deg,u_trans_norm,u_rot_norm,u_dL_abs,tip_step_mm,tip_step_xy_mm,jac_gain_error_abs,jac_angle_abs_deg
0,17,17,1,0.0016370738619995,1.6370738619995044,-0.0003194797195346,-0.6473939656495528,-9.210134275265513e-12,0.0,0.0,-0.0260712739430023,0.0101399834500061,0.6621296272257577,-0.7164012563486957,-0.1,-0.0005337215753113,-0.9999997062815186,-0.0004486661433227,-0.00031824023715,0.0161013998345,0.7820503730619907,-0.710635113795164,-0.1000007698447405,-0.9979634095043598,-0.0637885886769773,0.0002219122187022,solved,0,3.163428335392339e-05,0.0316342833539233,3.163428802747831e-05,0.0316342880274783,2.97656243853736,16,0.070412932416106,0.0013477359319386,1.3477359319386133,0.0026522640680613,2.652264068061387,0.6892325156990459,0.6892325039521711,0.7118032208859962,1.0327475919560445,1.0327476095575892,1.8132063783439636,0.9994992937988402,0.711446816599293,-0.101457130290112,-0.6817242185444026,3.549865328456542e-05,-0.1014571302901945,-0.6817242066688989,3.548405845543723e-05,-0.082450236798981,-0.7070118693353056,1.8288444397773773e-05,-0.1472030526406757,-0.9891062928930042,5.150461197925541e-05,-0.147203055149638,-0.989106292520712,5.1483437377032976e-05,-0.115832907719009,-0.993268713304322,2.569311835230215e-05,mpc_1np1s_bc_60/frames/frame_000000.png,BC,0.0316342833539233,2.652264068061387,2.97656243853736,0.6473940444788981,0.0260712739430023,0.0101399834500061,,,0.032747591956044486,1.8132063783439636
1,18,18,1,0.001956349188896,1.9563491888960551,0.0144961035965251,-0.1697042929480837,-4.3456669739667405e-11,0.0,0.0,-0.0068586530473111,0.0101499931421739,0.662274588261723,-0.7180982992781765,-0.1,-0.0005337324884944,-0.9999996903072778,-0.0004829593982162,-0.0003182219339074,0.0162028997659218,0.7819605643190365,-0.7108297026210182,-0.1000007391788647,-0.9967308665088984,-0.0807931278337765,0.0002241500734759,solved,0,7.18713813713772e-06,0.0071871381371377,7.187138406880689e-06,0.0071871384068806,6.646280888769299,16,0.1158977431542779,0.0006374243167198,0.6374243167198506,0.0033625756832801,3.3625756832801494,0.2087471130462196,0.2087471130460909,0.2143138408939683,1.0266673285513472,1.0266673285519805,1.2314849385594908,0.9997690243332016,0.2142643396116637,-0.0915292249458889,-0.187610653004818,3.263497840293139e-05,-0.0915292249459298,-0.187610653004655,3.263497712346908e-05,-0.0898087429541671,-0.1945888258542139,3.0665875797031283e-05,-0.4384694169428972,-0.8987460964946534,0.0001563373879844,-0.4384694169433634,-0.898746096494427,0.0001563373818552,-0.4190524633385671,-0.9079620104913644,0.0001430886389283,mpc_1np1s_bc_60/frames/frame_000001.png,BC,0.0071871381371377,3.3625756832801494,6.646280888769299,0.17032229467832508,0.0068586530473111,0.0101499931421739,0.21431384089396838,0.21431383869999915,0.026667328551347236,1.2314849385594908
2,18,18,0,0.0018323457588688,1.832345758868823,0.0069541427928683,-0.0621047498301691,-3.6461605835444384e-11,0.0,0.0,-0.0025112578568662,0.0101482404322846,0.6623441296896517,-0.7187193467764782,-0.1,-0.0005337364841389,-0.9999996841642697,-0.0004955156835735,-0.0003182152321828,0.0163043821702446,0.7818644030038973,-0.7109079750415943,-0.1000007092502451,-0.9961929869289906,-0.0871750055792024,0.0002262648049344,solved,0,2.5355541612549607e-06,0.0025355541612549,2.5355548818846396e-06,0.0025355548818846,7.62311452413883,16,0.1954572855604353,0.0004384513213834,0.4384513213834818,0.0035615486786165,3.5615486786165182,0.1227017577451977,0.1227017577452782,0.123990206257889,1.01050065244678,1.0105006524461162,1.014425376267056,0.9998432694693116,0.123970773207062,-0.0965184813125098,-0.0757621482343628,3.184026226640303e-05,-0.0965184813125352,-0.0757621482344594,3.184026589608813e-05,-0.0961613151392315,-0.0782724205761198,2.9928619568742043e-05,-0.7866104209602276,-0.6174495755121165,0.0002594931226048,-0.7866104209599182,-0.6174495755124982,0.000259493152186,-0.7755557317101662,-0.6312790577452537,0.0002413788997696,mpc_1np1s_bc_60/frames/frame_000002.png,BC,0.0025355541612549,3.5615486786165182,7.62311452413883,0.062492880022059244,0.0025112578568662,0.0101482404322846,0.12399020625788901,0.12399020264582032,0.01050065244677989,1.014425376267056
3,18,18,0,0.0017275498816713,1.7275498816713266,0.0029112651976006,-0.0218974720606938,-3.002775276521298e-11,0.0,0.0,-0.0008849462854818,0.0101462846226847,0.6623732423416278,-0.7189383214970851,-0.1,-0.0005337378921507,-0.9999996819619568,-0.0004999404135986,-0.000318212870539,0.0164058450164714,0.7817652435067088,-0.7109421913687936,-0.1000006799411567,-0.9959809590239804,-0.0895649325814943,0.0002282834744095,solved,0,8.39419426800589e-07,0.0008394194268005,8.394196653927133e-07,0.0008394196653927,7.990059639595709,16,0.287428543440853,0.0003552983054884,0.3552983054884294,0.0036447016945115,3.644701694511571,0.1047082090623373,0.1047082090622965,0.1048969198245973,1.0018022537482965,1.0018022537486868,0.4471667277051911,0.9999695447970298,0.1048937251676131,-0.0992446526525665,-0.0333812382692901,2.9941984668395503e-05,-0.0992446526525414,-0.0333812382692366,2.9941984794334964e-05,-0.0991594971884168,-0.0342163271992435,2.930908844789304e-05,-0.9478211263596524,-0.3188024947443882,0.000285956420576,-0.9478211263597818,-0.318802494744002,0.0002859564217789,-0.9453041839000202,-0.3261900087863217,0.0002794084754528,mpc_1np1s_bc_60/frames/frame_000003.png,BC,0.0008394194268005,3.644701694511571,7.990059639595709,0.02209015046801687,0.0008849462854818,0.0101462846226847,0.10489691982459737,0.10489691572999343,0.0018022537482964562,0.4471667277051911
4,18,18,0,0.0016256379844674,1.6256379844674798,0.0012319631589056,-0.0069388355613009,-2.4576596528949878e-11,0.0,0.0,-0.0002799936091888,0.010144134416332,0.6623855619732169,-0.7190077098526981,-0.1,-0.000533738337638,-0.999999681261076,-0.0005013403811988,-0.0003182121233227,0.0165072863606348,0.7816648820947754,-0.7109598043918322,-0.1000006510317439,-0.995899968677266,-0.0904610379398928,0.0002302247989432,solved,0,2.2195605065872217e-07,0.0002219560506587,2.2195606037544017e-07,0.0002219560603754,8.127528342694903,16,0.3846922852282393,0.0003159774268889,0.3159774268889356,0.003684022573111,3.684022573111065,0.1018754246252544,0.1018754246252268,0.1018952031333866,1.0001941440558897,1.0001941440561608,0.1243217111395505,0.9999976459345832,0.1018949632654128,-0.1003799046470987,-0.0173918387082598,2.8843736527732163e-05,-0.1003799046470632,-0.0173918387083027,2.884373652423111e-05,-0.1003614119334805,-0.0176130230385984,2.8909412766453535e-05,-0.9853201104814344,-0.1707167236086147,0.0002831275220086,-0.9853201104813534,-0.1707167236090823,0.0002831275219744,-0.9849473659923104,-0.1728542904570494,0.0002837171120666,mpc_1np1s_bc_60/frames/frame_000004.png,BC,0.0002219560506587,3.684022573111065,8.127528342694903,0.0070473521390430486,0.0002799936091888,0.010144134416332,0.10189520313338664,0.101895199032339,0.00019414405588968897,0.1243217111395505
5,18,18,0,0.0015241644957635,1.5241644957635974,0.0005762036129752,-0.0014047154757533,-1.990226351286669e-11,0.0,0.0,-5.6365462114519265e-05,0.0101417743343305,0.6623913240093466,-0.7190217570074556,-0.1,-0.0005337384273188,-0.9999996811197448,-0.0005016222084195,-0.0003182119729007,0.0166087041039781,0.7815640724961483,-0.710971182447112,-0.1000006226134321,-0.9958691733175092,-0.0907994260768185,0.0002320776190826,solved,0,2.845198046550354e-09,2.8451980465503544e-06,2.880334566958892e-09,2.880334566958892e-06,8.179080395134893,16,0.4840225086057751,0.0002931702393232,0.2931702393232373,0.0037068297606767,3.706829760676763,0.1014487902815766,0.1014487902816123,0.101449672867347,1.0000086998156208,1.0000086998152684,0.0015484843924834,0.9999999996347936,0.1014496728302969,-0.1008084180927576,-0.0113806440036051,2.886683745947504e-05,-0.1008084180927904,-0.0113806440036334,2.8866837462060424e-05,-0.1008095986270163,-0.0113780552798425,2.8418311773248384e-05,-0.9936877296708848,-0.1121811701452289,0.000284545901231,-0.9936877296708578,-0.1121811701454681,0.0002845459012564,-0.9936907214953008,-0.112154676878261,0.0002801222613148,mpc_1np1s_bc_60/frames/frame_000005.png,BC,2.8451980465503544e-06,3.706829760676763,8.179080395134893,0.0015183004219937813,5.6365462114519265e-05,0.0101417743343305,0.10144967286734705,0.10144966888704608,8.699815620794027e-06,0.0015484843924834
6,19,19,1,0.0023862596357663,2.3862596357663652,-0.0188528653001072,0.1685462196566639,-6.334388069522088e-11,0.0,0.0,0.0067989371635466,0.0101582149164383,0.6622027953563455,-0.717336294810889,-0.1,-0.0005337276094944,-0.9999996975944152,-0.0004676275331587,-0.000318230116987,0.0167102862531425,0.7814492948868207,-0.7107849496821388,-0.1000005978112769,-0.9972561056368664,-0.0740284079334129,0.0002336425382587,solved,0,6.817433743450518e-06,0.0068174337434505,6.8174346561252885e-06,0.0068174346561252,8.198549014927318,16,0.5841255895303161,0.0002765646022158,0.2765646022158913,0.0037234353977841,3.7234353977841086,0.2135114758952759,0.2135114758953036,0.2187613836299342,1.0245884101200882,1.0245884101199552,1.1530478777960955,0.999797509448221,0.2187170865166551,-0.1156581033375509,0.1794724296897274,2.127452037760956e-05,-0.1156581033375792,0.179472429689742,2.127452142230979e-05,-0.1147776093276542,0.1862327649732043,2.4802155246250734e-05,-0.5416950206193107,0.8405750976015728,9.964110963311586e-05,-0.5416950206193727,0.8405750976015324,9.96411145260494e-05,-0.524670339084236,0.8513054812646609,0.0001133753811331,mpc_1np1s_bc_60/frames/frame_000006.png,BC,0.0068174337434505,3.7234353977841086,8.198549014927318,0.16959734281696862,0.0067989371635466,0.0101582149164383,0.21876138362993425,0.21876138222395736,0.024588410120088167,1.1530478777960955
7,19,19,0,0.0022664714937104,2.266471493710417,-0.004877244594062,0.0566744766924303,-5.662580421759946e-11,0.0,0.0,0.0022815875691356,0.0101553976123928,0.6621540229104049,-0.7167695500439647,-0.1,-0.0005337239791103,-0.9999997028640104,-0.0004562195987327,-0.0003182362056976,0.0168118402292664,0.7813440574794579,-0.7107265398749051,-0.1000005705010738,-0.9976526963534762,-0.0684765804984659,0.0002353335414797,solved,0,2.3103538403322057e-06,0.0023103538403322,2.31037620251871e-06,0.0023103762025187,7.234369644310315,16,0.7084870443321272,0.0004564913482016,0.456491348201627,0.0035435086517983,3.543508651798373,0.1192671019409626,0.1192671019411077,0.1203603682088409,1.0091665367069913,1.0091665367057634,0.9733356677246838,0.9998557088908714,0.1203430012778169,-0.1052496455727418,0.0560994858069883,3.747532125925778e-05,-0.1052496455727913,0.0560994858072039,3.747532127673647e-05,-0.1052374073627904,0.0584098072337058,2.7310203126740266e-05,-0.8824700513377155,0.4703684829598503,0.0003142133970674,-0.8824700513370572,0.4703684829610851,0.0003142133972136,-0.8743526538585343,0.4852910314494651,0.0002269036189666,mpc_1np1s_bc_60/frames/frame_000007.png,BC,0.0023103538403322,3.543508651798373,7.234369644310315,0.05688395048861438,0.0022815875691356,0.0101553976123928,0.12036036820884091,0.12036036511044891,0.009166536706991302,0.9733356677246838
8,19,19,0,0.0021628119743537,2.162811974353797,-0.0013262504639755,0.0195629936556555,-4.878245577679226e-11,0.0,0.0,0.0007869934672151,0.010153981040731,0.6621407604057652,-0.7165739201074082,-0.1,-0.0005337227268571,-0.9999997046514776,-0.0004522846325623,-0.0003182383058816,0.0169133800396737,0.7812414689226718,-0.7107107750040194,-0.1000005419050311,-0.9977768934228504,-0.0666424394557529,0.0002370966728338,solved,0,8.185990269789924e-07,0.0008185990269789,8.186008413537362e-07,0.0008186008413537,6.915470888752711,16,0.8166526265260015,0.0005093250138482,0.5093250138482599,0.0034906749861517,3.49067498615174,0.1036424011089138,0.1036424030516765,0.1037927933685121,1.0014510688481657,1.0014510500761022,0.4445210432088652,0.9999699041086144,0.1037896696318762,-0.1025589568532121,0.0149467982333456,2.9989558514515544e-05,-0.1025589574171759,0.0149468071691805,3.031955481125337e-05,-0.1025885567861317,0.015764870885726,2.859604267269056e-05,-0.9895463223149068,0.1442150902856699,0.0002893560762163,-0.9895463092074348,0.1442151738003215,0.0002925400600383,-0.9883976859731992,0.1518879141228385,0.0002755108687667,mpc_1np1s_bc_60/frames/frame_000008.png,BC,0.0008185990269789,3.49067498615174,6.915470888752711,0.019607897925693427,0.0007869934672151,0.010153981040731,0.10379279336851212,0.10379278942925176,0.0014510688481657041,0.4445210432088652
9,19,19,0,0.0020610391574336,2.061039157433686,-0.0002796391201347,0.0072748926955137,-4.1535215591539594e-11,0.0,0.0,0.000292778018388,0.0101524585762894,0.6621379640145638,-0.716501171180453,-0.1,-0.0005337222609906,-0.9999997053125012,-0.0004508207429022,-0.0003182390871927,0.0170149046254366,0.7811397150288973,-0.7107092298578013,-0.1000005135117456,-0.9978170426078332,-0.0660385679533414,0.0002387970464407,solved,0,3.30378075908376e-07,0.0003303780759083,3.303781946910465e-07,0.000330378194691,6.810145360525926,16,0.9199482582924424,0.0005197192113254,0.5197192113254879,0.0034802807886745,3.480280788674512,0.101744316635056,0.1017443164353295,0.1017656286831217,1.0002094667178518,1.000209468681287,0.1856387975003258,0.9999947511779076,0.1017650945334416,-0.1017370553567528,0.0012152007930555,2.866887000125486e-05,-0.1017370551946728,0.0012151975322671,2.867343973367298e-05,-0.1017538937744255,0.0015451462180848,2.839328550052755e-05,-0.9999286320991349,0.0119436724649136,0.0002817736749275,-0.999928632469005,0.0119436404395087,0.0002818185893646,-0.999884686913961,0.0151833800673129,0.0002790066338502,mpc_1np1s_bc_60/frames/frame_000009.png,BC,0.0003303780759083,3.480280788674512,6.810145360525926,0.00728026522653868,0.000292778018388,0.0101524585762894,0.10176562868312171,0.10176562472216413,0.00020946671785182502,0.1856387975003258
