k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err,vessel_tip alignment, i_seg, u_seg, rho, clearance
0,31,-0.01867538055571444,-0.030686507783132574,-0.0801731624343838,3.0604880698374847e-18,-0.14841994386444216,-3.7399312922483876,0.10000448211827831,0.717946068217396,-0.7058367576094944,-0.09,0.02004811887601698,-0.9995417139852774,-0.010672605934035804,0.020013255994067437,0.03300004482118278,0.8262539233975307,-0.7054144164070882,-0.09731750003756154,-0.9941213529988397,-0.003085119146523012,0.10822760935458244,solved,0,0.0010410921324060399,3.9232215335205893,31,0.9626073341840928,0.0014642659608633264,0.0015357340391366737
1,32,-1.5232990612197637e-06,-0.16184029429020297,-0.05632480737492792,1.8147696336824082e-17,-0.12740048194822629,-3.20540392292762,0.09999877420088302,0.7179460529844054,-0.7074551605523964,-0.09,0.020359480939154847,-0.9992293494527926,-0.02670299100378952,0.020326066995089178,0.03400003256319161,0.8252593331466587,-0.7054161205636508,-0.09721465714462116,-0.9940831846111471,-0.003198130283652459,0.10857436150144231,solved,0,0.0006191019139018488,3.977576190342071,32,0.964896062471791,0.0015246132348913294,0.0014753867651086706
2,33,-1.835330706599279e-06,-0.26027807523730934,-0.06753948703748944,-3.5599097730267744e-18,-0.1566467839188106,-3.943403563455949,0.09999760897656029,0.7179460346310983,-0.7100579413047695,-0.09,0.020735347425314393,-0.9984924304630173,-0.0464142819930621,0.02070328723359659,0.035000008652957215,0.824264767781209,-0.705417741636131,-0.09711223405439565,-0.9940523691825908,-0.00329285434878257,0.10885330694433677,solved,0,0.0007691776221074311,4.336796015857813,33,0.9711460650911012,0.0015791325400698226,0.0014208674599301774
3,35,-1.9936152207445665e-06,-0.30940510042387925,-0.12221732204494361,3.0675455994437577e-18,-0.1684050083844406,-4.236539283481183,0.09999670452318084,0.7179460146949461,-0.7131519923090083,-0.09,0.021130127745100306,-0.9972675324272176,-0.0675704889237102,0.02110013020375114,0.035999975698189024,0.8232323314493879,-0.7060716338829958,-0.0975223596171388,-0.9958640528734899,-0.03213189201491465,0.0849842795290541,solved,0,0.0005307547446731423,5.385008443654417,34,0.9779868787469851,0.0016287183341097164,0.0013712816658902837
4,36,8.311808440640967e-09,-0.4899592991792646,-0.08518850235671908,-1.4428661973115436e-17,-0.18666923046932576,-4.692369440711303,0.10000000224411988,0.7179460147780642,-0.7180515853008009,-0.09,0.021556244864343207,-0.9953877588644497,-0.09096717144115507,0.02152931792120492,0.03699997572063022,0.8222677681992623,-0.7069373115920208,-0.09743646467082322,-0.9940909255973286,-0.06761509136766272,0.0849201340996305,solved,0,0.0005138159836532307,7.401112022853219,36,0.11052280513950223,0.0014000459529967125,0.0015999540470032875
5,37,1.3847975693667453e-08,-0.35251762231631845,-0.07180262642503916,1.6100721930967858e-19,-0.19803149665955722,-4.982362060322109,0.10000000513006618,0.717946014916544,-0.7215767615239641,-0.09,0.021995761988648287,-0.9927911816044585,-0.11575458537656796,0.021971166269934464,0.03799997577193088,0.8212723892055899,-0.7069918656125774,-0.09736096931952075,-0.994096867695157,-0.06764286744982653,0.08482840493610223,solved,0,0.0006281283979500678,8.70320264070519,37,0.29520769565768745,0.0019425951178669908,0.0010574048821330093
6,38,0.036071190156675134,-0.4211853663520284,-0.2501802634656968,-1.2814763311813527e-18,-0.20870740993282214,-5.234869167004239,0.10000000587802554,0.7183067268181107,-0.7257886151874844,-0.09,0.022442450588829148,-0.9893982025346634,-0.14172051186618267,0.02242386561528888,0.03899997583071113,0.8202833704402975,-0.7071880181047108,-0.09730254469872535,-0.9937748651116688,-0.07318542972322546,0.08399647944429832,solved,0,0.0006393575615616971,11.700472396792872,38,0.3571796123606884,0.0018283288307011437,0.0011716711692988564
7,39,0.03696443575704691,-0.18635696422999193,-0.2013051693449173,-5.1112149526789354e-14,-0.2755881718433992,-6.283721856572903,0.09999997135381801,0.7186763711756812,-0.7276521848297843,-0.09,0.022940513650378132,-0.9844261506032574,-0.17276174588761506,0.02307089074510574,0.03999997554424931,0.8192892384631809,-0.7072746953719258,-0.09723508080979723,-0.9937300445183934,-0.07420961397171492,0.0836273285000172,solved,0,0.00047295080564782225,14.712385658784708,39,0.5277654738910832,0.0017269560754867971,0.001273043924513203
8,40,0.16391281298210605,-0.496838184943808,-0.34848028745676457,1.1708341544972854e-16,-0.257988879027121,-6.2840964630009655,0.09999998573330994,0.7203154993055022,-0.7326205666792224,-0.09,0.023431134252394795,-0.9784823179450796,-0.2036319637548377,0.02360844666256162,0.040999975401582414,0.8182760174150144,-0.7076402208530632,-0.09768718468845668,-0.9941463442387842,-0.08655732535374817,0.06465967804022268,solved,0,0.0005129636860618663,18.76383687281175,40,0.5136723170591732,0.001617676611018065,0.001382323388981935
9,41,0.045980120699486704,-0.09024123007000776,-0.2574897912949046,-1.4372542677025837e-15,-0.24813523484233893,-6.245911259487949,0.10000000172281984,0.720775300512497,-0.7335229789799225,-0.09,0.023904252222248696,-0.9716168678435261,-0.2341141752065769,0.024079074213420728,0.04199997541881061,0.817281422016209,-0.7077151514153324,-0.09761940474747877,-0.9940884458536369,-0.08688752161198228,0.06510544331997459,solved,0,0.0004836151527932258,22.178280309282705,41,0.6272251065928952,0.001189962523475922,0.001810037476524078
10,42,0.0752849802586513,-0.4774825784372476,-0.3218824714428791,1.1464736752699435e-15,-0.31852131019723806,-5.061083193874335,0.0999862671652734,0.7215281503150835,-0.738297804764295,-0.09,0.024133022488444348,-0.9653424919086296,-0.25866152374218004,0.025013729761538234,0.042999838090463344,0.816290767731118,-0.7078476063826726,-0.09755407577631553,-0.9938377241955865,-0.08942166647946966,0.06550070160481654,solved,0,0.0004769821540281222,26.49047615351748,42,0.5938317344729488,0.0009305521298163463,0.0020694478701836537
11,43,0.12081900551257753,-0.6234456571319528,-0.30675000982278394,-5.534586543413257e-16,-0.5245917937074903,-4.448406953644472,0.10000004349582822,0.7227363403702093,-0.7445322613356145,-0.09,0.024004878214666854,-0.9592821177455547,-0.2801293366938791,0.027002576153953853,0.04399983852542163,0.8153398534689241,-0.7084461391664157,-0.09779071521442297,-0.9856392486578974,-0.15338922683627448,0.07061880071385951,solved,0,0.0004960123721000707,30.42783181125104,43,0.523610649567789,0.0007867659280269195,0.002213234071973081
12,44,0.07518539520131966,-0.4252508624452633,-0.18579029986349813,3.665697717802145e-17,-0.6479764128904333,-5.313216675328968,0.10000005064464294,0.7234881943222224,-0.748784769960067,-0.09,0.02380607132151087,-0.9514100679252984,-0.30558811116506573,0.029462856840127526,0.04499983903186806,0.81435468019206,-0.7085960843075887,-0.09770654450226356,-0.9851877361270684,-0.15579270162488928,0.07165024186825769,solved,0,0.00048466394335532894,31.559245034152614,44,0.6505997891021823,0.0005319772579719632,0.002468022742028037
13,45,0.13672556773521902,-0.504100705004927,-0.14169794621942247,6.300253303513157e-16,-0.6184804661343108,-5.046085862109332,0.10000031114782489,0.7248554499995746,-0.7538257770101163,-0.09,0.023596761591253415,-0.9433023234466286,-0.32956490004685485,0.03179459198832871,0.045999842143346306,0.8133736056613876,-0.7087870615121744,-0.09762530790034837,-0.9845678645960688,-0.15930046237733392,0.07245330344427374,solved,0,0.0004894035510646802,35.45417876886062,45,0.4790339753698355,0.0007914610516707095,0.0022085389483292904
14,46,0.4112925952546372,-1.00006385306697,-0.11467969278989847,-2.4634872694830945e-18,-0.854626570978403,-6.284436411794256,0.09996911779195032,0.728968375952121,-0.763826415540786,-0.09,0.023175747416459783,-0.9323383120695671,-0.35913567148720854,0.03506744992711802,0.04699953332126581,0.812403558538605,-0.7091074016963204,-0.0976290480043225,-0.9830595229832886,-0.16914447624722814,0.07059829281685126,solved,0,0.0010775174751133563,40.07266919928915,46,0.23579647110098007,0.0012579626079966741,0.001742037392003326
15,47,0.46548687537273203,-0.7653891325091555,-0.1824514908472176,9.38060231647442e-14,-0.9474878207918283,-6.284051903877059,0.09999961111990541,0.7336232447058484,-0.7714803068658775,-0.09,0.022564594293740452,-0.9204193326813516,-0.3883535389643233,0.03873783531201071,0.04799952943246486,0.8118124085701424,-0.7106785903593927,-0.097595498245611,-0.9390811348019648,-0.3354797885953758,0.0746989441440314,solved,0,0.0009802945925418043,36.189913103144995,47,0.6858148035969915,0.0009213830518105157,0.0020786169481894845
16,48,0.2173296989465452,-0.46283763892169677,-0.07595422868716709,-3.812596388311625e-14,-1.0429626482810208,-6.284280546372873,0.09999928444057277,0.7357965416953138,-0.7761086832550945,-0.09,0.021745291942342745,-0.9075499637640012,-0.41719019051458944,0.04280829929701982,0.04899952227687059,0.8108682582213673,-0.7109981903746309,-0.09752061721404313,-0.9381798113017833,-0.3379407552835263,0.07493120956897482,solved,0,0.00048504058464992434,38.30127722111542,48,0.5996147355906878,0.0012504663644718806,0.0017495336355281194
17,49,0.318589491287902,-0.46440405061948703,0.011532753249975375,-6.20434627837457e-16,-0.9599688089333548,-6.284365120088553,0.09999849264298843,0.7389824366081928,-0.7807527237612893,-0.09,0.021077085225275058,-0.8937794132934115,-0.4455958813755777,0.04645887807958697,0.04999950720330048,0.8099322681897945,-0.711362801852414,-0.09745384408314046,-0.937163855390629,-0.3407758524024748,0.07480457994648719,solved,0,0.0004939812400042054,42.39310919285341,49,0.2693844150960713,0.001851634416606195,0.001148365583393805
18,50,0.5983376173178658,-0.747754931027653,-0.001112077727994441,3.620135498143097e-13,-1.0472675351947538,-6.283726873977864,0.09999947342921905,0.7449658127813715,-0.7882302730715659,-0.09,0.020192925968088155,-0.8790851796054311,-0.473556789466458,0.050452550868666006,0.05099950193759267,0.8095620700329091,-0.7129639355536601,-0.09757399965563546,-0.8789164733644222,-0.4724276714259649,0.06571093333436999,solved,0,0.0006210358686548238,40.96045655423942,50,0.46612126477284876,0.001839782937556055,0.001160217062443945
19,51,0.3421635060145223,-0.41410972991713213,0.01809998368619125,-6.441463094573118e-16,-1.0143095621332314,-6.284441247285176,0.09999857521074354,0.7483874478415168,-0.7923713703707372,-0.09,0.019366500738506254,-0.8635064112131441,-0.5010374594436466,0.05425016753152356,0.05199948768970011,0.8086662388027472,-0.713400857173373,-0.09751049198487209,-0.8788821356911566,-0.47250750077509573,0.0655961274838537,solved,0,0.000477316657135778,42.10004416087233,51,0.3860495598708716,0.002110194201771114,0.0008898057982288862
20,52,0.5293723464842517,-0.5084911482746316,0.030543442676415476,6.020657268778856e-14,-1.0472647366860695,-6.283694232944565,0.09999931549846157,0.7536811713063593,-0.7974562818534836,-0.09,0.018437695947877007,-0.8470452248718486,-0.5280101760214913,0.05813512198049536,0.05299948084468472,0.8084346656798738,-0.7148811261109967,-0.09749496986914517,-0.817584736747157,-0.5728661638171824,0.05813394261326046,solved,0,0.0006785353148546001,40.13041957302938,52,0.6173335441044792,0.002050354910522426,0.000949645089477574
21,53,0.5161119504334972,-0.4632195548680759,0.06484982102409076,-6.952153180488283e-14,-0.9968455603455819,-6.283712403032756,0.09999924985499063,0.7588422908106942,-0.8020884774021644,-0.09,0.017623302285994964,-0.8297404369976815,-0.5544433704560146,0.06174767513686457,0.05399947334323463,0.8079532437853655,-0.7159060071710772,-0.09764068959697009,-0.7828714204384545,-0.6199922856263574,0.052171865420459984,solved,0,0.000494958509526878,39.21234893082934,53,0.7139427225730239,0.002104062436667981,0.0008959375633320189
22,54,0.5166804561255322,-0.39989886004398756,0.09507241623496955,-3.565877761211012e-13,-0.8471747570613735,-6.283351159263759,0.0999996272228866,0.7640090953719495,-0.8060874660026043,-0.09,0.01720587564638891,-0.8116461397906402,-0.5803028227508555,0.06467716377194428,0.054999469615463495,0.8077667193655111,-0.7171417096548798,-0.09761569811282132,-0.725020002360846,-0.6865759204286049,0.054401290472021725,solved,0,0.0005159813857929987,37.34187002967929,54,0.845988505911564,0.0021030245334092393,0.0008969754665907608
23,55,0.4063185965038593,-0.313233932541355,0.08603230862935662,-1.0235111532302046e-13,-0.6877464598115913,-5.171125721892303,0.09999967923186136,0.7680722813369881,-0.8092198053280178,-0.09,0.016876822385887356,-0.7961452831733296,-0.6011478341635157,0.06700106288357209,0.05599946640778211,0.8075012035170726,-0.7182586288104924,-0.09755726230083524,-0.6860135792394944,-0.7256658412792808,0.05286260174335287,solved,0,0.00051775830697981,36.3087750714103,55,0.9322152222771788,0.00215374642075936,0.0008462535792406402
24,56,0.408489332276237,-0.3559064107086301,0.04340983900575158,-5.152273336469602e-13,-0.5731907717865347,-4.310994823507721,0.10009764037041136,0.7721571746597505,-0.8127788694351041,-0.09,0.016594198784233464,-0.782808357945115,-0.6182136222390773,0.06890300846858206,0.057000442811486224,0.8074314735554885,-0.7194573999368753,-0.09761217086105387,-0.6287655142389482,-0.775842860771658,0.05217070326517966,solved,0,0.0004451441945770054,34.440997998869264,56,1.0,0.0021281815507488517,0.0008718184492511483
25,58,0.41311942359958903,-0.26520744928498513,0.0588150180052389,2.4651700714446566e-13,-0.4730836580092639,-3.5599667649558397,0.10006086009002814,0.7762883688957464,-0.815430943927954,-0.09,0.01635566459495437,-0.7715156770742176,-0.6320863198594295,0.07044811218856092,0.058001051412386505,0.8073217597063748,-0.7205986138607593,-0.09748014567730531,-0.5873264722137844,-0.8075960008297646,0.053257049183262774,solved,0,0.0004954427734732094,34.308998476263454,58,0.07925120690432011,0.0021700777935334615,0.0008299222064665386
26,59,0.4165719972757523,-0.2440170622333905,-0.009747836799069052,-8.589635893648924e-14,-0.39102310449277344,-2.937745505721542,0.100063580896247,0.7804540888685039,-0.8178711145502879,-0.09,0.016152867635193396,-0.7620090403551468,-0.6433810688707315,0.07170848975500148,0.05900168722134898,0.8072295253564685,-0.7216757998435654,-0.09748172179120639,-0.5515440126089057,-0.8325934122187781,0.050866599186168635,solved,0,0.0005236092256863978,32.4559346773701,59,0.1448551109873782,0.0022123418745851713,0.0007876581254148288
27,60,0.2703772358703529,-0.17146964608281803,0.09514777809982218,7.29300230179782e-14,-0.3218279792368667,-2.4193909552688324,0.1000541597527132,0.7831578612272074,-0.8195858110111162,-0.09,0.015983833239084335,-0.7540541550719517,-0.6525769131761043,0.07273390325877804,0.06000222881887611,0.8073418588877628,-0.7228936576083134,-0.09727166411058416,-0.481444739715897,-0.8744095964559334,0.06015662119130715,solved,0,0.0003679897799087988,27.654111758493944,60,0.38285474077904086,0.0020788014835261617,0.0009211985164738383
28,61,0.13891315394854134,-0.15713690965962943,-0.011757265691191374,4.294712511942369e-14,-0.2644675308390519,-1.9912304636442348,0.10004104609103127,0.7845469927666928,-0.8211571801077124,-0.09,0.015844252201031923,-0.7474229002557765,-0.6600724870554677,0.07356819746224,0.06100263927978642,0.8072030897795952,-0.7239295734810737,-0.09734850064751496,-0.4602295693341454,-0.8861631150379723,0.05388576735477785,solved,0,0.0005480493106119309,26.555247890746198,61,0.3981388666761258,0.002188548805221532,0.000811451194778468
29,62,0.1301961786786449,-0.11650468816928801,0.030345352942930632,5.5404037766479086e-14,-0.21708120955244553,-1.6318650602915745,0.10003751358128456,0.7858489545534793,-0.8223222269894053,-0.09,0.01572753695610026,-0.741932044647663,-0.6661657213061063,0.0742476764818128,0.062003014415599265,0.8072204571134702,-0.7249846225595908,-0.09730838449232676,-0.42978840505901056,-0.9014149642616375,0.05227798740690688,solved,0,0.00038860016746722516,24.60530290461937,62,0.4531445551812005,0.002158449143268075,0.0008415508567319249
30,63,0.014246160440245913,-0.1031296727985874,0.09763382273930858,-5.321492612388188e-14,-0.1678066046366203,-1.3007656729485755,0.10003683644569866,0.7859914161578817,-0.8233535237173911,-0.09,0.015651158435937576,-0.7375211995044372,-0.6709899574621193,0.07476629257983061,0.06300338278005625,0.8071709964621488,-0.7260209332292931,-0.09729262637885691,-0.4111879844368446,-0.9101347186905582,0.050786161423196724,solved,0,0.0004554250522257032,22.836943946889466,63,0.5346493225016871,0.0021364541588491342,0.0008635458411508658
31,64,0.11077106413381195,-0.12438691472580343,0.05311503281519737,-1.6901723728130685e-13,0.11878895351995071,-0.9446798693491285,0.10003793712233829,0.7870991267992198,-0.8245973928646492,-0.09,0.016402660275660907,-0.7343879075236214,-0.6744566521676922,0.07425347376188458,0.06400376215127963,0.8072540771401853,-0.7270937983314761,-0.09711543325587403,-0.36310782219318416,-0.929991258750255,0.05717488111865445,solved,0,0.000382004920068915,20.50706313104366,64,0.5654913245223692,0.002109951951244578,0.0008900480487554221
32,65,0.042692589671622885,-0.11673751739923652,0.013215871998550757,-1.168149327448934e-14,0.08339105984648197,-0.8616674715897709,0.10003378506703194,0.787526052695936,-0.8257647680386415,-0.09,0.017003632031984312,-0.731506210492512,-0.6776074758175011,0.07387590422350432,0.06500410000194995,0.8071644433710139,-0.7281039480857542,-0.09711232251996059,-0.3553141462876854,-0.9332170823225086,0.05345777442879626,solved,0,0.0004898258295273501,19.95446559509773,65,0.5793757497919163,0.002171996259683568,0.0008280037403164322
33,66,0.04797847205316539,-0.10345925965769616,0.019071231057354608,-9.437866727172891e-14,0.26562494915101503,-0.6103830887622903,0.10000510392336294,0.7880058374164677,-0.8267993606352185,-0.09,0.018128946039741967,-0.7295322779789205,-0.679813630594494,0.07285207176400826,0.06600415104118358,0.8071568922948799,-0.7290777107521285,-0.09702830575454453,-0.3429401944787596,-0.9378403965610786,0.05336115200163415,solved,0,0.00042460968272204405,19.20720188363527,66,0.5548112732273248,0.0021730235957395237,0.0008269764042604763
34,67,0.10857889811616835,-0.1160755423833252,0.024813521289297254,2.326252727307598e-14,0.14715311366631215,-0.6106726268040301,0.10000735158072128,0.7890916263976293,-0.8279601160590517,-0.09,0.01885148272882373,-0.7275065672838287,-0.6820244622962527,0.0722595944309992,0.06700422455699079,0.8071540469695402,-0.7300520846389996,-0.0968767574702853,-0.32748719285689293,-0.9431892765561137,0.056090338508774464,solved,0,0.0004356220676667394,18.334990573193885,67,0.5313641770907102,0.0021885097356751345,0.0008114902643248656
35,68,-0.010879691899684994,-0.04138408695491942,0.07095622974308279,-1.5917858155604597e-14,0.2926382147781261,-0.4193914820327543,0.10106531827331922,0.7889828294786324,-0.8283739569286009,-0.09,0.02000087724671532,-0.7261797437951908,-0.6835201980390767,0.07115534753997353,0.06801487773972398,0.8062977380948372,-0.7304788613883318,-0.0969724017275665,-0.36769872962793265,-0.9283749866250759,0.05401414096357678,solved,0,0.00046151674596748264,20.721284454605918,67,0.9685273462308869,0.003000101421248769,-1.0142124876912073e-07
36,69,-0.01592426097563558,-0.11208163013859425,0.006766078138733856,2.770643024423528e-12,0.14811292305462206,-0.45991876254468206,0.10001322565373136,0.7888235868688761,-0.8294947732299869,-0.09,0.020670637496380446,-0.7246585023896576,-0.685173308227877,0.07057136354031111,0.0690150099962613,0.8062668067485292,-0.7318304299752222,-0.09701175550718585,-0.37764090152652896,-0.9244907903362504,0.05200122188857296,solved,0,0.0005650496977724568,21.40130082416649,69,0.3774928991625253,0.00300549157040463,-5.4915704046300425e-06
37,70,-0.011582704907326559,-0.10811745893442969,0.007492181352546446,3.2663824994782716e-14,0.27824035878908115,-0.2938533584477652,0.10000036185663774,0.7887077598198028,-0.8305759478193312,-0.09,0.021727496956974107,-0.7237484961851259,-0.6862078645528197,0.06953270289304583,0.07001501361482768,0.8062503595719224,-0.7327646730649344,-0.09701383882474449,-0.38285022706660593,-0.9224450357425871,0.05020815355709273,solved,0,0.0003753832658272227,21.645965299231538,70,0.2517547488067491,0.0030000356198361293,-3.561983612926367e-08
38,72,0.5245458753427967,-0.3316598186798346,0.3493309076574887,-4.563967512449318e-13,0.11693383840934173,-0.35168784133473496,0.10000099084432586,0.7939532185732308,-0.8338925460061295,-0.09,0.022250932980512613,-0.7225812530122657,-0.6874666499648707,0.0690712238403132,0.07101502352327094,0.8072309048222893,-0.7349654978700423,-0.09705600161678493,-0.36337653112440166,-0.9304221680045529,0.04766639216978711,solved,0,0.0014979963361581277,20.549380332941112,72,0.08866522158973307,0.0021799772613963152,0.0008200227386036848
39,72,-0.00014456644067539017,-0.03354841180892195,0.0005100343528931012,8.008048521103362e-13,0.24639126023748179,-0.21272781510518637,0.10003774504227737,0.793951772908824,-0.8342280301242188,-0.09,0.023171298826257094,-0.7219341725602476,-0.6882068925518571,0.06815727726788698,0.07201540097369372,0.8062255004412086,-0.734741175110126,-0.09739801075767197,-0.37939779001786966,-0.9243022508542829,0.041505000153223164,solved,0,0.0010961162669497525,22.541641660172548,72,0.08056832948719976,0.0030000216344777397,-2.1634477739666813e-08
40,73,0.0003677096322258468,0.014369476256123101,0.33114311526610346,-1.0736443193080828e-15,0.0717006828972611,-0.2993931301507908,0.10022517944313226,0.7939554500051462,-0.8340843353616575,-0.09,0.02352002486091449,-0.7209275302089146,-0.6892784804678774,0.06786369413250713,0.07301765276812504,0.8062033424280058,-0.7357789662995553,-0.09693436716401962,-0.39442123781609323,-0.9176686253372716,0.048126710743421036,solved,0,0.0009742253109344554,22.365874024155474,73,0.2656841335060762,0.0030001022996229807,-1.0229962298059433e-07
41,74,-0.021454571692110336,-0.16708682952826898,0.017616068660987246,1.4129031550530758e-18,0.24229767376380798,-0.129000714079838,0.10002416949473564,0.7937409042882251,-0.8357552036569402,-0.09,0.024398827619254517,-0.7205644803002627,-0.689714337716824,0.06697506467530373,0.0740178944630724,0.8066781687083258,-0.7374789682219884,-0.09692656759160156,-0.399738627305398,-0.9154327701435913,0.04681743538410791,solved,0,0.0007535636806298913,22.694838864431038,74,0.9570298149767649,0.002496928339625503,0.0005030716603744972
42,76,1.00000866470169,-0.5275180353699305,0.007311079497036634,-1.619016454861678e-11,0.0372928838766489,-0.24916658108005085,0.1000057433538917,0.803740990935242,-0.8410303840106396,-0.09,0.024610855127186648,-0.7197171284530121,-0.690606943664462,0.06681025507876695,0.07501795189661131,0.8075256002156994,-0.7384958976642108,-0.09695724780758516,-0.2703163704195393,-0.9617663265197796,0.043983998649039555,solved,0,0.0014685687099785494,12.499060182692846,76,0.07505592446184707,0.0021547970141956767,0.0008452029858043233
43,76,-0.08258759094480268,0.18069679816652148,0.13182320341629228,-4.723644029714984e-12,0.21377179630957127,-0.08436362479963887,0.09999702256694078,0.8029151150257939,-0.8392234160289743,-0.09,0.025377181921478222,-0.7194967535635926,-0.690883771863611,0.06603055372087213,0.07601792212228071,0.807066295923857,-0.7394675655745642,-0.0964219831335089,-0.1405234407461036,-0.9879101215956161,0.06547330252371428,solved,0,0.0005856153931362829,6.446086049441649,76,0.8851965700613028,0.0021153800048646786,0.0008846199951353215
44,77,0.13649174629867908,-0.0510677642812786,0.0588832508489846,-3.67477959662315e-15,0.006476960226685495,-0.21361867445885982,0.10000085834142823,0.8042800324887808,-0.8397340936717871,-0.09,0.025470068345406105,-0.7187605529255789,-0.6916510451459352,0.06598011007214272,0.077017930705695,0.8073908825962051,-0.7404551461775358,-0.09595686671345198,-0.1460897685292723,-0.9868890175616444,0.06861374244821576,solved,0,0.0005235590359089779,7.843824427040913,77,0.9434386425605199,0.002045705156536212,0.000954294843463788
45,78,0.08305470738351055,-0.05095618715306388,0.03345734369990348,1.1259530693573324e-14,0.22192698547912793,-0.02591807628277321,-0.00200000912170421,0.8051105795626159,-0.8402436555433177,-0.09,0.02624608283449231,-0.7187436869044089,-0.6917154954901704,0.06517920657456756,0.07699793061447796,0.807140750589538,-0.7413602514429959,-0.0961977825518915,-0.16367503964863242,-0.9843919014305319,0.06467661796089832,solved,0,0.000954662488034682,8.628329944428819,78,0.8871449525161903,0.001996420511474394,0.001003579488525606
46,79,-0.017136463013454895,-0.10041926048818724,0.1144876727571048,1.8860174485209222e-14,-0.01848710925157877,-0.20267892742758792,0.10000064216030924,0.8049392149324813,-0.8412478481481995,-0.09,0.02624818240376348,-0.7180363092431173,-0.6924459342926649,0.06521901264646429,0.07799793703608106,0.8085255922984055,-0.7423473082706742,-0.09624492625850668,-0.16016356370359458,-0.985106100715025,0.06255879085039026,solved,0,0.0017986067927779953,8.44905935362703,79,0.8203416222960477,0.0008260585553132537,0.002173941444686746
