N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,8,False,-30.0,,40,0,solved,"[0.7591166253957893, -0.7039393844406332, -0.10001997755193014]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_simple_Np8/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5/log.csv,15781.304496850516,12239.617530681955,3.3333333333333335,12,0,True,True,5,bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5,lti
5,8,False,-60.0,,44,0,solved,"[0.7629478734043756, -0.6920086181685002, -0.10002694091525181]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_simple_Np8/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5/log.csv,40226.529735668264,16470.344041046952,2.090909090909091,11,0,True,True,5,bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5,lti
5,8,False,-90.0,,29,1,primal infeasible,"[0.7763115517558471, -0.7029607755537901, -0.1000115972077914]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_simple_Np8/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5/log.csv,766607.7110140444,97096.16582935973,2.4615384615384617,13,1,True,True,5,bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5,lti
