k,status,infeasible,solver_mode,rollout_steps,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,rollout_steps_used,rollout_steps_next,rollout_adaptation_reason,adapt_pred_err_xy_mm,adapt_pred_err_xyz_mm,adapt_clearance_mm,adapt_tip_vessel_angle_deg,cond_H_beam,lambda_min_H_beam,lambda_max_H_beam,num_negative_H_beam,num_near_zero_H_beam,stationarity_norm,cond_H_mpc,lambda_min_H_mpc,lambda_max_H_mpc,num_negative_H_mpc,num_near_zero_H_mpc,valid_H_mpc,norm_H_mpc,norm_H_track,norm_H_effort,norm_H_smooth,qp_reg,sqp_status_0,sqp_du_0,sqp_du_rel_0,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_applied_1_vx,u_applied_1_vy,u_applied_1_vz,u_applied_1_wx,u_applied_1_wy,u_applied_1_wz,u_applied_1_dL,x_rollout_1_x,x_rollout_1_y,x_rollout_1_z,x_rollout_1_tx,x_rollout_1_ty,x_rollout_1_tz,x_pred_1_x,x_pred_1_y,x_pred_1_z,x_pred_1_tx,x_pred_1_ty,x_pred_1_tz,rollout_err_xy_1_m,rollout_err_xy_1_mm,rollout_err_xyz_1_m,rollout_err_xyz_1_mm,u_applied_2_vx,u_applied_2_vy,u_applied_2_vz,u_applied_2_wx,u_applied_2_wy,u_applied_2_wz,u_applied_2_dL,x_rollout_2_x,x_rollout_2_y,x_rollout_2_z,x_rollout_2_tx,x_rollout_2_ty,x_rollout_2_tz,x_pred_2_x,x_pred_2_y,x_pred_2_z,x_pred_2_tx,x_pred_2_ty,x_pred_2_tz,rollout_err_xy_2_m,rollout_err_xy_2_mm,rollout_err_xyz_2_m,rollout_err_xyz_2_mm,u_applied_3_vx,u_applied_3_vy,u_applied_3_vz,u_applied_3_wx,u_applied_3_wy,u_applied_3_wz,u_applied_3_dL,x_rollout_3_x,x_rollout_3_y,x_rollout_3_z,x_rollout_3_tx,x_rollout_3_ty,x_rollout_3_tz,x_pred_3_x,x_pred_3_y,x_pred_3_z,x_pred_3_tx,x_pred_3_ty,x_pred_3_tz,rollout_err_xy_3_m,rollout_err_xy_3_mm,rollout_err_xyz_3_m,rollout_err_xyz_3_mm,u_applied_4_vx,u_applied_4_vy,u_applied_4_vz,u_applied_4_wx,u_applied_4_wy,u_applied_4_wz,u_applied_4_dL,x_rollout_4_x,x_rollout_4_y,x_rollout_4_z,x_rollout_4_tx,x_rollout_4_ty,x_rollout_4_tz,x_pred_4_x,x_pred_4_y,x_pred_4_z,x_pred_4_tx,x_pred_4_ty,x_pred_4_tz,rollout_err_xy_4_m,rollout_err_xy_4_mm,rollout_err_xyz_4_m,rollout_err_xyz_4_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL,u_plan_3_vx,u_plan_3_vy,u_plan_3_vz,u_plan_3_wx,u_plan_3_wy,u_plan_3_wz,u_plan_3_dL,u_plan_4_vx,u_plan_4_vy,u_plan_4_vz,u_plan_4_wx,u_plan_4_wy,u_plan_4_wz,u_plan_4_dL,u_plan_5_vx,u_plan_5_vy,u_plan_5_vz,u_plan_5_wx,u_plan_5_wy,u_plan_5_wz,u_plan_5_dL,u_plan_6_vx,u_plan_6_vy,u_plan_6_vz,u_plan_6_wx,u_plan_6_wy,u_plan_6_wz,u_plan_6_dL,u_plan_7_vx,u_plan_7_vy,u_plan_7_vz,u_plan_7_wx,u_plan_7_wy,u_plan_7_wz,u_plan_7_dL,u_plan_8_vx,u_plan_8_vy,u_plan_8_vz,u_plan_8_wx,u_plan_8_wy,u_plan_8_wz,u_plan_8_dL,u_plan_9_vx,u_plan_9_vy,u_plan_9_vz,u_plan_9_wx,u_plan_9_wy,u_plan_9_wz,u_plan_9_dL
0,solved,0,lti,3,18,18,18,27,-0.05001423076239009,0.0499990907450935,4.163501040858915e-08,0.0,0.0,2.094395065754291,0.09855355265947122,0.6614350427560998,-0.7069273675949903,-0.1,0.0005126401525085663,0.99804647208315,-0.06247282150511392,0.00035119174610205177,0.01969497557744667,0.7784391120492414,-0.7101290301638699,-0.10000316792085866,-0.9998808154702512,-0.015438452068465303,9.514344654876341e-05,0.00022965521657031254,0.22965521657031254,0.00022965530273885392,0.22965530273885393,1,6.6270633212462515,104.78307146483466,,19,0.9233109093203173,0.00010342726022156336,0.10342726022156336,0.003896572739778437,3.896572739778437,36.81418094565105,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,3,neutral:hold,0.7179693438211284,0.7179696602990443,3.896572739778437,36.81418094565105,2.8336375001695564,1.874178627419747e-09,5.494106590689849e-09,0,0,1.3471429665562355e-15,17104709.938115314,2.0009999999658277e-06,34.22652458558424,0,0,True,34.62917976087262,34.62900393685103,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,6.6270633212462515,104.78307146483466,-0.05001423076239009,0.0499990907450935,4.163501040858915e-08,0.0,0.0,2.094395065754291,0.09855355265947122,0.7801618710749023,-0.7099878107735903,-0.10000400675644135,nan,nan,nan,0.7801617203028909,-0.709758155606512,-0.1000042056989393,nan,nan,nan,0.00022965521657031254,0.22965521657031254,0.00022965530273885392,0.22965530273885393,-0.03485840106301475,0.0499990807725372,4.173401164729163e-08,0.0,0.0,2.0943950653555903,0.045816710538487154,0.7792459372963335,-0.7100546026636833,-0.10000366835242233,nan,nan,nan,0.7792453536905822,-0.7095846644235553,-0.1000040792961459,nan,nan,nan,0.0004699386025112773,0.4699386025112773,0.0004699387821886977,0.46993878218869767,0.049983668482737706,0.0499992833428564,3.899959272343122e-08,0.0,0.0,2.0943950735082666,0.0403785156743751,0.7784391120492414,-0.7101290301638699,-0.10000316792085866,nan,nan,nan,0.7784377509374174,-0.7094110621102341,-0.10000384204472225,nan,nan,nan,0.0007179693438211284,0.7179693438211284,0.0007179696602990443,0.7179696602990443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.05001423076239009,0.0499990907450935,4.163501040858915e-08,0.0,0.0,2.094395065754291,0.09855355265947122,-0.03485840106301475,0.0499990807725372,4.173401164729163e-08,0.0,0.0,2.0943950653555903,0.045816710538487154,0.049983668482737706,0.0499992833428564,3.899959272343122e-08,0.0,0.0,2.0943950735082666,0.0403785156743751,0.049981662243805236,0.0499994594644955,3.642464291940336e-08,0.0,0.0,2.0943950805988427,0.03253261802547319,0.04998171595280282,0.04999960971550341,3.402776770759885e-08,0.0,0.0,2.0943950866503975,0.023196329313851665,0.04998338531126961,0.04999973598562165,3.1815077134790456e-08,0.0,0.0,2.09439509173834,0.01377260043386199,0.049986318710005175,0.04999984043312462,2.978146962565554e-08,0.0,0.0,2.094395095949022,0.005983383126015862,0.04998994154098823,0.049999925447407216,2.7910715301320843e-08,0.0,0.0,2.09439509937784,0.0012465755667804362,0.02345125732419388,0.04999999340119195,2.6178020313386793e-08,0.0,0.0,2.0943951021195755,3.576209493867142e-05,-4.0844632976874986e-05,0.049999998581089035,1.0955845769676144e-08,0.0,0.0,2.0943951023327836,3.798438189588143e-05
1,solved,0,lti,3,22,22,22,31,0.09998166224380524,0.09999945946449551,7.999160829621091e-07,0.0,0.0,4.188790182992038,0.054415000393937,0.6672957257340111,-0.7009273914916779,-0.1,0.0004645818348466558,0.9823466569097732,-0.1870685957680335,0.00041267334203305234,0.021146746582771495,0.7769987722253535,-0.71058600559419,-0.10000106803122952,-0.9988919481614876,-0.047061789769713605,0.0002526693870855969,0.0003405052148824939,0.3405052148824939,0.0003405052675678762,0.3405052675678762,1,6.625853734294213,0.999967701027655,,20,0.4962838665838527,0.0014723909819889535,1.4723909819889536,0.0025276090180110468,2.527609018011047,51.981864078934784,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,1,bad:tip_angle,1.0217522657992097,1.0217523942830067,2.527609018011047,51.981864078934784,3.8103595605001273,2.3067898582394443e-09,9.07073474645742e-09,0,0,2.730210442070635e-15,17104486.678537816,2.001000000002272e-06,34.226077843793036,0,0,True,34.63021059331701,34.63003475932373,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,6.625853734294213,0.999967701027655,0.09998166224380524,0.09999945946449551,7.999160829621091e-07,0.0,0.0,4.188790182992038,0.054415000393937,0.7773533971778219,-0.7102876504226237,-0.10000225802708858,nan,nan,nan,0.7773485874464124,-0.7099471791788365,-0.10000244744540229,nan,nan,nan,0.0003405052148824939,0.3405052148824939,0.0003405052675678762,0.3405052675678762,0.09998171595280282,0.09999960971550341,7.999160829619571e-07,0.0,0.0,4.188790189043592,0.013054349328297082,0.7770961009810373,-0.7104374383057145,-0.10000162038493432,nan,nan,nan,0.7770855488693066,-0.7097562697776428,-0.10000198189938123,nan,nan,nan,0.0006812502555575877,0.6812502555575877,0.0006812503514787892,0.6812503514787892,0.09307077069895975,0.09999973598562165,7.999159308221256e-07,0.0,0.0,4.188790194131535,0.005119200544007166,0.7769987722253535,-0.71058600559419,-0.10000106803122952,nan,nan,nan,0.7769815402444293,-0.7095643986484916,-0.1000015804346232,nan,nan,nan,0.0010217522657992098,1.0217522657992097,0.0010217523942830068,1.0217523942830067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09998166224380524,0.09999945946449551,7.999160829621091e-07,0.0,0.0,4.188790182992038,0.054415000393937,0.09998171595280282,0.09999960971550341,7.999160829619571e-07,0.0,0.0,4.188790189043592,0.013054349328297082,0.09307077069895975,0.09999973598562165,7.999159308221256e-07,0.0,0.0,4.188790194131535,0.005119200544007166,0.006451441516855182,0.09999984043312463,6.477757875319411e-07,0.0,0.0,4.188790198342217,0.0004942132156404011,0.008938423714243339,0.09999992544740721,5.033307472171457e-07,0.0,0.0,4.1887902017710354,-0.0006852233905229073,0.01019889588894639,0.09999999340119195,3.750185468018222e-07,0.0,0.0,4.18879020451277,-0.000680895059031988,0.011416421138109555,0.09999999858108904,2.640916241290961e-07,0.0,0.0,4.188790204725979,-0.0006582672642021285,0.012689929438317482,0.09999999858108904,1.6986008110046146e-07,0.0,0.0,4.188790204725979,-0.0006362807311878866,0.013971745914832474,0.09999999858108904,9.43775220316276e-08,0.0,0.0,4.188790204725979,-0.0006124434795352353,0.01526260954449268,0.09999999858108904,3.8078972331468024e-08,0.0,0.0,4.188790204725979,-0.000586416670753592
2,solved,0,lti,3,22,22,22,31,0.02524070360896149,0.14999570941324875,3.218185585820318e-08,0.0,0.0,6.2831852250041775,-0.005000040864762106,0.6685897764685901,-0.6919276307365606,-0.1,0.0003790255410881639,0.9298934383244071,-0.36782850246499893,0.000492417716676643,0.021032081709569404,0.7771618474897133,-0.7113623914179399,-0.09999997750673202,-0.994577139467377,-0.1040009632862955,0.0003365774981682425,0.00041441263903096445,0.4144126390309644,0.0004144126600322904,0.4144126600322904,1,6.6253442425791675,0.5000277160506335,,19,1.0,0.0018512206452499828,1.8512206452499829,0.0021487793547500175,2.1487793547500176,41.89921214773989,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,1,bad:tip_angle,1.283418737158981,1.2834187654714155,2.1487793547500176,41.89921214773989,4.711659690112468,2.4755423497967086e-09,1.2035079069714696e-08,0,0,3.5320128510896775e-15,17101123.520814765,2.0009999999829606e-06,34.21934816485896,0,0,True,34.62629197678713,34.62611610739633,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,6.6253442425791675,0.5000277160506335,0.02524070360896149,0.14999570941324875,3.218185585820318e-08,0.0,0.0,6.2831852250041775,-0.005000040864762106,0.7771095807642711,-0.7108199770025394,-0.10000064925164938,nan,nan,nan,0.7770926207044009,-0.7104059115587291,-0.1000007811850805,nan,nan,nan,0.00041441263903096445,0.4144126390309644,0.0004144126600322904,0.4144126600322904,0.022128199776266025,0.14999594144118447,-2.9190905592247175e-07,0.0,0.0,6.283185229947369,-0.004653009847338915,0.7772180260455717,-0.7110714033025071,-0.10000031321369413,nan,nan,nan,0.7771815217811973,-0.7102345016709602,-0.10000053025065551,nan,nan,nan,0.0008376973810411721,0.8376973810411721,0.0008376974091569588,0.8376974091569589,0.01733363334371689,0.14999638690143455,-5.721246564414566e-07,0.0,0.0,6.28318523857138,0.003919807051996389,0.7771618474897133,-0.7113623914179399,-0.09999997750673202,nan,nan,nan,0.7771014824808373,-0.710080393086976,-0.10000024708681093,nan,nan,nan,0.001283418737158981,1.283418737158981,0.0012834187654714156,1.2834187654714155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02524070360896149,0.14999570941324875,3.218185585820318e-08,0.0,0.0,6.2831852250041775,-0.005000040864762106,0.022128199776266025,0.14999594144118447,-2.9190905592247175e-07,0.0,0.0,6.283185229947369,-0.004653009847338915,0.01733363334371689,0.14999638690143455,-5.721246564414566e-07,0.0,0.0,6.28318523857138,0.003919807051996389,0.025758920305336882,0.14999689799271143,-7.618847642231155e-07,0.0,0.0,6.283185246728266,-0.0007167841925536509,0.03074551691163779,0.14999724041505483,-8.377131937134613e-07,0.0,0.0,6.283185257284019,-0.0017752101378457942,0.03468848053229882,0.14999809935004838,-7.997225467052228e-07,0.0,0.0,6.283185266779308,-0.0016239908666967327,0.03873555957181755,0.14999822819918338,-6.677718643052853e-07,0.0,0.0,6.283185278200004,-0.0014225766626772389,0.0429287151449525,0.1499991185805606,-4.764718385609146e-07,0.0,0.0,6.283185286285986,-0.0011751720244676013,0.047261535454753374,0.14999923561677272,-2.722938617688979e-07,0.0,0.0,6.283185295592102,-0.0008752764124309771,0.05176370274926115,0.14999981847033153,-1.0150371677379453e-07,0.0,0.0,6.283185301782217,-0.0005121605365212438
3,solved,0,lti,3,22,22,22,31,0.06239593289238457,0.19999689799271142,4.960181706513549e-05,0.0,0.0,6.283185307179586,-0.005,0.6722594483666255,-0.6799277859814044,-0.1,0.00028004207763527585,0.8444982806683393,-0.5355579033238613,0.000554717949275064,0.020758358806905318,0.7774988638036752,-0.7119545462185454,-0.09999961914024269,-0.9886789723332868,-0.1500458343116677,0.0003705019720601885,5.769700052165212e-06,0.005769700052165212,5.769707332226676e-06,0.0057697073322266765,1,0.20148174843778616,0.01013728397768026,,19,0.6126211948967474,0.0021329473876743115,2.1329473876743115,0.0018670526123256885,1.8670526123256885,44.55918439429074,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,1,bad:tip_angle,0.04252083738693666,0.04252083744263132,1.8670526123256885,44.55918439429074,4.40672663768577,2.4538742897070356e-09,1.1154225861752817e-08,0,0,1.3382989464145919e-14,17088073.686023116,2.000999999993546e-06,34.193235445621966,0,0,True,34.60011011785166,34.59993411629042,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,0.20148174843778616,0.01013728397768026,0.06239593289238457,0.19999689799271142,4.960181706513549e-05,0.0,0.0,6.283185307179586,-0.005,0.7772771578337164,-0.7115267455030819,-0.09999974549136965,nan,nan,nan,0.7772797153212053,-0.7115319174172765,-0.09999975465693538,nan,nan,nan,5.769700052165212e-06,0.005769700052165212,5.769707332226676e-06,0.0057697073322266765,0.05633918344465574,0.19999724041505484,4.9891118265589915e-05,0.0,0.0,6.283185307179586,-0.005000000000000001,0.7773976938654407,-0.7117224583457515,-0.09999964008026141,nan,nan,nan,0.7774082631926724,-0.7117387150176208,-0.09999964698803455,nan,nan,nan,1.939046307841651e-05,0.01939046307841651,1.939046430884943e-05,0.019390464308849432,0.06474847856473381,0.19999809935004836,5.045230079644414e-05,0.0,0.0,6.283185307179586,-0.003686145133204417,0.7774988638036752,-0.7119545462185454,-0.09999961914024269,nan,nan,nan,0.777524424008796,-0.7119885270591216,-0.09999961696392311,nan,nan,nan,4.252083738693666e-05,0.04252083738693666,4.252083744263132e-05,0.04252083744263132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06239593289238457,0.19999689799271142,4.960181706513549e-05,0.0,0.0,6.283185307179586,-0.005,0.05633918344465574,0.19999724041505484,4.9891118265589915e-05,0.0,0.0,6.283185307179586,-0.005000000000000001,0.06474847856473381,0.19999809935004836,5.045230079644414e-05,0.0,0.0,6.283185307179586,-0.003686145133204417,0.07459152227604675,0.1999982281991834,5.1168165947600864e-05,0.0,0.0,6.283185307179586,-0.0030330277570056884,0.07950330524392328,0.19999911858056058,5.18031134467517e-05,0.0,0.0,6.283185307179586,-0.004999999999999998,0.08264223836191649,0.19999923561677274,4.904556395800928e-05,0.0,0.0,6.283185307179586,-0.004999999999999999,0.09047471143579296,0.19999981847033155,4.188993591895347e-05,0.0,0.0,6.283185307179586,-0.004999999999999999,0.09868508851125508,0.19999981847033155,3.156481057730495e-05,0.0,0.0,6.283185307179586,-0.005,0.10176370274926115,0.19999981847033155,2.1992701880230627e-06,0.0,0.0,6.283185307179586,0.0007276982427073646,0.10176370274926115,0.19999981847033155,2.19926787879179e-12,0.0,0.0,6.283185307179586,-0.003612261784280558
4,solved,0,lti,3,22,22,22,31,0.09097880887850275,0.2500025681150686,0.00015116670355649976,0.0,0.0,6.283185673638133,-0.004999262688254174,0.678644420432717,-0.6649275977388531,-0.1,0.00017113797762904347,0.7291863431381768,-0.6843149061983121,0.0005973670237862611,0.020458398545523903,0.7778669210629641,-0.7124222477408572,-0.10000031378510284,-0.9820076062849499,-0.18884108314388937,0.0003263671945681273,5.154706990169991e-06,0.005154706990169991,5.15471792877951e-06,0.0051547179287795095,1,0.21188684463864116,0.010657505212016274,,19,0.038581836314846095,0.0022956826584314073,2.2956826584314074,0.0017043173415685928,1.7043173415685928,46.81475554634687,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,1,bad:tip_angle,0.044246828264681244,0.04424686054113466,1.7043173415685928,46.81475554634687,4.006265178155032,2.4210352139698876e-09,9.999935590630177e-09,0,0,5.649713577633162e-15,17068512.105808385,2.0009999999887323e-06,34.154092723530255,0,0,True,34.56114241448165,34.56096621473023,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,0.21188684463864116,0.010657505212016274,0.09097880887850275,0.2500025681150686,0.00015116670355649976,0.0,0.0,6.283185673638133,-0.004999262688254174,0.7776155099082243,-0.7120785899281619,-0.09999972791990715,nan,nan,nan,0.7776179299754346,-0.7120831412223572,-0.09999971730054871,nan,nan,nan,5.154706990169991e-06,0.005154706990169991,5.15471792877951e-06,0.0051547179287795095,0.1059442503693779,0.250003543692677,0.0001518016582195721,0.0,0.0,6.283185671843548,-0.004999424664296893,0.7777378524101052,-0.7122345397248133,-0.09999995671467915,nan,nan,nan,0.7777481953915026,-0.7122500939186261,-0.09999992724156172,nan,nan,nan,1.867913834616608e-05,0.01867913834616608,1.867916159841933e-05,0.01867916159841933,0.12232554405669739,0.25000330031981266,0.00014904411171091467,0.0,0.0,6.283185637415102,-0.00499932571651969,0.7778669210629641,-0.7124222477408572,-0.10000031378510284,nan,nan,nan,0.7778929849937632,-0.7124580032064922,-0.10000026034109079,nan,nan,nan,4.424682826468124e-05,0.044246828264681244,4.424686054113466e-05,0.04424686054113466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09097880887850275,0.2500025681150686,0.00015116670355649976,0.0,0.0,6.283185673638133,-0.004999262688254174,0.1059442503693779,0.250003543692677,0.0001518016582195721,0.0,0.0,6.283185671843548,-0.004999424664296893,0.12232554405669739,0.25000330031981266,0.00014904411171091467,0.0,0.0,6.283185637415102,-0.00499932571651969,0.1404086112628758,0.25002725804869996,0.00014189065052589616,0.0,0.0,6.283185376371674,-0.0050103029986122505,0.14675698662175418,0.2500005730255805,0.00013156250993636223,0.0,0.0,6.283185596417632,-0.005003698071509422,0.1518007755492815,0.24998169744274465,5.49620584581105e-08,0.0,0.0,6.283185732266082,-0.004527730286587644,0.1517971163769255,0.24998251989644293,5.0789366780601255e-08,0.0,0.0,6.283185669830884,-0.00499935665078733,0.15179137333877202,0.2499845631400756,4.342861241223004e-08,0.0,0.0,6.283185591908231,-0.0049993942013644675,0.1517836329424845,0.24998809330080904,3.236297960765085e-08,0.0,0.0,6.28318550216963,-0.004999844719513299,0.1517742141187434,0.2499932209145629,1.7680211580405353e-08,0.0,0.0,6.2831854052955824,-0.004999459466496659
5,solved,0,lti,3,22,22,22,31,0.1626681087546736,0.30002725804869995,0.00024189065052589615,0.0,0.0,6.283185307179586,-0.004999999999999999,0.6896961420746972,-0.6469274071685125,-0.1,5.617123533326951e-05,0.5880426215560594,-0.8088297033973894,0.0006188540706946581,0.02020223992966227,0.7781656995097906,-0.7126604146325491,-0.10000220547367568,-0.9775330483451388,-0.21078212608880617,0.00018631839251849792,6.548813011114566e-06,0.006548813011114566,6.549388985950886e-06,0.006549388985950886,1,0.2172766212217846,0.01092359678192916,,18,1.0,0.00233228919593181,2.3322891959318097,0.0016677108040681903,1.6677108040681903,35.47234091426263,0.05,0.05,0.0001,0.5235987755982988,0.5235987755982988,2.0943951023931953,0.08,3,3,neutral:hold,0.0632288383117614,0.06322959418667017,1.6677108040681903,35.47234091426263,3.6344792591133395,2.3654888386286384e-09,8.860768047571214e-09,0,0,9.141424484272715e-15,17042728.388991084,2.0010000000025326e-06,34.10249950641432,0,0,True,34.5100815218207,34.509905060783154,0.10954451223132997,3.8157568056677834e-07,1e-09,solved,0.2172766212217846,0.01092359678192916,0.1626681087546736,0.30002725804869995,0.00024189065052589615,0.0,0.0,6.283185307179586,-0.004999999999999999,0.7779779927798504,-0.7124845981760979,-0.10000080880652412,nan,nan,nan,0.7779804759940282,-0.7124906579285022,-0.10000072194896975,nan,nan,nan,6.548813011114566e-06,0.006548813011114566,6.549388985950886e-06,0.006549388985950886,0.18811719779505925,0.3000005730255805,0.00023156250993636222,0.0,0.0,6.283185307179586,-0.005000000000000001,0.7780914373685657,-0.7125590191141773,-0.1000014364424601,nan,nan,nan,0.7781025941404124,-0.7125838378880056,-0.10000124701231869,nan,nan,nan,2.721112074833887e-05,0.02721112074833887,2.7211780099051797e-05,0.027211780099051796,0.2018007755492815,0.29998169744274467,2.3156203523442156e-10,0.0,0.0,6.283185307179586,-0.0028079307930816626,0.7781656995097906,-0.7126604146325491,-0.10000220547367568,nan,nan,nan,0.7781936040132902,-0.712717152844353,-0.10000189630259662,nan,nan,nan,6.322883831176141e-05,0.0632288383117614,6.322959418667016e-05,0.06322959418667017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1626681087546736,0.30002725804869995,0.00024189065052589615,0.0,0.0,6.283185307179586,-0.004999999999999999,0.18811719779505925,0.3000005730255805,0.00023156250993636222,0.0,0.0,6.283185307179586,-0.005000000000000001,0.2018007755492815,0.29998169744274467,2.3156203523442156e-10,0.0,0.0,6.283185307179586,-0.0028079307930816626,0.2017971163769255,0.2999825198964429,2.3156156053345405e-16,0.0,0.0,6.283185307179586,-0.005,0.201791373338772,0.2999845631400756,2.3156108583345964e-22,0.0,0.0,6.283185307179586,-0.004999999999999999,0.20178363294248453,0.29998809330080906,2.3156061113443836e-28,0.0,0.0,6.283185307179586,-0.005000000000000003,0.2017742141187434,0.29999322091456293,2.3156013643639017e-34,0.0,0.0,6.283185307179586,-0.005000000000000001,0.2017742141187434,0.29999322091456293,2.315596617393151e-40,0.0,0.0,6.283185307179586,-0.004999999999999999,0.2017742141187434,0.29999322091456293,2.31559187043213e-46,0.0,0.0,6.283185307179586,-0.005,0.2017742141187434,0.29999322091456293,2.3155894390632168e-52,0.0,0.0,6.283185307179586,-0.005
