simulation_sample,time_s,reference_index,reference_time_s,reference_path_s_m,reference_is_terminal_hold,qp_status,qp_success,qp_iterations,qp_solve_time_s,qp_objective,qp_primal_residual,qp_dual_residual,beam_position_error_m,beam_position_error_mm,beam_tangent_error_rad,beam_tangent_error_deg,beam_feasible,desired_x,desired_y,desired_z,achieved_x,achieved_y,achieved_z,desired_tangent_x,desired_tangent_y,desired_tangent_z,achieved_tangent_x,achieved_tangent_y,achieved_tangent_z,magnet_x,magnet_y,magnet_z,magnet_qx,magnet_qy,magnet_qz,magnet_qw,q1_actual,q1_reference,q1_error,q2_actual,q2_reference,q2_error,q3_actual,q3_reference,q3_error,q4_actual,q4_reference,q4_error,q5_actual,q5_reference,q5_error,q6_actual,q6_reference,q6_error,insertion_actual,insertion_reference,insertion_error,qd1_command,qd1_reference,qd1_error,qd1_acceleration,qd2_command,qd2_reference,qd2_error,qd2_acceleration,qd3_command,qd3_reference,qd3_error,qd3_acceleration,qd4_command,qd4_reference,qd4_error,qd4_acceleration,qd5_command,qd5_reference,qd5_error,qd5_acceleration,qd6_command,qd6_reference,qd6_error,qd6_acceleration,insertion_rate_command,insertion_rate_reference,insertion_rate_error,insertion_rate_acceleration,beam_residual_x_m,beam_residual_instantaneous_x_m,predicted_next_beam_x_m,predicted_next_beam_error_x_m,beam_residual_y_m,beam_residual_instantaneous_y_m,predicted_next_beam_y_m,predicted_next_beam_error_y_m,beam_residual_z_m,beam_residual_instantaneous_z_m,predicted_next_beam_z_m,predicted_next_beam_error_z_m,beam_residual_norm_m,predicted_next_beam_error_m,flow_e_true_y_m,flow_e_true_z_m,flow_e_hat_y_m,flow_e_hat_z_m,flow_e_true_norm_m,flow_e_hat_norm_m,flow_estimate_error_m,flow_R_local_m,flow_alpha,flow_a_over_R,flow_phase_rad,flow_instantaneous_gain,flow_low_gain_held,flow_wall_contact,flow_quadrupole_residual
82,0.8199999999999916,82,0.8200000000000001,0.014581038149757308,0,riccati_dare,1,1,0.08853624993935227,6.431740861968353e-05,0.9991838365030682,4.629138761791509e-05,4.973823893020859e-05,0.04973823893020859,0.005821699194581368,0.333558793444223,1,0.7835517897826668,-0.7099365992660327,-0.10000928257678397,0.7835427130779118,-0.7099744644091812,-0.10004022989939855,-0.9999995232202705,-0.0007404554895922913,-0.0006366199018517688,-0.9999768923306002,-0.005165651755707667,-0.004419371762363519,0.5458562533579412,-0.713275739485431,-0.10194619121255552,0.9999581502895211,0.003425722244701431,-0.002820710658220946,-0.008000355494882191,-0.7239521560792552,-0.720285081941996,-0.0036670741372591964,-2.478255661941079,-2.4744560366816732,-0.0037996252594059143,-1.719820002686563,-1.731121332586713,0.01130132990014987,-0.5291666081048406,-0.5073090072013633,-0.021857600903477326,1.5789963233189777,1.5705685268328822,0.008427796486095485,-2.3016610872351513,-2.2900674506643415,-0.011593636570809807,0.014590277283314922,0.014569929296606011,2.0347986708911178e-05,0.023999999999999754,0.00047936985747894874,0.023520630142520805,0.3999999999999999,-0.0399999999999996,0.0003401634451487897,-0.04034016344514839,0.4000000000000003,-0.14399999999999855,-0.00013099227767385556,-0.1438690077223247,-0.3999999999999989,-0.07199999999999929,-4.985705499447947e-05,-0.0719501429450048,0.4000000000000003,0.09599999999999906,8.466144823781825e-05,0.09591533855176124,-0.4000000000000003,0.011880174227491776,-4.406250828074997e-05,0.011924236735772526,0.3999999999999999,0.00408370560023344,0.00408370560023344,0.0,5.4241942705653685e-06,nan,2.233056372502393e-05,0.7835109403789671,-4.0849403699749764e-05,nan,6.031645691910282e-05,-0.7099793368535596,-4.273758752693091e-05,nan,nan,-0.10005042168810092,-4.113911131695125e-05,nan,7.202500711694319e-05,-1.2254001582613813e-05,-5.5414638471042266e-05,-2.233056771218598e-05,-6.031645576809735e-05,5.675334978362968e-05,6.43174089245934e-05,1.1205578868463218e-05,0.003,4.5333653660259285,0.30000000000000004,6.107256118578495,-1337.4103721729202,0,0,2.4596853329726958e-05
83,0.8299999999999915,83,0.8300000000000001,0.014621875938258942,0,riccati_dare,1,1,0.23096925020217896,6.631294024945177e-05,0.9991838365030682,4.5651126465373466e-05,5.383207915871756e-05,0.05383207915871756,0.00622149950283212,0.3564656637550204,1,0.7835109520107161,-0.7099366252641669,-0.10000930857492646,0.7835018941210791,-0.7099565712429864,-0.10005848179234007,-0.9999994278809182,-0.0008596235908185066,-0.0006366200737759903,-0.9999743965025422,-0.003193829008042403,-0.006403576785215463,0.5452622455591863,-0.7122244694211056,-0.10293070265750909,0.9999458302569275,0.0034771145977306388,-0.0034579391613859117,-0.009180897701975811,-0.7236721560792553,-0.72028033426347,-0.0033918218157852342,-2.4786156619410793,-2.474452645010612,-0.004163016930467389,-1.721300002686563,-1.7311226406381646,0.009822637951601543,-0.5298466081048406,-0.507309505727273,-0.022537102377567675,1.5799163233189777,1.570569372321679,0.009346950997298764,-2.301502285492876,-2.2900678911225776,-0.011434394370298584,0.014631114811937391,0.014610766594735019,2.03482172023723e-05,0.027999999999999713,0.00046867145768803026,0.027531328542311682,0.3999999999999999,-0.035999999999999636,0.0003378155852787025,-0.03633781558527834,0.4000000000000003,-0.1479999999999985,-0.0001298965531654732,-0.14787010344683302,-0.3999999999999989,-0.06799999999999932,-4.9710696905236044e-05,-0.06795028930309409,0.4000000000000003,0.0919999999999991,8.410469409632968e-05,0.09191589530590277,-0.4000000000000003,0.015880174227491734,-4.388450709763402e-05,0.01592405873458937,0.3999999999999999,0.0040837528622470025,0.0040837528622470025,0.0,4.7262013562303845e-06,nan,2.6696746351845286e-05,0.7834701601798044,-4.079183091165728e-05,nan,6.070164560168526e-05,-0.7099794189852894,-4.279372112248048e-05,nan,nan,-0.100054302238488,-4.4993663561546104e-05,nan,7.429472254018768e-05,-3.094152258888849e-05,-3.785935706661862e-05,-2.6696754969591756e-05,-6.070164332094131e-05,4.8894874349121936e-05,6.631294163109642e-05,2.3233340127201888e-05,0.003,4.5333653660259285,0.30000000000000004,6.18265434226465,-1333.7023475226738,0,0,0.0002805865959881138
84,0.8399999999999914,84,0.84,0.014662713726760576,0,riccati_dare,1,1,0.08773954212665558,5.881269663074126e-05,0.9991838365030682,4.513803209722265e-05,6.701942917704914e-05,0.06701942917704914,0.007633339916999645,0.43735816083282175,1,0.7834701142387653,-0.7099366512623012,-0.10000933457306894,0.7834611250174159,-0.7099388986378175,-0.10007571037506062,-0.9999993183405184,-0.0009787916902467598,-0.000636620236659555,-0.9999650557952392,-0.0012571748012402152,-0.008264786745185056,0.544723829204621,-0.7111848206926085,-0.10385680570267322,0.9999324061456583,0.003527841363712776,-0.004064555928200259,-0.010306156420959979,-0.7233521560792553,-0.7202757384006431,-0.00307641767861222,-2.478935661941079,-2.4744492874736075,-0.004486374467471688,-1.722740002686563,-1.7311239160885867,0.008383913402023824,-0.5304866081048406,-0.5073099986667011,-0.023176609438139484,1.5807963233189777,1.5705702022944243,0.010226121024553336,-2.3013034837506012,-2.290068325461848,-0.011235158288753322,0.014671952743380704,0.014651604330584518,2.0348412796186016e-05,0.031999999999999675,0.00044900671771077336,0.0315509932822889,0.4000000000000003,-0.031999999999999675,0.0003333366334710491,-0.032333336633470725,0.4000000000000003,-0.14399999999999855,-0.00012447207183574832,-0.1438755279281628,0.3999999999999989,-0.06399999999999936,-4.8739758681396145e-05,-0.06395126024131796,0.4000000000000003,0.08799999999999913,8.155823799575537e-05,0.08791844176200338,-0.4000000000000003,0.019880174227491693,-4.2838715219215205e-05,0.019923012942710906,0.3999999999999999,0.0040837931443314214,0.0040837931443314214,0.0,4.0282084418954005e-06,nan,5.453671698153472e-05,0.7834293676768201,-4.0746561945192994e-05,nan,2.2015444257511284e-05,-0.7099409472609359,-4.295998634717968e-06,nan,nan,-0.1000811652055958,-7.183063252685917e-05,nan,8.26944839988232e-05,-4.916743293501956e-05,-1.9940208346825522e-05,-5.453672177723661e-05,-2.2015433666369012e-05,5.3057029414908406e-05,5.881269711317454e-05,5.756372364434994e-06,0.003,4.5333653660259285,0.30000000000000004,6.258052565950804,-1329.8444345297414,0,0,5.280647620769814e-05
85,0.8499999999999913,85,0.85,0.01470355151526221,0,riccati_dare,1,1,0.22541604191064835,5.194689929289026e-05,0.9991838365030682,4.4716822669038154e-05,8.445272212843585e-05,0.08445272212843585,0.009532498375814583,0.5461719251494876,1,0.7834292764668147,-0.7099366772604354,-0.10000936057121143,0.7834204000733633,-0.7099214156942649,-0.10009194723183058,-0.9999991945990726,-0.0010979597828001133,-0.0006366203905024541,-0.9999497118961603,0.000648064280122773,-0.010007681623370372,0.5442410931855001,-0.7101569919040326,-0.10472485079667758,0.9999181199368473,0.003578054434136995,-0.0046406532120941615,-0.011376083956786695,-0.7229921560792553,-0.7202713840169166,-0.002720772062338672,-2.4792156619410792,-2.4744459853815814,-0.004769676559497782,-1.724140002686563,-1.731125115650412,0.006985112963848961,-0.5310866081048405,-0.5073104777738461,-0.02377613033099446,1.5816363233189776,1.570570996854099,0.011065326464878567,-2.3010646820083265,-2.290068745004246,-0.010995937004080414,0.01471279100784557,0.014692442434355218,2.0348573490352323e-05,0.035999999999999636,0.00042037563754717804,0.03557962436245246,0.4000000000000003,-0.027999999999999716,0.0003267265897258296,-0.028326726589725546,0.3999999999999999,-0.1399999999999986,-0.00011471883368468096,-0.1398852811663139,0.3999999999999989,-0.0599999999999994,-4.6944240322959805e-05,-0.05995305575967644,0.4000000000000003,0.08399999999999917,7.702207993609531e-05,0.08392297792006308,-0.4000000000000003,0.02388017422749165,-4.092513264549352e-05,0.023921099360137144,0.3999999999999999,0.004083826446486699,0.004083826446486699,0.0,3.330215527733888e-06,nan,4.9985292858463164e-05,0.7833885679823499,-4.070848446480202e-05,nan,1.4140397589861252e-05,-0.7099333452603149,3.3320001204817373e-06,nan,nan,-0.10007559251160728,-6.623194039584446e-05,nan,7.781357761228184e-05,-6.637006491565562e-05,-2.241652345733497e-06,-4.9985297011482496e-05,-1.4140384414044762e-05,6.640791008718369e-05,5.1946899702514306e-05,2.0249455402728256e-05,0.003,4.5333653660259285,0.30000000000000004,0.05026548245737228,-1325.7692301312654,0,0,0.00023622407243524427
86,0.8599999999999912,86,0.86,0.014744389303763844,0,riccati_dare,1,1,0.09932983294129372,3.872512039266918e-05,0.9991838365030682,4.4626879704337705e-05,0.00010315706739291964,0.10315706739291965,0.011581931166567269,0.6635957744553346,1,0.783388438694864,-0.7099367032585696,-0.10000938656935393,0.7833797118775758,-0.7099049503889696,-0.10010714636929896,-0.9999990566565842,-0.0012171278634016296,-0.0006366205353046797,-0.9999294307391985,0.00243205895575389,-0.011628354604938934,0.5437573883436333,-0.7091846648679032,-0.10553517368767973,0.9999033459126393,0.003587902379208994,-0.005185814508293367,-0.012390848119139916,-0.7226721560792553,-0.7202673607756926,-0.0024047953035626346,-2.479455661941079,-2.4744427600454526,-0.00501290189562642,-1.725500002686563,-1.731126196036071,0.005626193349508091,-0.5316466081048405,-0.507310934802907,-0.024335673301933536,1.5824363233189775,1.5705717361036833,0.011864587215294264,-2.3007858802660515,-2.290069141071865,-0.010716739194186253,0.014753629535532699,0.014733280836247824,2.034869928487469e-05,0.031999999999999675,0.00038277821719724414,0.03161722178280243,-0.4000000000000003,-0.023999999999999758,0.00031798545404304395,-0.0243179854540428,0.3999999999999999,-0.13599999999999865,-0.00010063683871227112,-0.13589936316128637,0.3999999999999989,-0.05599999999999944,-4.432414182992701e-05,-0.05595567585816951,0.4000000000000003,0.07999999999999921,7.049621991734952e-05,0.07992950378008186,-0.4000000000000003,0.02788017422749161,-3.814375937646897e-05,0.02791831798686808,0.3999999999999999,0.0040838527687128345,0.0040838527687128345,0.0,2.632222613572376e-06,nan,3.523358197169695e-05,0.7833477417610419,-4.069693382202644e-05,nan,-1.6069525533457245e-05,-0.7099041334625606,3.256979600896326e-05,nan,nan,-0.100059869435167,-5.0482865813064604e-05,nan,7.256412181842874e-05,-8.258099918268155e-05,1.526721396450317e-05,-3.523357603297451e-05,1.606954126214386e-05,8.398040990759674e-05,3.872512151623465e-05,4.735422059341653e-05,0.003,4.5333653660259285,0.30000000000000004,0.12566370614352618,-1321.3319664761325,0,0,0.0006298941016772373
87,0.8699999999999911,87,0.87,0.014785227092265478,0,riccati_dare,1,1,0.24295141594484448,0.00011285842295765266,0.9991838365030682,4.45103213632126e-05,0.0001217506225729757,0.1217506225729757,0.013621447383866078,0.7804514459550428,1,0.7833476009229132,-0.7099367292567038,-0.10000941256749642,0.7833390517356835,-0.7098895126227986,-0.1001213085682171,-0.9999989045130583,-0.0013362959269743722,-0.0006366206710662252,-0.999905439547638,0.0040950218660759236,-0.013127938107764695,0.5432730241681595,-0.7082678963104213,-0.1062880953132143,0.9998883031800432,0.003557524528189763,-0.00569999066674998,-0.013350478993822431,-0.7223921560792553,-0.7202637583403733,-0.0021283977388820707,-2.479655661941079,-2.4744396327761407,-0.005216029164938352,-1.726820002686563,-1.7311271139579967,0.0043071112714336834,-0.5321666081048405,-0.5073113615080822,-0.024855246596758307,1.5831963233189776,1.5705724001461576,0.012623923172820017,-2.3004670785237766,-2.290069504986798,-0.010397573536978566,0.014794468256642797,0.014774119466463044,2.034879017975312e-05,0.027999999999999716,0.00033621445666097183,0.027663785543338745,-0.3999999999999999,-0.0199999999999998,0.0003071132264226922,-0.02030711322642249,0.3999999999999999,-0.1319999999999987,-8.222608691851872e-05,-0.13191777391308018,0.3999999999999989,-0.05199999999999948,-4.0879463202297766e-05,-0.05195912053679718,0.4000000000000003,0.07599999999999925,6.198065793951798e-05,0.07593801934205974,-0.4000000000000003,0.03188017422749157,-3.4494595412141546e-05,0.03191466882290371,0.4000000000000003,0.004083872111009825,0.004083872111009825,0.0,1.9342296990639195e-06,nan,9.668140207008785e-05,0.783306878225269,-4.072269764421321e-05,nan,-5.8221388906916617e-05,-0.709863078078821,7.365117788282749e-05,nan,nan,-0.1001202663170195,-0.00011085374952307658,nan,0.00013918113338479073,-9.775426136251828e-05,3.1526837558057966e-05,-9.668141983707317e-05,5.8221366092207734e-05,0.00010271239993761078,0.00011285842640828944,2.6716078353666647e-05,0.003,4.5333653660259285,0.30000000000000004,0.20106192982968096,-1316.3116009278554,0,0,0.00029277321088081484
88,0.879999999999991,88,0.88,0.014826064880767112,0,riccati_dare,1,1,0.10116674983873963,0.00018847972819531245,0.9991838365030682,4.411848568666068e-05,0.00013962274442192251,0.13962274442192252,0.01557991748347261,0.8926635169650631,1,0.7833067631509626,-0.709936755254838,-0.1000094385656389,0.7832984115883327,-0.7098751090995968,-0.10013443662044588,-0.9999987381685022,-0.0014554639684414073,-0.0006366207977870853,-0.9998788661207012,0.0056372592488941105,-0.014507735637986175,0.5427882891732698,-0.7074067368072304,-0.10698392169686659,0.999873194011581,0.003487053044701522,-0.006183132636805009,-0.014255007153210795,-0.7221521560792553,-0.7202606663743599,-0.0018914897048953883,-2.479815661941079,-2.4744366248845644,-0.005379037056514768,-1.728100002686563,-1.73112782612862,0.003027823442057098,-0.5326466081048405,-0.5073117496435706,-0.025334858461269927,1.5839163233189777,1.5705729690845023,0.013343354234475413,-2.3001082767815015,-2.290069828071138,-0.010038448710363745,0.014835307101376573,0.014814958255201589,2.0348846174984142e-05,0.023999999999999758,0.0002806843559383611,0.023719315644061396,-0.3999999999999999,-0.01599999999999984,0.00029410990686477433,-0.016294109906864616,0.3999999999999999,-0.12799999999999875,-5.948657830342387e-05,-0.12794051342169532,0.3999999999999989,-0.047999999999999515,-3.661020444007207e-05,-0.04796338979555944,0.4000000000000003,0.07199999999999929,5.14753940026007e-05,0.07194852460599668,-0.4000000000000003,0.03588017422749153,-2.997764075251127e-05,0.03591015186824405,0.4000000000000003,0.004083884473377674,0.004083884473377674,0.0,1.2362367849024075e-06,nan,0.00017340124606923959,0.7832660840133326,-4.06791376299509e-05,nan,-7.386890957780467e-05,-0.70984845176643,8.830348840804803e-05,nan,nan,-0.10019601063527277,-0.00018657206963386408,nan,0.00021038401904804982,-0.00011189059019230292,4.703840259705581e-05,-0.0001734012630072089,7.386887460871799e-05,0.00012137592632999586,0.00018847973007316658,6.710765305470755e-05,0.003,4.5333653660259285,0.30000000000000004,0.27646015351583486,-1310.4163863022202,0,0,0.0016080266099602108
89,0.8899999999999909,89,0.89,0.014866902669268748,0,riccati_dare,1,1,0.24314591707661748,0.0001180406152172752,0.9991838365030682,4.4280169221201155e-05,0.00015647668856932077,0.15647668856932076,0.017423185136115748,0.9982749739745012,1,0.7832659253790119,-0.7099367812529723,-0.10000946456378139,0.7832577840210009,-0.7098617443995251,-0.10014653441086709,-0.9999985576229242,-0.001574631982725808,-0.0006366209154672555,-0.999850739111018,0.007059280972159474,-0.01576914871853283,0.5423034509764859,-0.7066012310036037,-0.10762294385162496,0.999858203897231,0.003376612846399819,-0.006635191451349358,-0.015104463561903234,-0.7219521560792553,-0.7202581745410551,-0.0016939815382002177,-2.479935661941079,-2.474433757681643,-0.005501904259435975,-1.7293400026865628,-1.7311282892603734,0.0017882865738105824,-0.5330866081048405,-0.5073120909635707,-0.02577451714126988,1.5845963233189777,1.5705734230216977,0.014022900297280039,-2.2997094750392266,-2.2900701016469776,-0.009639373392249073,0.014876145999934736,0.014855797132664168,2.0348867270567755e-05,0.0199999999999998,0.00021618791502940886,0.01978381208497039,-0.3999999999999999,-0.011999999999999882,0.00027897549536928963,-0.012278975495369172,0.3999999999999999,-0.12399999999999879,-3.241831286698522e-05,-0.1239675816871318,0.4000000000000003,-0.04399999999999955,-3.15163655432497e-05,-0.0439684836344563,0.4000000000000003,0.06799999999999932,3.89804281065971e-05,0.06796101957189273,-0.4000000000000003,0.039880174227491495,-2.4592895397577868e-05,0.039904767122889075,0.4000000000000003,0.004083889855816382,0.004083889855816382,0.0,5.382438707408954e-07,nan,8.909650772329407e-05,0.7832252006879618,-4.0724691050098016e-05,nan,-7.742996288508615e-05,-0.7098459902413682,9.079101160414105e-05,nan,nan,-0.10011066948874409,-0.00010120492496269728,nan,0.00014192936653819883,-0.00012499278407575342,6.151569006866663e-05,-8.909651960359297e-05,7.742995146359805e-05,0.00013931035925455137,0.00011804061669242742,3.9265831441617186e-05,0.003,4.5333653660259285,0.30000000000000004,0.35185837720198876,-1303.293856723138,0,0,0.0011124742939570738
90,0.8999999999999908,90,0.9,0.014907740457770382,0,riccati_dare,1,1,0.10150641715154052,0.00014489664671056294,0.9991838365030682,4.4454828123022486e-05,0.00017215520893462108,0.17215520893462108,0.0191336803199153,1.0962791288836695,1,0.7832250876070611,-0.7099368072511065,-0.10000949056192387,0.7832171622660845,-0.7098494215300643,-0.10015760653233777,-0.9999983628763355,-0.0016937999647506383,-0.0006366210241067326,-0.9998219891167331,0.00836175412779864,-0.01691363788678764,0.5418187563749531,-0.7058514178195663,-0.10820543768977242,0.9998435015922141,0.003226321532969599,-0.0070561182118215925,-0.0158988794877802,-0.7217921560792553,-0.7202563725038602,-0.0015357835753950777,-2.480015661941079,-2.474431052478297,-0.005584609462782275,-1.7305400026865627,-1.731128460065688,0.0005884573791252734,-0.5334866081048405,-0.507312377222281,-0.026174230882559546,1.5852363233189777,1.5705737420607244,0.01466258125825326,-2.299270673296952,-2.29007031703641,-0.009200356260541831,0.014916984882517996,0.014896636029051486,2.0348853466509165e-05,0.01599999999999984,0.00014272513393412086,0.01585727486606572,-0.3999999999999999,-0.007999999999999924,0.00026170999193623947,-0.008261709991936164,0.3999999999999999,-0.11999999999999883,-1.0212906092051605e-06,-0.11999897870938962,0.4000000000000003,-0.03999999999999959,-2.559794651183107e-05,-0.03997440205348776,0.4000000000000003,0.06399999999999936,2.4495760251508244e-05,0.06397550423974785,-0.4000000000000003,0.04388017422749146,-1.8340359347341814e-05,0.0438985145868388,0.4000000000000003,0.004083888258325946,0.004083888258325946,0.0,-1.59749043594089e-07,nan,0.00011362340738275502,0.7831843644047216,-4.0723202339498776e-05,nan,-8.991529081695827e-05,-0.7098345410063756,0.00010226624473097523,nan,nan,-0.10013422215241034,-0.0001247315904864682,nan,0.00016635724716838603,-0.00013706472316834587,7.495413328165053e-05,-0.00011362341435729828,8.991528267087446e-05,0.00015622055061104706,0.00014489664712474733,2.7808828630878596e-05,0.003,4.5333653660259285,0.30000000000000004,0.42725660088814355,-1294.5449293849176,0,0,0.0009378905657373781
91,0.9099999999999907,91,0.91,0.014948578246272015,0,riccati_dare,1,1,0.24047645926475525,0.00011064895305033364,0.9991838365030682,4.429967871380882e-05,0.00018656913940229085,0.18656913940229086,0.02070195906283335,1.1861348819529558,1,0.7831842498351105,-0.7099368332492407,-0.10000951656006637,0.783176540197826,-0.7098381423285597,-0.10016765797603759,-0.9999981539287481,-0.0018129679094389813,-0.0006366211237055149,-0.9997934507070214,0.009545460616301028,-0.017942689457534668,0.5413344314195615,-0.7051573306400034,-0.10873166393917527,0.999829239160567,0.003036289322394815,-0.007445864074050789,-0.016638286418474087,-0.7216721560792553,-0.7202553499261771,-0.001416806153078154,-2.480055661941079,-2.474428530585444,-0.005627131355634862,-1.7317000026865628,-1.731128295256996,-0.0005717074295668034,-0.5338466081048405,-0.5073126001739005,-0.026534007930940073,1.5858363233189776,1.570573906304563,0.015262417014414664,-2.298791871554677,-2.2900704655615285,-0.008721405993148412,0.014957823679327058,0.014937474874564255,2.0348804762803166e-05,0.011999999999999882,6.029601265249421e-05,0.011939703987347387,-0.3999999999999999,-0.0039999999999999645,0.00024231339656562314,-0.004242313396565588,0.4,-0.11599999999999887,3.470448846991745e-05,-0.11603470448846878,0.4000000000000003,-0.03599999999999963,-1.8854947345815986e-05,-0.03598114505265381,0.4000000000000003,0.0599999999999994,8.021390437333661e-06,0.05999197860956207,-0.4000000000000003,0.04788017422749142,-1.1220032601802887e-05,0.04789139426009322,0.4000000000000003,0.004083879680906366,0.004083879680906366,0.0,-8.577419579290734e-07,nan,0.00010278042750436893,0.7831436097612295,-4.06400738809376e-05,nan,-4.098017243929193e-05,-0.7098845759439574,5.225730528335415e-05,nan,nan,-0.1001223566910276,-0.00011284013096123091,nan,0.00013082559656226868,-0.00014811099601433393,8.73507370476988e-05,-0.00010278042757415928,4.0980172264358815e-05,0.0001719506278067465,0.00011064895305037244,6.48466630863554e-05,0.003,4.5333653660259285,0.30000000000000004,0.5026548245742974,-1283.7415973801508,0,0,0.0006095854932188916
92,0.9199999999999906,92,0.92,0.01498941603477365,0,riccati_dare,1,1,0.10136183304712176,0.00017464137152567964,0.9991838365030682,4.457244635855311e-05,0.00019971667302311866,0.19971667302311866,0.022588189762400634,1.2942079402261701,1,0.7831434122340774,-0.7099369533831988,-0.1000095425582838,0.7831359123221516,-0.709827907792765,-0.10017669386701769,-0.9999960553642747,-0.0027356831799640493,-0.0006366266010342273,-0.9997658650815624,0.010611261618245186,-0.01885778737244868,0.540850681486712,-0.7045189974897909,-0.1092018680658535,0.9998155520144334,0.0028066189954533364,-0.007804380234959042,-0.017322715983248544,-0.7215921560792553,-0.7202551964714076,-0.001336959607847743,-2.480055661941079,-2.474426213314005,-0.005629448627074041,-1.7328200026865628,-1.7311277515467292,-0.0016922511398336226,-0.5341666081048405,-0.5073127515726275,-0.02685385653221306,1.5863963233189775,1.5705738958561934,0.01582242746278406,-2.298273069812402,-2.2900705385444264,-0.008202531267975655,0.014998662320562635,0.014978313599403183,2.0348721159451494e-05,0.007999999999999924,-3.1099448815470894e-05,0.008031099448815394,-0.3999999999999999,-5.204170427930421e-18,0.00022078570925744066,-0.00022078570925744586,0.4,-0.1119999999999989,7.475902437038251e-05,-0.1120747590243693,0.4000000000000003,-0.03199999999999967,-1.1287368045204451e-05,-0.03198871263195446,0.4000000000000003,0.05599999999999944,-1.044268133592668e-05,0.056010442681335364,-0.4000000000000003,0.05188017422749138,-3.231915160961096e-06,0.05188340614265234,0.4000000000000003,0.0040838641235576454,0.0040838641235576454,0.0,-1.5557348720905854e-06,nan,0.00013954134773542175,0.7831026757650517,-4.0736469025692834e-05,nan,-0.0001050134320958637,-0.7098216822079919,0.00011527117520693242,nan,nan,-0.10015814733572809,-0.00014860477744428613,nan,0.0001924325430418004,-0.00015813658989046627,9.87036751466436e-05,-0.00013954128622651173,0.00010501355827362047,0.00018641243668178275,0.00017464139825091975,1.9636698893418636e-05,0.003,4.5333653660259285,0.30000000000000004,0.5780530482604522,-1270.4474853653853,0,0,0.0007668113607957626
93,0.9299999999999905,93,0.93,0.015030253823275283,0,riccati_dare,1,1,0.10177137516438961,0.00016758154330289725,0.9991838365030682,4.470785351648536e-05,0.00021151717575435607,0.21151717575435608,0.02437541010786753,1.3966081230813363,1,0.783102574636969,-0.7099370756787868,-0.10000956855650296,0.7830952737682065,-0.7098187183526165,-0.10018471922391879,-0.9999930376969038,-0.0036768543441479517,-0.0006366316443957587,-0.9997398831544076,0.01156006826058018,-0.019660387896023073,0.5403676913475697,-0.7039364411939877,-0.10961628020270525,0.9998025589490256,0.00253740584839026,-0.008131617920132787,-0.01795219988028331,-0.7215521560792553,-0.7202560210379575,-0.0012961350412977746,-2.480015661941079,-2.474424126496582,-0.005591535444497087,-1.7339000026865627,-1.7311267768552483,-0.002773225831314452,-0.5344466081048405,-0.5073128212682854,-0.027133786836555096,1.5869163233189776,1.5705736865867694,0.01634263673220815,-2.297714268070127,-2.2900705238925845,-0.007643744177542544,0.015039500731181838,0.0150191521324739,2.0348598707937288e-05,0.0039999999999999645,-0.0001392492494756875,0.004139249249475652,-0.4,0.003999999999999954,0.00019529616009884764,0.0038047038399011066,0.4,-0.10799999999999894,0.0001227021105587508,-0.10812270211055769,0.4000000000000003,-0.02799999999999971,-2.1241521119113723e-06,-0.027997875847887797,0.3999999999999999,0.05199999999999948,-3.2609865847332816e-05,0.05203260986584681,-0.4000000000000003,0.05588017422749134,7.006524213863844e-06,0.05587316770327748,0.4000000000000003,0.0040838410619202905,0.0040838410619202905,0.0,-2.3061637354979363e-06,nan,0.00014449611804250647,0.7830618692047011,-4.0705432267862385e-05,nan,-8.4879005215818e-05,-0.7098429643439923,9.411133479453326e-05,nan,nan,-0.10016213148648621,-0.00015256292998325205,nan,0.00018381872363281421,-0.0001671466263480468,0.00010901195980186118,-0.0001444960174682236,8.487932344449803e-05,0.0001995535068080142,0.00016758161776451763,3.3097344609250016e-05,0.003,4.5333653660259285,0.30000000000000004,0.6534512719466061,-1254.2403689766204,0,0,0.00026783105196792075
