s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.099273166922001055e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
1.368421052631578873e-03,7.967644015249215617e-01,-7.099281878557839320e-01,-1.000008711638611519e-01,3.476353069086467015e-06,9.999303649662408811e-01,1.179675833099262314e-02,3.189032382995516876e-04
2.736842105263157746e-03,7.953963616191705999e-01,-7.099604714754966794e-01,-1.000017437786575591e-01,4.431157778868036792e-06,9.998903297077147423e-01,1.480631092838533350e-02,3.188950521520156453e-04
4.105263157894736836e-03,7.940285408341150042e-01,-7.100009895704182394e-01,-1.000026162687852604e-01,2.962389119867096008e-06,9.999483369431052537e-01,1.015981009525953813e-02,3.188961755159650338e-04
5.473684210526315493e-03,7.926604025614133464e-01,-7.100287939325214959e-01,-1.000034889098041502e-01,-9.114423515695297791e-07,9.999977775881716546e-01,-2.084012764207127371e-03,3.189179914345143972e-04
6.842105263157894149e-03,7.912919936735465232e-01,-7.100230903305208008e-01,-1.000043617308529337e-01,-7.193048073933952712e-06,9.997593598205148924e-01,-2.193446425920361070e-02,3.188686188254608012e-04
8.210526315789473673e-03,7.899248896506400053e-01,-7.099630736048129220e-01,-1.000052337821029091e-01,-1.588380482100737161e-05,9.987794245605592369e-01,-4.939189529041049936e-02,3.185934776740771495e-04
9.578947368421051461e-03,7.885631455644691590e-01,-7.098280607669991138e-01,-1.000061025107403800e-01,-2.696730092414834309e-05,9.964308696890014083e-01,-8.441220383511821579e-02,3.178793537376006502e-04
1.094736842105263099e-02,7.872142259382894913e-01,-7.095978624206248364e-01,-1.000069631611847504e-01,-4.040405061421424403e-05,9.919202178529232805e-01,-1.268628378787921285e-01,3.164608371151463148e-04
1.231578947368421051e-02,7.858898523882195120e-01,-7.092534641584264943e-01,-1.000078082381720412e-01,-5.610138701053987730e-05,9.843062616979111334e-01,-1.764683581416172375e-01,3.140218458277347778e-04
1.368421052631578830e-02,7.846066598283151228e-01,-7.087780776199303912e-01,-1.000086270836759439e-01,-7.392511429137037530e-05,9.725366952661367304e-01,-2.327493816872174826e-01,3.101936765579537607e-04
1.505263157894736782e-02,7.833865000012933955e-01,-7.081585733280374440e-01,-1.000094056296148559e-01,-9.365133523424409325e-05,9.555089410241675019e-01,-2.949619671651265151e-01,3.045954370495609367e-04
1.642105263157894735e-02,7.822561914777312886e-01,-7.073872249637461751e-01,-1.000101265687850793e-01,-1.100111754574895756e-04,9.381017659579058421e-01,-3.463596041465648590e-01,2.986965595497548254e-04
1.778947368421052513e-02,7.812160958650691267e-01,-7.064979686144488014e-01,-1.000107891701443596e-01,-1.233796770954852695e-04,9.216198024260533472e-01,-3.880938530502217598e-01,2.928792427350169949e-04
1.915789473684210292e-02,7.802598895533211509e-01,-7.055190685698211617e-01,-1.000113968597027142e-01,-1.341405196873977836e-04,9.069472736924807377e-01,-4.212440410779851874e-01,2.874097881443653355e-04
2.052631578947368418e-02,7.793771118947370180e-01,-7.044734685169398158e-01,-1.000119556123721110e-01,-1.426204687689628422e-04,8.946604012005855422e-01,-4.467467586930497503e-01,2.824540021090518279e-04
2.189473684210526197e-02,7.785549173053430971e-01,-7.033795891968420699e-01,-1.000124728349664482e-01,-1.490743271560697480e-04,8.851196794496221099e-01,-4.653633564000712042e-01,2.781149108909873537e-04
2.326315789473683976e-02,7.777791953476087539e-01,-7.022522776216936213e-01,-1.000129566847074991e-01,-1.537295376747689840e-04,8.785394167454395609e-01,-4.776697544188595601e-01,2.744179993732992831e-04
2.463157894736842102e-02,7.770352353696494685e-01,-7.011037570437582689e-01,-1.000134155301857924e-01,-1.567806000519339493e-04,8.750285254737640850e-01,-4.840712565500763231e-01,2.713099408259161570e-04
2.599999999999999881e-02,7.763081249939340900e-01,-6.999444958637726089e-01,-1.000138575601689922e-01,-1.588394586123572391e-04,8.745164263749083400e-01,-4.849957968668432984e-01,2.679402577305014231e-04
