W_el,W_b,W_t,W_m,W_cf,W_g,W_total
1.085186988501640718e-05,1.085186988500357463e-05,1.283406424696540874e-17,-2.660800236505198296e-04,5.832801677365512465e-09,0.000000000000000000e+00,-2.552223209638260367e-04
