s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.112731669220015984e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
3.333333333333333114e-03,7.947994900405686014e-01,-7.112752889871417628e-01,-1.000021220658156157e-01,-6.312439576772658691e-06,9.999479733022553773e-01,-1.019558186298434935e-02,3.174261179509104791e-04
6.666666666666666227e-03,7.914668503782277265e-01,-7.112073219643133548e-01,-1.000042377007777789e-01,-8.882086473890650491e-06,9.997824449045328299e-01,-2.085579160451855527e-02,3.142266257251736302e-04
9.999999999999998473e-03,7.881364174634398756e-01,-7.110683135835682567e-01,-1.000063308542522983e-01,-1.222946848426286227e-05,9.994977464678908019e-01,-3.168845616397614889e-02,3.104867014333174708e-04
1.333333333333333245e-02,7.848097791611469143e-01,-7.108571632880881230e-01,-1.000083971424217261e-01,-1.556975156038503495e-05,9.990600854891320548e-01,-4.334572377382683167e-02,3.058930434816902063e-04
1.666666666666666644e-02,7.814889721300805059e-01,-7.105684633730098287e-01,-1.000104300134085356e-01,-2.106195087711964817e-05,9.984006528112913115e-01,-5.653358688827610223e-02,2.992923779040279966e-04
1.999999999999999695e-02,7.781769463702297163e-01,-7.101921755306185302e-01,-1.000124141667275424e-01,-2.690326590947804706e-05,9.974009306641604677e-01,-7.205066298759370269e-02,2.911177238169642897e-04
2.333333333333333093e-02,7.748782222554728705e-01,-7.097130861562798154e-01,-1.000143369846643593e-01,-3.258698801329205984e-05,9.958663474640340185e-01,-9.083027763124547349e-02,2.785536985814402681e-04
2.666666666666666491e-02,7.715998903683177756e-01,-7.091100539836064920e-01,-1.000161666004591027e-01,-4.093299311671675939e-05,9.934819473810760915e-01,-1.139892530733299381e-01,2.621758553191372559e-04
2.999999999999999889e-02,7.683531811586670202e-01,-7.083550788112368268e-01,-1.000178719408456873e-01,-4.931618293588049432e-05,9.904441793411564721e-01,-1.379139807342742163e-01,2.430949683524442787e-04
