W_el,W_b,W_t,W_m,W_cf,W_g,W_total
1.118064474250595145e-06,1.118064470653274805e-06,3.597320328735835201e-15,-8.112079367235763513e-05,8.855062102092619868e-08,0.000000000000000000e+00,-7.991417857708612313e-05
