radius
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
2.500000000000000052e-03
