timestamp,commanded_length_mm,measured_length_mm,commanded_angle_value,detected_angle_deg,pt1_x,pt1_y,pt2_x,pt2_y,roi_x,roi_y,roi_w,roi_h,image_file
2025-12-12 14:20:22,35.0,35.05329132080078,-70.0,29.185926752508742,371.0,87.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:23,35.0,35.05329132080078,-60.0,26.36187575714025,365.0,85.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:25,35.0,35.05329132080078,-50.0,23.139460808619937,359.0,81.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:26,35.0,35.05329132080078,-40.0,18.718593547572503,350.0,77.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:28,35.0,35.05329132080078,-30.0,14.788680284065586,342.0,73.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:29,35.0,35.05329132080078,-20.0,10.701351650757385,332.0,71.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:31,35.0,35.05329132080078,-10.0,7.450249907723016,325.0,68.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:33,35.0,35.05329132080078,0.0,2.2026019080238792,313.0,68.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:34,35.0,35.05329132080078,10.0,-1.7623912070602228,304.0,68.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:36,35.0,35.05329132080078,20.0,-7.070342946941402,291.0,69.0,307.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:37,35.0,35.05329132080078,30.0,-11.569969119308253,281.0,71.0,307.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:39,35.0,35.05329132080078,40.0,-15.762147986565319,271.0,74.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:40,35.0,35.05329132080078,50.0,-20.815060462838222,260.0,77.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:42,35.0,35.05329132080078,60.0,-25.57728691822455,250.0,82.0,306.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:43,35.0,35.05329132080078,70.0,-30.57922569272165,241.0,88.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:45,35.0,35.05329132080078,80.0,-36.06043542618396,231.0,95.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:20:46,35.0,35.05329132080078,90.0,-41.48344853282317,222.0,103.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:05,37.0,37.083805084228516,-90.0,37.04247478872097,389.0,92.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:06,37.0,37.083805084228516,-80.0,34.64095295578781,385.0,88.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:08,37.0,37.083805084228516,-70.0,31.551385186624238,379.0,84.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:10,37.0,37.083805084228516,-60.0,28.474207380615074,373.0,80.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:11,37.0,37.083805084228516,-50.0,24.479045319967025,365.0,75.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:13,37.0,37.083805084228516,-40.0,20.16260482113992,356.0,70.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:14,37.0,37.083805084228516,-30.0,16.176199063007825,347.0,67.0,309.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:16,37.0,37.083805084228516,-20.0,11.802439616665971,336.0,64.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:17,37.0,37.083805084228516,-10.0,7.539445348094213,326.0,62.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:19,37.0,37.083805084228516,0.0,2.9249832052119378,315.0,61.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:20,37.0,37.083805084228516,10.0,-2.4895536366672903,302.0,60.0,308.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:22,37.0,37.083805084228516,20.0,-7.95307659527385,288.0,62.0,307.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:23,37.0,37.083805084228516,30.0,-12.211508297480039,278.0,64.0,307.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:25,37.0,37.083805084228516,40.0,-16.460008904633032,267.0,66.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:26,37.0,37.083805084228516,50.0,-20.94747051008809,257.0,70.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:28,37.0,37.083805084228516,60.0,-26.565048385424287,245.0,76.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:29,37.0,37.083805084228516,70.0,-32.050147911618915,234.0,83.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:31,37.0,37.083805084228516,80.0,-37.46493747049743,224.0,91.0,306.0,198.0,135,20,384,207,focused_image.jpg
2025-12-12 14:21:32,37.0,37.083805084228516,90.0,-43.78112075452088,214.0,102.0,306.0,198.0,135,20,384,207,focused_image.jpg
