timestamp,commanded_length_mm,measured_length_mm,commanded_angle_value,detected_angle_deg,pt1_x,pt1_y,pt2_x,pt2_y,roi_x,roi_y,roi_w,roi_h,image_file
2025-12-12 14:13:53,31.0,31.032480239868164,-40.0,10.619655758094863,350.0,87.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:55,31.0,31.032480239868164,-30.0,7.989329418155442,345.0,85.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:56,31.0,31.032480239868164,-20.0,3.513752341856207,335.0,85.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:58,31.0,31.032480239868164,-10.0,-1.5207664349818517,326.0,86.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:59,31.0,31.032480239868164,0.0,-5.013110459501071,318.0,85.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:01,31.0,31.032480239868164,10.0,-8.059101621759957,311.0,86.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:02,31.0,31.032480239868164,20.0,-11.706436298925107,303.0,88.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:04,31.0,31.032480239868164,30.0,-14.769195575596374,297.0,89.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:05,31.0,31.032480239868164,40.0,-18.277105601234055,290.0,91.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:07,31.0,31.032480239868164,50.0,-20.965707115172023,284.0,93.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:08,31.0,31.032480239868164,60.0,-24.319309507080774,278.0,96.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:10,31.0,31.032480239868164,70.0,-27.24174254725413,273.0,99.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:11,31.0,31.032480239868164,80.0,-31.049654971806277,267.0,102.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:13,31.0,31.032480239868164,90.0,-34.66343975976832,261.0,106.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:30,33.0,32.88487243652344,-90.0,31.759487390256187,394.0,94.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:32,33.0,32.88487243652344,-80.0,28.425999905453125,388.0,90.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:33,33.0,32.88487243652344,-70.0,24.51964396439358,381.0,85.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:35,33.0,32.88487243652344,-60.0,20.609695343830612,373.0,82.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:36,33.0,32.88487243652344,-50.0,16.699248119458233,365.0,79.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:38,33.0,32.88487243652344,-40.0,11.935607814913709,355.0,76.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:39,33.0,32.88487243652344,-30.0,8.194262414012504,347.0,74.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:41,33.0,32.88487243652344,-20.0,4.053555852340654,338.0,72.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:42,33.0,32.88487243652344,-10.0,-0.45113832039034496,328.0,72.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:44,33.0,32.88487243652344,0.0,-4.537770274403204,318.0,73.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:45,33.0,32.88487243652344,10.0,-9.090275771324293,308.0,74.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:47,33.0,32.88487243652344,20.0,-11.84207702565239,300.0,75.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:48,33.0,32.88487243652344,30.0,-15.694925264754053,292.0,78.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:50,33.0,32.88487243652344,40.0,-18.863586624506368,284.0,80.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:52,33.0,32.88487243652344,50.0,-22.724098335856784,276.0,83.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:53,33.0,32.88487243652344,60.0,-27.170264617589947,268.0,87.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:55,33.0,32.88487243652344,70.0,-31.041711461801555,260.0,92.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:56,33.0,32.88487243652344,80.0,-35.69522521126338,252.0,97.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:14:58,33.0,32.88487243652344,90.0,-40.155994437442025,244.0,104.0,325.0,200.0,135,20,384,207,focused_image.jpg
