timestamp,commanded_length_mm,measured_length_mm,commanded_angle_value,detected_angle_deg,pt1_x,pt1_y,pt2_x,pt2_y,roi_x,roi_y,roi_w,roi_h,image_file
2025-12-12 14:11:31,25.0,25.570308685302734,-90.0,23.198596586453906,364.0,115.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:32,25.0,25.570308685302734,-80.0,21.44773906442367,361.0,115.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:34,25.0,25.570308685302734,-70.0,19.025610550764576,358.0,112.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:36,25.0,25.570308685302734,-60.0,15.091571852998971,352.0,110.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:37,25.0,25.570308685302734,-50.0,11.793430597150724,347.0,108.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:39,25.0,25.570308685302734,-40.0,8.65254761675285,342.0,107.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:40,25.0,25.570308685302734,-30.0,7.873940202317247,340.0,105.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:42,25.0,25.570308685302734,-20.0,3.0447778930647913,332.0,105.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:43,25.0,25.570308685302734,-10.0,1.8279728622378497,330.0,105.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:45,25.0,25.570308685302734,0.0,-1.2188720736672882,325.0,105.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:46,25.0,25.570308685302734,10.0,-4.258845839267393,319.0,105.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:48,25.0,25.570308685302734,20.0,-9.162341097257098,311.0,107.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:49,25.0,25.570308685302734,30.0,-11.070197347549248,308.0,108.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:51,25.0,25.570308685302734,40.0,-12.994616806578682,305.0,109.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:52,25.0,25.570308685302734,50.0,-15.524109063801204,301.0,110.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:54,25.0,25.570308685302734,60.0,-17.463923769219846,297.0,111.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:55,25.0,25.570308685302734,70.0,-20.194332871067463,294.0,113.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:57,25.0,25.570308685302734,80.0,-22.145178331995673,291.0,114.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:11:58,25.0,25.570308685302734,90.0,-24.904766001977585,287.0,116.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:16,27.0,27.36647605895996,-90.0,25.51388045092649,371.0,111.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:17,27.0,27.36647605895996,-80.0,22.89055505488633,367.0,109.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:19,27.0,27.36647605895996,-70.0,22.664557755628948,367.0,108.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:20,27.0,27.36647605895996,-60.0,18.799886459073996,361.0,105.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:22,27.0,27.36647605895996,-50.0,15.004924073188189,355.0,102.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:23,27.0,27.36647605895996,-40.0,11.30993516618386,349.0,99.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:25,27.0,27.36647605895996,-30.0,7.89170552434845,343.0,98.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:26,27.0,27.36647605895996,-20.0,3.9259132771314564,336.0,97.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:28,27.0,27.36647605895996,-10.0,0.5562531104840057,329.0,97.0,328.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:29,27.0,27.36647605895996,0.0,-1.701349806447819,324.0,98.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:31,27.0,27.36647605895996,10.0,-7.40690734848295,314.0,99.0,327.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:32,27.0,27.36647605895996,20.0,-9.743638006949373,309.0,100.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:34,27.0,27.36647605895996,30.0,-12.094753043807842,305.0,101.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:35,27.0,27.36647605895996,40.0,-14.452425062269523,301.0,103.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:37,27.0,27.36647605895996,50.0,-16.80869006176218,297.0,104.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:38,27.0,27.36647605895996,60.0,-18.79988145011766,293.0,106.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:40,27.0,27.36647605895996,70.0,-21.695109846826853,288.0,107.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:42,27.0,27.36647605895996,80.0,-24.253917275967073,285.0,109.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:12:43,27.0,27.36647605895996,90.0,-26.821979611432656,281.0,111.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:01,29.0,29.259490966796875,-90.0,26.31809424456047,376.0,106.0,330.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:02,29.0,29.259490966796875,-80.0,24.85159798824537,373.0,104.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:04,29.0,29.259490966796875,-70.0,21.70053802598418,368.0,101.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:05,29.0,29.259490966796875,-60.0,18.262890156338422,362.0,99.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:07,29.0,29.259490966796875,-50.0,14.688788767454149,356.0,96.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:08,29.0,29.259490966796875,-40.0,12.242331119971471,352.0,93.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:10,29.0,29.259490966796875,-30.0,6.398960851052993,341.0,92.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:11,29.0,29.259490966796875,-20.0,3.150720957280859,335.0,90.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:13,29.0,29.259490966796875,-10.0,-1.0609102887324033,326.0,91.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:14,29.0,29.259490966796875,0.0,-4.7636378000663555,319.0,91.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:16,29.0,29.259490966796875,10.0,-8.50458021980653,312.0,92.0,328.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:17,29.0,29.259490966796875,20.0,-10.684913206657999,306.0,93.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:19,29.0,29.259490966796875,30.0,-13.392495816299435,301.0,94.0,326.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:21,29.0,29.259490966796875,40.0,-16.238840549118848,296.0,97.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:22,29.0,29.259490966796875,50.0,-19.617878565496728,290.0,99.0,326.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:24,29.0,29.259490966796875,60.0,-22.29362566341673,284.0,100.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:25,29.0,29.259490966796875,70.0,-25.371554790234597,279.0,103.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:27,29.0,29.259490966796875,80.0,-27.758541980613973,275.0,105.0,325.0,200.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:28,29.0,29.259490966796875,90.0,-31.148583431744743,270.0,108.0,325.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:45,31.0,31.032480239868164,-90.0,28.194975586966613,381.0,102.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:47,31.0,31.032480239868164,-80.0,25.419295991300153,377.0,98.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:48,31.0,31.032480239868164,-70.0,22.659353151481398,372.0,96.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:50,31.0,31.032480239868164,-60.0,19.24188166064386,366.0,93.0,329.0,199.0,135,20,384,207,focused_image.jpg
2025-12-12 14:13:52,31.0,31.032480239868164,-50.0,15.388473346030255,359.0,90.0,329.0,199.0,135,20,384,207,focused_image.jpg
