step,mag_x,mag_y,mag_z,pred_x,pred_y,pred_z,meas_x,meas_y,meas_z,meas_ref_err_xy,meas_ref_idx,meas_ref_x,meas_ref_y,meas_ref_z,raw_model_err_xy,nom_corr_resid_xy,pred0_current_resid_xy,nom_ref_err_xy,pred_ref_err_xy,one_step_pred_err_xy,pred_meas_err_xy,pred_meas_err_x,pred_meas_err_y,pred_meas_err_z,model_bias_x,model_bias_y,model_bias_z,i_ref,N_nodes_active,using_upgraded_nodes,left_wall_tan_x,left_wall_tan_y,right_wall_tan_x,right_wall_tan_y,dist_left_center_mm,dist_right_center_mm,dist_left_edge_mm,dist_right_edge_mm,closest_distance_mm,beam_left_wall_angle_deg,beam_right_wall_angle_deg,err_to_center,jac_prev_step,jac_dx_pred_x,jac_dx_pred_y,jac_dx_pred_z,jac_dx_real_x,jac_dx_real_y,jac_dx_real_z,jac_dx_pred_x_mm,jac_dx_pred_y_mm,jac_dx_pred_z_mm,jac_dx_real_x_mm,jac_dx_real_y_mm,jac_dx_real_z_mm,jac_pred_xy_mm,jac_real_xy_mm,jac_gain_real_over_pred,jac_cos_xy,jac_err_x_mm,jac_err_y_mm,jac_err_z_mm,jac_err_xy_mm,jac_err_xyz_mm,jac_interpretation
0,0.6707716431241585,-0.6812845714036185,-0.09999351876184187,0.8098580123326798,-0.6818052373093116,-0.10001061119135794,0.8109564255456118,-0.6820118804174936,-0.10001093521670965,0.0011176819585294255,87,0.809858012332688,-0.681805237309463,-0.10001163438051673,0.0001767088642513424,8.861009633590776e-12,0.001117681958565368,0.001117681956406767,1.5154027799954376e-13,nan,0.001117681958565368,0.0010984132129319146,-0.00020664310818196974,-3.240253517028391e-07,0.00014753396974964694,9.726124857778462e-05,-7.435861622565043e-06,82,8,False,-1.4331623315811157,-10.0,-6.848774433135986,-10.0,3.6027313541804915,3.352108647368482,3.6027313541804915,3.352108647368482,3.352108647368482,10.719619750976562,36.9700927734375,0.00013671269156863904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1,0.6701194556376379,-0.6766349122642304,-0.09999895490289656,0.8091249280840721,-0.6814085992795704,-0.10001119269217423,0.8101190540471275,-0.6814665515406165,-0.10001146801978723,0.0009958136848379165,91,0.8091249280840876,-0.6814085992799134,-0.10001210086974044,0.00048753402673298337,2.357551796031395e-12,0.0009958136848733916,0.0009958136850769551,3.432999351730776e-13,0.00042761060159724433,0.0009958136848733916,0.00099412596305537,-5.7952261046101405e-05,-2.7532761300019803e-07,0.00029766809629938606,0.0003861128483590992,-8.20904152420976e-06,86,8,False,-2.208073616027832,-10.0,-10.538464546203613,-10.0,3.9073580525827083,3.089128260797793,3.9073580525827083,3.089128260797793,3.089128260797793,12.98785400390625,47.038116455078125,0.00041828875926857754,0,-0.0010984132129318609,0.00020664310818201812,3.2402535170191163e-07,-0.000837371498484285,0.0005453288768770825,-5.328030775880732e-07,-1.098413212931861,0.20664310818201811,0.00032402535170191166,-0.837371498484285,0.5453288768770825,-0.0005328030775880732,1.1176819585653242,0.999287051066828,0.8940710212907608,0.9244168804651988,0.2610417144475758,0.33868576869506445,-0.0008568284292899848,0.42761060159717323,0.4276114600349874,mixed_noise_backlash_delay_or_constraints
2,0.6696307318647984,-0.6750727939610904,-0.09999659345217851,0.808350623222824,-0.6807108011742188,-0.10001175674067579,0.8092348456843812,-0.6812661799937125,-0.10001203081984025,0.0010441719165144201,96,0.8083506232228957,-0.68071080117719,-0.10001259344392696,0.0005834534896464866,4.503141121723532e-12,0.001044171918155478,0.001044171919041145,2.9720443512916526e-12,0.00017990311793291287,0.001044171918155478,0.0008842224615571714,-0.0005553788194937459,-2.7407916446120506e-07,0.0002848254147943541,0.0005092076763638653,-8.977102243970525e-06,91,8,False,-3.1265323162078857,-10.0,-13.333828926086426,-10.0,3.6609677201598743,3.3104608807794875,3.6609677201598743,3.3104608807794875,3.3104608807794875,17.640594482421875,53.409690856933594,0.00017990311819490908,1,-0.0009941259630553664,5.795226104615487e-05,2.753276130043808e-07,-0.0008842083627462749,0.00020037154690399905,-5.628000530194521e-07,-0.9941259630553664,0.05795226104615487,0.0002753276130043808,-0.8842083627462749,0.20037154690399905,-0.0005628000530194521,0.995813684873391,0.9066273686356207,0.9104387512413546,0.9864798171757369,0.10991760030909145,0.1424192858578442,-0.0008381276660238329,0.1799031179328683,0.17990507024526037,mixed_noise_backlash_delay_or_constraints
3,0.6693460364924757,-0.6677265773750268,-0.09999246110732965,0.8075396561767215,-0.6797532720742655,-0.10001208007767837,0.8086171103549844,-0.6802017719090625,-0.10001242352779664,0.0011670730937059352,102,0.8075396561767408,-0.6797532720764674,-0.10001310922267416,0.0009938176757974266,4.762989275940742e-13,0.00116707309456995,0.0011670730938856894,2.2019900634712817e-12,0.0005745660835731639,0.00116707309456995,0.0010774541782628821,-0.0004484998347970004,-3.434501182758565e-07,0.00022718598164517267,0.0009675019909392013,-9.530388761710973e-06,97,8,False,-4.019990921020508,-10.0,-14.366792678833008,-10.0,3.9159115415665156,2.849078003873501,3.9159115415665156,2.849078003873501,2.849078003873501,19.179763793945312,52.439842224121094,0.0005402561880623293,2,-0.0008842224615571883,0.0005553788194937176,2.740791644580288e-07,-0.0006177353293967958,0.001064408084650026,-3.9270795638979283e-07,-0.8842224615571883,0.5553788194937176,0.0002740791644580288,-0.6177353293967958,1.064408084650026,-0.00039270795638979283,1.0441719181554772,1.2306752243599057,1.1786135997176326,0.8850832372789067,0.2664871321603926,0.5090292651563083,-0.0006667871208478216,0.5745660835731968,0.574566470478139,mixed_noise_backlash_delay_or_constraints
4,0.6695112081736208,-0.6626419901276673,-0.10000365075446532,0.8068873690219998,-0.6789358070951765,-0.10001273664284319,0.8075605446857926,-0.6797169711620391,-0.10001309590572735,0.0010312045202088248,107,0.8068873690218761,-0.6789358071024398,-0.10001352405564788,0.0010175982041580281,2.7710110272390336e-13,0.0010312045256302249,0.0010312045203962963,7.264353991573103e-12,4.188181036777748e-05,0.0010312045256302249,0.0006731756637928799,-0.0007811640668625719,-3.5926288416421315e-07,0.00038689625017085394,0.0009411787272932681,-1.0633727670308901e-05,102,8,False,-6.575672626495361,-10.0,-15.428125381469727,-10.0,3.4357875091388905,3.2883900278766305,3.4357875091388905,3.2883900278766305,3.2883900278766305,28.51666259765625,52.23906707763672,4.188181226663644e-05,3,-0.0010774541782629006,0.00044849983479697367,3.4345011828085106e-07,-0.0010565656691917669,0.00048480074702339504,-6.723779307077349e-07,-1.0774541782629006,0.4484998347969737,0.00034345011828085107,-1.0565656691917669,0.48480074702339504,-0.0006723779307077349,1.1670730945699568,1.1624813020556881,0.996065547623625,0.9993605810531511,0.02088850907113371,0.03630091222642137,-0.0010158280489885858,0.04188181036780984,0.04189412782610823,mixed_noise_backlash_delay_or_constraints
5,0.6717589432573361,-0.6552456583530557,-0.09998520140166828,0.8066291675352117,-0.6786068039349731,-0.10001288590110678,0.807073608367151,-0.6794720722818148,-0.10001340577138572,0.0009727368330563022,109,0.8066291675345867,-0.6786068039461328,-0.10001368826039884,0.0005818327722427593,5.5849113516293e-11,0.0009727368426975217,0.0009727367856853806,1.1177230732002706e-11,0.0005676842820464397,0.0009727368426975217,0.00044444083193928563,-0.0008652683468417521,-5.198702789366294e-07,0.00046291589002800393,0.0003524744722888107,-1.1344513679414914e-05,104,8,False,-8.011550903320312,-10.0,-15.00975513458252,-10.0,3.2269211908067064,3.5101253732169653,3.2269211908067064,3.5101253732169653,3.2269211908067064,32.44395446777344,50.0709228515625,0.00020877753480812552,4,-0.0006731756637928358,0.0007811640668625601,3.5926288416446773e-07,-0.00048693631864160647,0.00024489888022427575,-3.098656583683246e-07,-0.6731756637928359,0.7811640668625601,0.0003592628841644677,-0.48693631864160647,0.24489888022427575,-0.0003098656583683246,1.0312045256301872,0.5450526946519431,0.5285592533549952,0.9235637073284045,0.18623934515122936,-0.5362651866382844,-0.0006691285425327923,0.5676842820464142,0.567684676396641,direction_ok_jac_too_sensitive
6,0.6752935332275194,-0.6482040962657487,-0.09999443268595898,0.8062006810486527,-0.6785652678717333,-0.10004219655926129,0.8066064256526589,-0.6792261581913701,-0.10001370306098223,0.0011725939652268264,112,0.8062456794211481,-0.6781104347651855,-0.10001393213789082,0.0007688344099395034,1.984648037997282e-09,0.0007755028679958429,0.0011725921995638048,0.00045705361648188346,0.0006197716419288356,0.0007755028679958429,0.0004057446040062196,-0.0006608903196367866,2.8493498279061336e-05,0.0007321627313376933,-0.0002346147581614444,-1.1803887764380572e-05,107,8,False,-9.29497241973877,-10.0,-14.180371284484863,-10.0,3.0307679979741806,3.7294070276304865,3.0307679979741806,3.7294070276304865,3.0307679979741806,35.21568298339844,47.1168212890625,0.00040402095434528053,5,-0.00044444083193924606,0.0008652683468417299,5.198702789308266e-07,-0.00046718271449208704,0.000245914090444721,-2.972895965097644e-07,-0.44444083193924605,0.8652683468417299,0.0005198702789308266,-0.46718271449208704,0.245914090444721,-0.0002972895965097644,0.9727368426974838,0.5279521082441563,0.5427491635223254,0.8186330501585553,-0.02274188255284098,-0.6193542563970089,-0.000817159875440591,0.6197716419288147,0.6197721806352727,direction_ok_jac_too_sensitive
7,0.6898692439308468,-0.6332132620712974,-0.10000725541880345,0.8058086544741061,-0.6779728347159466,-0.10017597468979868,0.8062766561242918,-0.6785917966654542,-0.10001391266827883,0.0010652234586904952,115,0.805871761453899,-0.6776065244579744,-0.1000141699189109,0.0006813831488511114,4.3447049505763834e-08,0.0007759764426287585,0.0010652540732467763,0.00037170646482706304,8.047352990049596e-05,0.0007759764426287585,0.00046800165018567874,-0.0006189619495076126,0.00016206202151984594,0.0006087232029364786,-0.00030616834869889864,-7.993969092651154e-06,110,8,False,-10.088773727416992,-10.0,-13.653182029724121,-10.0,3.1703374293092565,3.6170393787825788,3.1703374293092565,3.6170393787825788,3.1703374293092565,33.7708740234375,42.29750061035156,0.00026965971861804886,6,-0.00040574460400617356,0.0006608903196368002,-2.849349827905668e-05,-0.0003297695283671631,0.0006343615259158941,-2.0960729660290944e-07,-0.40574460400617357,0.6608903196368002,-0.02849349827905668,-0.3297695283671631,0.6343615259158941,-0.00020960729660290944,0.7755028679958306,0.714956283559941,0.9219260329567974,0.9974640709104743,0.07597507563901046,-0.026528793720906114,0.02828389098245377,0.080473529900457,0.08529928196501466,mixed_noise_backlash_delay_or_constraints
8,0.6967007695963375,-0.6182152020621996,-0.099986900472537,0.8054585554463893,-0.6772729444957469,-0.09998588663987949,0.8060137960501595,-0.6780223411166555,-0.10001407971351359,0.0010568695617960344,118,0.8055109352515665,-0.6770927690173059,-0.10001439936032708,0.0009186508685275099,6.083372301897374e-08,0.0009326775560204494,0.0010569099038316352,0.00018763487688024092,0.00021103068482294487,0.0009326775560204494,0.0005552406037702129,-0.0007493966209085601,-2.8193073634094623e-05,0.0007970101796654916,-0.0004568305941549111,-6.479295718175848e-06,113,8,False,-10.588908195495605,-10.0,-13.363855361938477,-10.0,3.29247013765098,3.4977933941735273,3.29247013765098,3.4977933941735273,3.29247013765098,31.909652709960938,38.4642333984375,0.0001321243526453567,7,-0.0004680016501856426,0.0006189619495075618,-0.00016206202151984882,-0.0002628600741322318,0.0005694555487987252,-1.6704523475574717e-07,-0.4680016501856426,0.6189619495075618,-0.16206202151984883,-0.2628600741322318,0.5694555487987252,-0.00016704523475574717,0.7759764426286961,0.6271961739603166,0.8082670280909059,0.9769870342429868,0.2051415760534108,-0.049506400708836606,0.16189497628509308,0.2110306848228978,0.2659773172343312,mixed_noise_backlash_delay_or_constraints
9,0.7062908740881322,-0.6032323688078312,-0.09997556225308418,0.8049452990265036,-0.6762120487494343,-0.09996216881688381,0.8055797494337167,-0.6771448866923332,-0.10001435557901589,0.0011281475326962104,123,0.8049452998197097,-0.6762120466509461,-0.10001475899615532,0.0009531244618591678,2.2634953331983907e-06,0.0011281462435893262,0.0011270760578366132,2.2433966626427485e-09,0.0001763144451809149,0.0011281462435893262,0.0006344504072131052,-0.0009328379428988898,-5.2186762132075404e-05,0.0008410150545030692,-0.0004484862516215271,-6.185881171294483e-06,118,8,False,-11.201683044433594,-10.0,-13.410780906677246,-10.0,3.3930864981441573,3.352715523691586,3.3930864981441573,3.352715523691586,3.352715523691586,28.68646240234375,33.73173522949219,8.632290376983924e-05,8,-0.0005552406037702557,0.0007493966209085737,2.819307363409622e-05,-0.00043404661644286247,0.0008774544243222993,-2.758655023027412e-07,-0.5552406037702557,0.7493966209085737,0.02819307363409622,-0.43404661644286247,0.8774544243222993,-0.0002758655023027412,0.9326775560204859,0.9789395956892718,1.049601320757169,0.984147061235859,0.12119398732739325,0.12805780341372552,-0.02846893913639896,0.17631444518093442,0.17859805171113347,mixed_noise_backlash_delay_or_constraints
