timestamp,commanded_angle_value,wire_length_mm,total_length_mm,angle_deg,tip_x_m,tip_y_m,image_file
1770299673.5385966,-70,12.002295314489036,50.15667829186525,-35.53395932975138,0.8173167621672875,-0.6763795643151164,bending_images/img_a-070_20260205_135431_471.jpg
1770299675.3757424,-65,12.069148360628581,49.489447486579614,-33.52098492927453,0.816874280495984,-0.6781997230555276,bending_images/img_a-065_20260205_135434_132.jpg
1770299677.2129989,-60,12.040930862442416,49.89722846411282,-31.422238883654444,0.8155530965897547,-0.6795164269718167,bending_images/img_a-060_20260205_135435_970.jpg
1770299679.0493658,-55,12.303087183120759,49.73374135538176,-28.20526694897424,0.814304464677046,-0.6820241459669721,bending_images/img_a-055_20260205_135437_807.jpg
1770299680.8842728,-50,11.767838296649897,49.569147361660654,-26.227200810068666,0.813666884485133,-0.6836237114622774,bending_images/img_a-050_20260205_135439_642.jpg
1770299682.7201881,-45,12.218867352102762,49.50361323356741,-22.995275689568217,0.8125629110430374,-0.6861910472594864,bending_images/img_a-045_20260205_135441_478.jpg
1770299684.5568283,-40,12.059874880411668,49.17463073858829,-20.642002427216767,0.8121151359001483,-0.6881944700626392,bending_images/img_a-040_20260205_135443_314.jpg
1770299686.3923771,-35,11.954252127868317,49.040639437135,-17.975155061745454,0.811485835370551,-0.6903957274521583,bending_images/img_a-035_20260205_135445_150.jpg
1770299688.2283568,-30,11.80895453142145,48.867075741406666,-15.649558138274159,0.8110772681494897,-0.6923478615357217,bending_images/img_a-030_20260205_135446_986.jpg
1770299690.0658247,-25,11.92878125958994,48.4233066515004,-12.584970724375694,0.8108729361779868,-0.6949790718533457,bending_images/img_a-025_20260205_135448_822.jpg
1770299691.9032705,-20,11.917497129597622,48.52166365622171,-9.744821566323452,0.8103112599371297,-0.6973170949791083,bending_images/img_a-020_20260205_135450_661.jpg
1770299693.7392607,-15,11.825783487640537,48.28197697828002,-7.064690239101026,0.8102174056030836,-0.6995916966573528,bending_images/img_a-015_20260205_135452_497.jpg
1770299695.5738382,-10,11.546475845364908,48.19643845695107,-4.434301392774586,0.8100806526641859,-0.7018035404480523,bending_images/img_a-010_20260205_135454_332.jpg
1770299697.4111779,-5,11.579874483920268,47.71787179176412,-1.6570254485320959,0.8104349044114735,-0.704150057808318,bending_images/img_a-005_20260205_135456_168.jpg
1770299699.2468958,0,,47.6993512088589,2.026936848774426,0.8104633158670144,-0.7072169872518838,bending_images/img_a+000_20260205_135458_005.jpg
1770299701.08418,5,11.712147196415168,47.75101450070242,5.591748015674057,0.810609033400325,-0.710182730461149,bending_images/img_a+005_20260205_135459_841.jpg
1770299702.9294372,10,11.250340197031864,47.871865766175894,8.504944372357102,0.8107873981676975,-0.7126098905472679,bending_images/img_a+010_20260205_135501_679.jpg
1770299704.7656364,15,11.30094652805783,47.90564136129941,11.857660739263679,0.8112494346171434,-0.7153735940506146,bending_images/img_a+015_20260205_135503_523.jpg
1770299706.6026692,20,11.516412558636382,47.67157598060486,14.917252867314517,0.8120678445187132,-0.7178016896294176,bending_images/img_a+020_20260205_135505_360.jpg
1770299708.4478326,25,11.428116322074139,47.76552710792858,18.06887398517813,0.812722882130503,-0.7203448491249959,bending_images/img_a+025_20260205_135507_196.jpg
1770299710.285141,30,11.667296362609864,48.10315349709045,21.423068480067855,0.8133531715194492,-0.723099647144312,bending_images/img_a+030_20260205_135509_042.jpg
1770299712.1213665,35,11.699530476442526,48.72404015781166,24.50309542639735,0.8137969241949105,-0.7257378180333421,bending_images/img_a+035_20260205_135510_879.jpg
1770299713.9571466,40,11.859709283506895,48.87286285264834,27.140452062026725,0.8146413032695071,-0.7278243878148587,bending_images/img_a+040_20260205_135512_715.jpg
1770299715.7936738,45,11.73660547956103,48.71071402162328,29.786483909637525,0.8158576376985475,-0.7297278769690889,bending_images/img_a+045_20260205_135514_551.jpg
1770299717.6313026,50,11.833279777207197,48.66447939205003,32.346137644453904,0.8170195480963333,-0.7315669864849825,bending_images/img_a+050_20260205_135516_388.jpg
1770299719.4674382,55,11.821083962932345,49.34571427467462,35.51570529997292,0.8179675664310612,-0.7341961054052852,bending_images/img_a+055_20260205_135518_225.jpg
1770299721.302525,60,11.662686294707301,49.46298940335301,37.87258298152665,0.8190878293146653,-0.735895594649776,bending_images/img_a+060_20260205_135520_060.jpg
1770299723.1384957,65,,49.47709360740348,40.41042335649195,0.820459954224238,-0.7376038355954073,bending_images/img_a+065_20260205_135521_896.jpg
1770299724.9749253,70,,49.21050048022234,43.06134962295806,0.8221784970162104,-0.7391298906093934,bending_images/img_a+070_20260205_135523_733.jpg
