k,status,infeasible,solver_mode,rollout_steps,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,sqp_status_0,sqp_du_0,sqp_du_rel_0,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL,u_plan_3_vx,u_plan_3_vy,u_plan_3_vz,u_plan_3_wx,u_plan_3_wy,u_plan_3_wz,u_plan_3_dL,u_plan_4_vx,u_plan_4_vy,u_plan_4_vz,u_plan_4_wx,u_plan_4_wy,u_plan_4_wz,u_plan_4_dL,u_plan_5_vx,u_plan_5_vy,u_plan_5_vz,u_plan_5_wx,u_plan_5_wy,u_plan_5_wz,u_plan_5_dL,u_plan_6_vx,u_plan_6_vy,u_plan_6_vz,u_plan_6_wx,u_plan_6_wy,u_plan_6_wz,u_plan_6_dL,u_plan_7_vx,u_plan_7_vy,u_plan_7_vz,u_plan_7_wx,u_plan_7_wy,u_plan_7_wz,u_plan_7_dL,u_plan_8_vx,u_plan_8_vy,u_plan_8_vz,u_plan_8_wx,u_plan_8_wy,u_plan_8_wz,u_plan_8_dL,u_plan_9_vx,u_plan_9_vy,u_plan_9_vz,u_plan_9_wx,u_plan_9_wy,u_plan_9_wz,u_plan_9_dL,u_plan_10_vx,u_plan_10_vy,u_plan_10_vz,u_plan_10_wx,u_plan_10_wy,u_plan_10_wz,u_plan_10_dL,u_plan_11_vx,u_plan_11_vy,u_plan_11_vz,u_plan_11_wx,u_plan_11_wy,u_plan_11_wz,u_plan_11_dL
0,solved,0,ltv_oneshot,1,18,18,18,29,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.6623328220229531,-0.7097273166922001,-0.1,0.0005320061119359659,0.999987715181031,-0.004917657110125695,0.0003210997747694483,0.016800000000000002,0.7813328360389162,-0.7099477343729449,-0.1000042889375165,-0.9999988141716031,-0.001539428473743386,-4.260706630515958e-05,5.6203298091573246e-05,0.05620329809157325,5.620331477530676e-05,0.05620331477530676,1,1.8156572538780464,26.206755106686405,,16,0.1055310125916161,0.0013388390564412235,1.3388390564412236,0.0026611609435587763,2.661160943558776,4.50612846477183,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8156572538780464,26.206755106686405,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.7813328360389162,-0.7099477343729449,-0.1000042889375165,-0.9999988141716031,-0.001539428473743386,-4.260706630515958e-05,0.781332816275496,-0.7098915310783281,-0.10000433224296622,-0.9999999959502762,-6.354842621637472e-05,-6.372633142980155e-05,5.6203298091573246e-05,0.05620329809157325,5.620331477530676e-05,0.05620331477530676,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.03999999999999999,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.03999999999999998,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.04,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.040000000000000015,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.02025576135186613,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,0.0012558968084334504,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,6.197255726913391e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.814803954577606e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.8389519718165714e-05,0.01,0.01,0.0,0.0,0.0,0.5235987755982988,4.868552011676016e-05
1,solved,0,ltv_oneshot,1,19,19,19,30,0.009781627584968306,0.02000019320375584,3.071029260195912e-08,0.0,0.0,1.0471975523974142,0.0600003448791019,0.6625284545746525,-0.709327312828125,-0.1,0.0005286144541782139,0.9998813885763279,-0.015389042956146539,0.0003266532218241282,0.01800000689758204,0.780132929674129,-0.7099865010827806,-0.10000391464050143,-0.9999887231396147,-0.004749045520050783,1.2659031183772909e-05,6.3983837531512e-05,0.063983837531512,6.398385789408212e-05,0.06398385789408212,1,1.8150747211148668,0.9990628179892371,,16,0.9022293288856111,0.001260184505978935,1.2601845059789352,0.002739815494021065,2.739815494021065,4.589722322981286,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8150747211148668,0.9990628179892371,0.009781627584968306,0.02000019320375584,3.071029260195912e-08,0.0,0.0,1.0471975523974142,0.0600003448791019,0.780132929674129,-0.7099865010827806,-0.10000391464050143,-0.9999887231396147,-0.004749045520050783,1.2659031183772909e-05,0.7801328051123159,-0.7099225173664958,-0.1000039656870603,-0.9999951201508377,-0.0031240421619502827,-5.92301189628816e-06,6.3983837531512e-05,0.063983837531512,6.398385789408212e-05,0.06398385789408212,0.009781627584968306,0.02000019320375584,3.071029260195912e-08,0.0,0.0,1.0471975523974142,0.0600003448791019,-5.874898982254286e-06,0.020000202374718924,2.81101653979746e-08,0.0,0.0,1.0471975524950967,0.06000021311436882,-7.451879999601329e-06,0.020000210762497105,2.552669435499216e-08,0.0,0.0,1.047197552466132,0.05889765062458424,-8.527085185496382e-06,0.02000021606681871,2.2961144492142278e-08,0.0,0.0,1.0471975523302341,0.01999995909197102,0.019990938973613842,0.02000021684584313,2.0432389545768212e-08,0.0,0.0,1.0471975521457189,0.019999946457422996,0.019990944914089974,0.020000212400996205,1.7973723296927056e-08,0.0,0.0,1.0471975519693888,0.0014347665740749027,0.019991431152069427,0.020000203276252522,1.5524957419672854e-08,0.0,0.0,1.047197551882845,0.0003865001088467094,0.019992321047877147,0.020000187782156873,1.3002425380858696e-08,0.0,0.0,1.04719755184303,-0.0012001281404189852,0.019993521178730926,0.02000016405374753,1.0418859431938774e-08,0.0,0.0,1.0471975517243655,-0.0014648910448853956,0.019994956992448496,0.020000131654937848,7.798661503746303e-09,0.0,0.0,1.0471975516130383,-0.001710416140004154,0.019996559464537267,0.020000091853029138,5.169372128801009e-09,0.0,0.0,1.0471975514691274,-0.0019734600490113664,0.01999825581434439,0.020000047123851165,2.5599822042812424e-09,0.0,0.0,1.0471975513201857,-0.0022743955134569105
2,solved,0,ltv_oneshot,1,20,20,20,31,-0.010005874898982255,0.030000202374718926,1.3153135800302877e-07,0.0,0.0,1.5707963280933956,0.08000021311436882,0.6623283370766728,-0.7087273087806306,-0.1,0.0005234183945143745,0.9995163151095443,-0.03109259870563838,0.00033491603840098285,0.019600011159869417,0.778533348828693,-0.7100593049311039,-0.10000335981430496,-0.9999497626150756,-0.010023277741118988,7.841797309288449e-05,7.496624452727568e-05,0.07496624452727568,7.49662653050013e-05,0.0749662653050013,1,1.814653230143195,0.49992605100117843,,18,0.42048364940962707,0.0009017952120795899,0.9017952120795899,0.00309820478792041,3.09820478792041,23.576249620762237,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814653230143195,0.49992605100117843,-0.010005874898982255,0.030000202374718926,1.3153135800302877e-07,0.0,0.0,1.5707963280933956,0.08000021311436882,0.778533348828693,-0.7100593049311039,-0.10000335981430496,-0.9999497626150756,-0.010023277741118988,7.841797309288449e-05,0.7785329680494185,-0.7099843396536372,-0.10000341562878831,-0.9999659971605594,-0.00824624645960016,6.278547143189529e-05,7.496624452727568e-05,0.07496624452727568,7.49662653050013e-05,0.0749662653050013,-0.010005874898982255,0.030000202374718926,1.3153135800302877e-07,0.0,0.0,1.5707963280933956,0.08000021311436882,-0.010007451879999602,0.030000210762497106,1.3153135800302877e-07,0.0,0.0,1.5707963280644308,0.04204091052842376,0.003710906670357336,0.030000216066818713,1.3153135800302877e-07,0.0,0.0,1.5707963279285329,0.022760783744354435,0.029990938973613844,0.030000216845843128,1.3153135800302877e-07,0.0,0.0,1.5707963277440178,0.012442335231412624,0.029990944914089976,0.030000212400996207,1.3153135800302877e-07,0.0,0.0,1.5707963275676877,0.004718306695474291,0.029991431152069425,0.030000203276252524,1.3153135800302877e-07,0.0,0.0,1.5707963274811436,-0.0007511957416358796,0.02999232104787715,0.03000018778215687,1.3153135800302877e-07,0.0,0.0,1.5707963274413288,-0.0023869883063410515,0.029993521178730928,0.03000016405374753,1.3153135800302877e-07,0.0,0.0,1.5707963273226642,-0.0029037807892405413,0.029994956992448495,0.030000131654937846,1.3153135800302877e-07,0.0,0.0,1.5707963272113372,-0.003391107327859246,0.02999655946453727,0.03000009185302914,1.3153135800302877e-07,0.0,0.0,1.5707963270674261,-0.0038999018411117934,0.029998255814344392,0.030000047123851167,1.3153135800302877e-07,0.0,0.0,1.5707963269184844,-0.004717469230562775,0.029998255814344392,0.030000047123851167,1.3153135800302877e-07,0.0,0.0,1.5707963269184844,-0.005000000000000002
3,solved,0,ltv_oneshot,1,22,22,22,33,-0.020007451879999603,0.04000021076249711,5.047587369004758e-07,0.0,0.0,2.0943951036627295,0.06204091052842377,0.6619281880390728,-0.7079273045653807,-0.1,0.0005162896479046337,0.9986459504064606,-0.05201806994890019,0.0003458042335783693,0.020840829370437894,0.7772936889052817,-0.7101676161710437,-0.10000282435364502,-0.999850206106816,-0.017307476672335103,0.00012883863666162594,8.759780256409895e-05,0.08759780256409895,8.759781994231333e-05,0.08759781994231333,1,1.8145928980645447,0.33335260445695203,,19,0.8878210627633298,1.278230169102034e-05,0.01278230169102034,0.00398721769830898,3.9872176983089798,36.50388786647003,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8145928980645447,0.33335260445695203,-0.020007451879999603,0.04000021076249711,5.047587369004758e-07,0.0,0.0,2.0943951036627295,0.06204091052842377,0.7772936889052817,-0.7101676161710437,-0.10000282435364502,-0.999850206106816,-0.017307476672335103,0.00012883863666162594,0.7772928250317465,-0.7100800226282648,-0.1000028795314221,-0.999881158774903,-0.015416070597878024,0.00011443023190732966,8.759780256409895e-05,0.08759780256409895,8.759781994231333e-05,0.08759781994231333,-0.020007451879999603,0.04000021076249711,5.047587369004758e-07,0.0,0.0,2.0943951036627295,0.06204091052842377,-0.006289093329642665,0.040000216066818715,5.047587369004758e-07,0.0,0.0,2.0943951035268316,0.02134403594734599,0.019990938973613842,0.04000021684584313,5.047587369004758e-07,0.0,0.0,2.0943951033423165,0.003786585706855509,0.019990944914089974,0.04000021240099621,5.047587369004758e-07,0.0,0.0,2.0943951031659864,-0.0012518074842548818,0.03999143115206943,0.040000203276252526,5.047587369004758e-07,0.0,0.0,2.0943951030794423,-0.003945941687217605,0.03999232104787715,0.040000187782156874,5.047587369004758e-07,0.0,0.0,2.0943951030396275,-0.005,0.03999352117873093,0.04000016405374753,5.047587369004758e-07,0.0,0.0,2.094395102920963,-0.004999999999999998,0.0399949569924485,0.04000013165493785,5.047587369004758e-07,0.0,0.0,2.094395102809636,-0.004999999999999999,0.03999655946453727,0.04000009185302914,5.047587369004758e-07,0.0,0.0,2.094395102665725,-0.005,0.03643048938573993,0.04000004712385117,5.047587369004758e-07,0.0,0.0,2.094395102516783,-0.005,0.01999825581434439,0.04000004712385117,5.047587369004758e-07,0.0,0.0,2.094395102516783,-0.005000000000000001,0.01999825581434439,0.04000004712385117,5.047587369004758e-07,0.0,0.0,2.094395102516783,-0.005
4,solved,0,ltv_oneshot,1,23,23,23,34,-0.016289093329642665,0.05000021606681872,5.36472007820544e-07,0.0,0.0,2.6179938791251303,0.027704393868658164,0.66160240617248,-0.7069273002440443,-0.1,0.0005070606287858216,0.9969420650519819,-0.07814174808846745,0.00035920062253501323,0.021394917247811056,0.776741944501942,-0.7103019320184931,-0.10000243517229641,-0.9996515749875776,-0.026395132688617314,0.0001599850170815623,9.498229451720601e-05,0.09498229451720601,9.498230650811555e-05,0.09498230650811555,1,1.814441947909597,0.25001436444582537,,20,0.6213613391807621,0.0009759451216292982,0.9759451216292981,0.0030240548783707017,3.0240548783707015,50.27611454264019,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814441947909597,0.25001436444582537,-0.016289093329642665,0.05000021606681872,5.36472007820544e-07,0.0,0.0,2.6179938791251303,0.027704393868658164,0.776741944501942,-0.7103019320184931,-0.10000243517229641,-0.9996515749875776,-0.026395132688617314,0.0001599850170815623,0.7767404137413237,-0.7102069620598552,-0.10000248289910595,-0.9996987960068547,-0.024541668417455535,0.0001541873305929944,9.498229451720601e-05,0.09498229451720601,9.498230650811555e-05,0.09498230650811555,-0.016289093329642665,0.05000021606681872,5.36472007820544e-07,0.0,0.0,2.6179938791251303,0.027704393868658164,0.009990938973613842,0.05000021684584313,5.36472007820544e-07,0.0,0.0,2.617993878940615,0.0014489100915239111,0.014183818318984397,0.05000021240099621,5.36472007820544e-07,0.0,0.0,2.617993878764285,-0.005000000000000001,0.04999143115206943,0.05000020327625253,5.36472007820544e-07,0.0,0.0,2.617993878677741,-0.005000000000000001,0.04999232104787715,0.050000187782156875,5.36472007820544e-07,0.0,0.0,2.617993878637926,-0.005000000000000001,0.04999352117873093,0.050000164053747534,5.36472007820544e-07,0.0,0.0,2.6179938785192616,-0.005000000000000002,0.0499949569924485,0.05000013165493785,5.36472007820544e-07,0.0,0.0,2.6179938784079346,-0.005000000000000001,0.04999655946453727,0.050000091853029144,5.364720078205142e-07,0.0,0.0,2.6179938782640235,-0.004999999999999999,0.04643048938573993,0.05000004712385117,5.364719779983298e-07,0.0,0.0,2.6179938781150818,-0.005,0.010630955025652384,0.05000004712385117,5.066497325953717e-07,0.0,0.0,2.6179938781150818,-0.004999999999999998,0.011124409244196073,0.05000004712385117,2.94782736735281e-07,0.0,0.0,2.6179938781150818,-0.005000000000000001,0.01162236333744366,0.05000004712385117,1.2330094522560986e-07,0.0,0.0,2.6179938781150818,-0.005
5,solved,0,ltv_oneshot,1,23,23,23,34,-9.061026386158327e-06,0.060000216845843134,4.2294539554003844e-07,0.0,0.0,3.141592654538914,0.0025981193256285357,0.6616022249519523,-0.7057272959071273,-0.1,0.0004955276607558819,0.9939956426998268,-0.10941789688250333,0.00037495053796469946,0.021446879634323627,0.7766939601213879,-0.7104546252234912,-0.10000214826395769,-0.9993078141406314,-0.03720026723457199,0.0001808732977284018,9.80219488148937e-05,0.09802194881489369,9.802195873140133e-05,0.09802195873140133,1,1.814373362808486,0.20000768741439906,,20,0.8801453896678842,0.0014817437973192083,1.4817437973192082,0.002518256202680792,2.5182562026807918,50.79692648657121,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814373362808486,0.20000768741439906,-9.061026386158327e-06,0.060000216845843134,4.2294539554003844e-07,0.0,0.0,3.141592654538914,0.0025981193256285357,0.7766939601213879,-0.7104546252234912,-0.10000214826395769,-0.9993078141406314,-0.03720026723457199,0.0001808732977284018,0.7766916225340538,-0.7103566311515536,-0.10000219235557713,-0.9993744968138796,-0.0353635876340924,0.00017829091633977105,9.80219488148937e-05,0.09802194881489369,9.802195873140133e-05,0.09802195873140133,-9.061026386158327e-06,0.060000216845843134,4.2294539554003844e-07,0.0,0.0,3.141592654538914,0.0025981193256285357,0.004183818318984397,0.06000021240099621,4.2294539554003844e-07,0.0,0.0,3.141592654362584,-0.005,0.03999143115206943,0.06000020327625253,4.2294539554003844e-07,0.0,0.0,3.1415926542760397,-0.004999999999999999,0.043103770715952255,0.06000018778215688,4.2294539554003844e-07,0.0,0.0,3.141592654236225,-0.004999999999999999,0.059993521178730934,0.060000164053747536,4.2294539554003844e-07,0.0,0.0,3.1415926541175603,-0.005,0.0599949569924485,0.06000013165493785,4.2294539554003844e-07,0.0,0.0,3.1415926540062333,-0.004999999999999998,0.059996559464537275,0.060000091853029146,4.2294539554003844e-07,0.0,0.0,3.1415926538623222,-0.004999999999999998,0.05643048938573993,0.06000004712385117,4.2294539553988597e-07,0.0,0.0,3.1415926537133805,-0.005,0.020630955025652382,0.06000004712385117,4.229452430937606e-07,0.0,0.0,3.1415926537133805,-0.005000000000000001,0.013992919499487865,0.06000004712385117,2.7049880519698344e-07,0.0,0.0,3.1415926537133805,-0.004999999999999999,0.014777409158139982,0.06000004712385117,1.2077498507864237e-07,0.0,0.0,3.1415926537133805,-0.005,0.015573375821609479,0.06000004712385117,3.3939331176331494e-08,0.0,0.0,3.1415926537133805,-0.005
6,solved,0,ltv_oneshot,1,23,23,23,34,-0.005816181681015603,0.07000021240099621,1.526163645859467e-07,0.0,0.0,3.6651914299608825,-0.0036788484822989184,0.661485901318332,-0.7043272916591075,-0.1,0.00048145528300048946,0.989318591500428,-0.1457680979365547,0.0003928566901112066,0.02137330266467765,0.7767738613169941,-0.7106302175010578,-0.10000189758021412,-0.9987530618197542,-0.04992275853790797,0.00019921253008912875,9.908422933428185e-05,0.09908422933428185,9.908423741455842e-05,0.09908423741455842,1,1.8143667015138534,0.16667497870830245,,20,0.7954868947369682,0.0016177146252040109,1.6177146252040109,0.002382285374795989,2.382285374795989,51.416332202946926,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8143667015138534,0.16667497870830245,-0.005816181681015603,0.07000021240099621,1.526163645859467e-07,0.0,0.0,3.6651914299608825,-0.0036788484822989184,0.7767738613169941,-0.7106302175010578,-0.10000189758021412,-0.9987530618197542,-0.04992275853790797,0.00019921253008912875,0.7767705792917899,-0.7105311876428668,-0.10000193759591126,-0.998845434394984,-0.048039145265881475,0.0001967496362742709,9.908422933428185e-05,0.09908422933428185,9.908423741455842e-05,0.09908423741455842,-0.005816181681015603,0.07000021240099621,1.526163645859467e-07,0.0,0.0,3.6651914299608825,-0.0036788484822989184,0.029991431152069425,0.07000020327625253,1.526163645859467e-07,0.0,0.0,3.6651914298743384,-0.005000000000000002,0.03310377071595225,0.07000018778215687,1.526163645859467e-07,0.0,0.0,3.6651914298345236,-0.005000000000000001,0.06374211493066612,0.07000016405374754,1.526163645859467e-07,0.0,0.0,3.665191429715859,-0.005000000000000001,0.0699949569924485,0.07000013165493785,1.526163645859467e-07,0.0,0.0,3.665191429604532,-0.005,0.06999655946453727,0.07000009185302915,1.526163645859467e-07,0.0,0.0,3.665191429460621,-0.005,0.06643048938573994,0.07000004712385118,1.5261636458591346e-07,0.0,0.0,3.665191429311679,-0.005000000000000001,0.030630955025652384,0.07000004712385118,1.5261633132065396e-07,0.0,0.0,3.665191429311679,-0.005,0.01735698419543098,0.07000004712385118,1.1935100366543414e-07,0.0,0.0,3.665191429311679,-0.005,0.01852500439324441,0.07000004712385118,3.7049959354418233e-08,0.0,0.0,3.665191429311679,-0.004999999999999999,0.019724889692395497,0.07000004712385118,1.6952147823639372e-09,0.0,0.0,3.665191429311679,-0.004999999999999999,0.005573375821609479,0.07000004712385118,1.6952130023902847e-15,0.0,0.0,3.665191429311679,-0.005
7,solved,0,ltv_oneshot,1,23,23,23,34,0.024698657982146086,0.08000020327625253,-4.242876813409587e-08,0.0,0.0,4.188790205472637,-0.004494942930720828,0.6619798744779749,-0.7027272875935824,-0.1,0.00046458183419436754,0.982346656614085,-0.18706859732077086,0.0004126733427673894,0.021283403806063233,0.7768733715130228,-0.7108327263064296,-0.10000157672297075,-0.9979036285974605,-0.06471706580183618,0.00022231964019910825,9.943961032017529e-05,0.09943961032017529,9.94396170252746e-05,0.09943961702527461,1,1.8143949949918683,0.14286798742472237,,20,0.6097843123855614,0.0016716923043613955,1.6716923043613954,0.002328307695638605,2.3283076956386046,52.14597551085622,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8143949949918683,0.14286798742472237,0.024698657982146086,0.08000020327625253,-4.242876813409587e-08,0.0,0.0,4.188790205472637,-0.004494942930720828,0.7768733715130228,-0.7108327263064296,-0.10000157672297075,-0.9979036285974605,-0.06471706580183618,0.00022231964019910825,0.7768689970734942,-0.7107333829605053,-0.1000016132401581,-0.9980260191546745,-0.06280140680480882,0.000219985477392569,9.943961032017529e-05,0.09943961032017529,9.94396170252746e-05,0.09943961702527461,0.024698657982146086,0.08000020327625253,-4.242876813409587e-08,0.0,0.0,4.188790205472637,-0.004494942930720828,0.02310377071595225,0.08000018778215687,-4.242876813409588e-08,0.0,0.0,4.188790205432823,-0.005,0.053742114930666114,0.08000016405374753,-4.242876813409587e-08,0.0,0.0,4.188790205314158,-0.005000000000000003,0.07999495699244849,0.08000013165493784,-4.242876813409587e-08,0.0,0.0,4.188790205202831,-0.005,0.07999655946453726,0.08000009185302914,-4.242876813409587e-08,0.0,0.0,4.18879020505892,-0.004999999999999999,0.07643048938573993,0.08000004712385117,-4.24287681340961e-08,0.0,0.0,4.188790204909978,-0.005,0.040630955025652386,0.08000004712385117,-4.242876835510348e-08,0.0,0.0,4.188790204909978,-0.005000000000000003,0.02115241145929235,0.08000004712385117,-4.264977619558876e-08,0.0,0.0,4.188790204909978,-0.004999999999999999,0.022813402253728545,0.08000004712385117,-3.8128385014072995e-09,0.0,0.0,4.188790204909978,-0.004999999999999999,0.009724889692395497,0.08000004712385117,-3.812830685108208e-15,0.0,0.0,4.188790204909978,-0.005,-0.004426624178390522,0.08000004712385117,-3.812822868825139e-21,0.0,0.0,4.188790204909978,-0.004999999999999998,-0.004426624178390522,0.08000004712385117,-3.81281886536533e-27,0.0,0.0,4.188790204909978,-0.005
8,solved,0,ltv_oneshot,1,23,23,23,34,0.027837667214686702,0.09000018778215686,-1.276745825997686e-07,0.0,0.0,4.712388981031122,-0.004999999999999999,0.6625366278222686,-0.7009272838379392,-0.1,0.0004446265137849528,0.9724439913340327,-0.23313579215291577,0.0004341000250330024,0.021183403806063233,0.7769875160604999,-0.7110652552687025,-0.10000125244863368,-0.9966417011879695,-0.08188564501997624,0.00024615607330398846,0.00010077271634353759,0.10077271634353759,0.00010077272258905178,0.10077272258905177,1,1.8144166569733429,0.12501228391350308,,20,0.390801057627321,0.001728365283264532,1.728365283264532,0.002271634716735468,2.271634716735468,52.99503157265794,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.8144166569733429,0.12501228391350308,0.027837667214686702,0.09000018778215686,-1.276745825997686e-07,0.0,0.0,4.712388981031122,-0.004999999999999999,0.7769875160604999,-0.7110652552687025,-0.10000125244863368,-0.9966417011879695,-0.08188564501997624,0.00024615607330398846,0.7769818103014248,-0.710964644212289,-0.10000128792756967,-0.9968005019252112,-0.0799293456801786,0.00024302424924983488,0.00010077271634353759,0.10077271634353759,0.00010077272258905178,0.10077272258905177,0.027837667214686702,0.09000018778215686,-1.276745825997686e-07,0.0,0.0,4.712388981031122,-0.004999999999999999,0.04374211493066611,0.09000016405374753,-1.276745825997686e-07,0.0,0.0,4.712388980912457,-0.005000000000000001,0.0699949569924485,0.09000013165493784,-1.276745825997686e-07,0.0,0.0,4.71238898080113,-0.004999999999999999,0.08999655946453726,0.09000009185302914,-1.276745825997686e-07,0.0,0.0,4.712388980657219,-0.0049999999999999975,0.08643048938573993,0.09000004712385117,-1.276745825997112e-07,0.0,0.0,4.712388980508277,-0.004999999999999999,0.05063095502565239,0.09000004712385117,-1.2767452519760252e-07,0.0,0.0,4.712388980508277,-0.004999999999999998,0.02530712321348889,0.09000004712385117,-7.027229885363548e-08,0.0,0.0,4.712388980508277,-0.004999999999999999,0.012813402253728545,0.09000004712385117,-7.027215479578843e-14,0.0,0.0,4.712388980508277,-0.005,-0.0002751103076045029,0.09000004712385117,-7.027201073823671e-20,0.0,0.0,4.712388980508277,-0.005000000000000002,-0.014426624178390522,0.09000004712385117,-7.027186668098029e-26,0.0,0.0,4.712388980508277,-0.005,-0.014426624178390522,0.09000004712385117,-7.027172262401918e-32,0.0,0.0,4.712388980508277,-0.004999999999999999,-0.014426624178390522,0.09000004712385117,-7.02716488387879e-38,0.0,0.0,4.712388980508277,-0.005
9,solved,0,ltv_oneshot,1,23,23,23,34,0.053742114930666114,0.10000016405374752,-3.564154082407163e-08,0.0,0.0,5.235987756510756,-0.005,0.663611470120882,-0.6989272805568643,-0.1,0.00042129812868301673,0.9589099060225095,-0.28371007383653774,0.0004567750598077815,0.021083403806063234,0.7771079440468593,-0.7113329983844505,-0.1000008809601814,-0.994806479930611,-0.10178404924014137,0.0002735111469682972,0.0001029741380664947,0.1029741380664947,0.00010297414043595271,0.10297414043595271,1,1.814444239053271,0.11112474635119522,,20,0.13943211043976517,0.001793528079447524,1.7935280794475241,0.002206471920552476,2.206471920552476,53.981385379371964,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,solved,1.814444239053271,0.11112474635119522,0.053742114930666114,0.10000016405374752,-3.564154082407163e-08,0.0,0.0,5.235987756510756,-0.005,0.7771079440468593,-0.7113329983844505,-0.1000008809601814,-0.994806479930611,-0.10178404924014137,0.0002735111469682972,0.7771005972204192,-0.7112302866652954,-0.10000090305058199,-0.9950139582504909,-0.09973540021675695,0.000269870883191853,0.0001029741380664947,0.1029741380664947,0.00010297414043595271,0.10297414043595271,0.053742114930666114,0.10000016405374752,-3.564154082407163e-08,0.0,0.0,5.235987756510756,-0.005,0.06368917099067595,0.10000013165493783,-3.564154082407163e-08,0.0,0.0,5.235987756399429,-0.004999999999999999,0.07999655946453726,0.10000009185302913,-3.564154082407163e-08,0.0,0.0,5.235987756255518,-0.004999999999999999,0.09643048938573992,0.10000004712385116,-3.564154082403599e-08,0.0,0.0,5.235987756106576,-0.005000000000000001,0.06063095502565239,0.10000004712385116,-3.564150518263952e-08,0.0,0.0,5.235987756106576,-0.005,0.01530712321348889,0.10000004712385116,-3.5641432117739315e-14,0.0,0.0,5.235987756106576,-0.004999999999999999,0.0028134022537285447,0.10000004712385116,-3.564135905298889e-20,0.0,0.0,5.235987756106576,-0.005,-0.010275110307604503,0.10000004712385116,-3.5641285988388246e-26,0.0,0.0,5.235987756106576,-0.005000000000000001,-0.024426624178390522,0.10000004712385116,-3.564121292393737e-32,0.0,0.0,5.235987756106576,-0.004999999999999999,-0.024426624178390522,0.10000004712385116,-3.5641139859636273e-38,0.0,0.0,5.235987756106576,-0.005000000000000001,-0.024426624178390522,0.10000004712385116,-3.5641066795484945e-44,0.0,0.0,5.235987756106576,-0.005,-0.024426624178390522,0.10000004712385116,-3.564102937240406e-50,0.0,0.0,5.235987756106576,-0.005
