W_el,W_b,W_t,W_m,W_cf,W_g,W_total
1.756967179622213044e-05,1.756967178347719160e-05,1.274493525548699228e-14,-1.165167921813140028e-04,1.946401361262758222e-07,0.000000000000000000e+00,-9.875248024896558763e-05
