x_src,y_src,z_src,rx,ry,rz,L
1.785719371322214144e-02,-2.733731068671474418e-02,-7.666793644389713336e-05,-7.571442361964386691e-06,-2.866140547119755411e-06,6.747945687224365940e-04,-3.031770380135245802e-01
1.127355343816249800e-02,-1.930958979146080168e-02,-3.921777563808959144e-05,-4.689610866304150250e-06,-1.180747444262664203e-06,4.207793050103880717e-04,9.886624618371530060e-01
-3.062930105379724210e-05,1.183910650071062776e-05,7.151761227917191599e-02,-3.182811393311058001e-03,-4.069325425168357491e-04,-9.739993094698418119e-05,-2.510865008964469069e-04
