rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
1.511639953810135772e-02,5.624554332466714240e-02,6.844546308775710519e-02,1.449562197231206266e-02,1.037333947809683243e+00,1.568075440952715338e-02
