x_src,y_src,z_src,rx,ry,rz,L
1.713959848404048719e-02,-2.652512233440361064e-02,1.091004796511821579e-04,-4.648199064576140605e-06,-3.873837712231529339e-07,6.732586607129661472e-04,-3.062266084678254563e-01
1.090591671610222947e-02,-1.840737862608972028e-02,5.243813113743850222e-05,-2.171777519112002726e-06,-1.114911394399499354e-07,4.220757698385192670e-04,9.855304010400007808e-01
1.137531332603043416e-04,-2.116388240758474868e-04,6.717041506315329924e-02,-3.027107311560668992e-03,-5.357450541744512894e-04,4.476719110528948281e-06,-1.458948163335486992e-02
