W_el,W_b,W_t,W_m,W_cf,W_g,W_total
9.053673303883026829e-07,9.053673135149705751e-07,1.687333214474509735e-14,-4.244325695165123373e-05,1.646743651783710666e-07,0.000000000000000000e+00,-4.137321525608456184e-05
