node_index,s_m,insertion_m,position_error_m,position_error_mm,tangent_error_rad,tangent_error_deg,feasible,position_constraint_margin_m,tangent_constraint_margin_rad,minimum_joint_margin_rad,minimum_state_margin,jacobian_condition,jacobian_effective_rank,contact_active,contact_diagnostic_available,minimum_gap_m,contact_energy,contact_force_norm,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,magnet_pose_x,magnet_pose_y,magnet_pose_z,magnet_pose_rx,magnet_pose_ry,magnet_pose_rz,desired_x,desired_y,desired_z,achieved_x,achieved_y,achieved_z,desired_tangent_x,desired_tangent_y,desired_tangent_z,achieved_tangent_x,achieved_tangent_y,achieved_tangent_z,seed_q1,seed_q2,seed_q3,seed_q4,seed_q5,seed_q6,seed_L,change_from_seed_q1,change_from_seed_q2,change_from_seed_q3,change_from_seed_q4,change_from_seed_q5,change_from_seed_q6,change_from_seed_L
0,0.0,0.025,0.0,0.0,0.5937702239592709,34.0205278334039,1,0.001,2.546077100378528,4.226776597179587,0.025,nan,0,1,1,0.048579337599595936,3.273941598143782e-13,1.5207882997213842e-09,-0.85634357,-1.94584002,-1.76176286,-1.0331945,1.56234264,-2.05640871,0.24557497783369636,-0.6700279629478505,-0.016566991220873295,-3.077932948039142,0.5753726959665791,0.045033578217205016,0.5005794864881917,-0.669607395033303,-0.01656004894946191,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-0.8137334712067719,0.5812381937190447,0.0,-0.9996493453761041,0.026476307031826483,0.00043755580570542735,-0.85634357,-1.94584002,-1.76176286,-1.0331945,1.56234264,-2.05640871,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00025,0.02528692981742798,0.00017487964110455645,0.17487964110455645,0.5882996105745686,33.707084775112676,1,0.0008251203588954436,2.55154771376323,4.226914065006375,0.024713070182572024,nan,0,1,1,0.04846235170436074,3.3172564643551375e-13,1.5259711275672065e-09,-0.8534201459345682,-1.9416794620356213,-1.7617423776702084,-1.0345789224112405,1.5646644046030291,-2.056271242173211,0.24847132823823617,-0.6687203790501733,-0.013910323438184546,-3.0787550526984093,0.5711589320151069,0.03937476951383504,0.50037605312039,-0.6694620854848733,-0.01656004894946191,0.5002953100219011,-0.6695127500194682,-0.01641343194549052,-0.8137334712067613,0.5812381937190595,0.0,-0.9994419919709907,0.03201115582202863,0.0095388986783625,-0.8541125363347328,-1.9446370454593733,-1.7634797056567464,-1.0350272770996605,1.5642328244335915,-2.0559879968661097,0.02517576842763293,0.0006923904001646664,0.002957583423752075,0.0017373279865380287,0.00044835468841997184,0.0004315801694376731,-0.0002832453071013319,0.00011116138979504891
2,0.0005,0.02548122549732908,0.00018588550006655143,0.18588550006655144,0.5828847872218401,33.39683825019246,1,0.0008141144999334486,2.5569625371159588,4.227149927478391,0.024518774502670922,nan,0,1,1,0.04837560987030224,3.347050478378231e-13,1.5298417531057089e-09,-0.8517953849543657,-1.9415138256364077,-1.7624604084393167,-1.0352710930420794,1.565931896535994,-2.0560353797011954,0.24945896778064602,-0.6672612945104288,-0.014190446824120573,-3.0774302697899483,0.5687217814452461,0.03966914868314401,0.5001726197525883,-0.6693167759364435,-0.01656004894946191,0.5001034608301038,-0.6694206187653127,-0.016422255156175656,-0.8137334712067509,0.5812381937190743,0.0,-0.9992600567405064,0.03741475485534376,0.008914882056110145,-0.8519042038052356,-1.9435205833468765,-1.7650556204434003,-1.0367169630495583,1.5660764112051875,-2.055578439801331,0.025378894871755937,0.00010881885086988508,0.002006757710468765,0.0025952120040835247,0.0014458700074788666,-0.00014451466919340739,-0.00045693989986439476,0.00010233062557314307
3,0.00075,0.025675602865678097,0.00020580334076924272,0.20580334076924273,0.577167699599586,33.06927325833081,1,0.0007941966592307573,2.562679624738213,4.2273792490355095,0.024324397134321905,nan,0,1,1,0.04828124011908297,3.377323283427337e-13,1.5340828323252621e-09,-0.8501546684374675,-1.9413308522941652,-1.7632121256676812,-1.0359936847400169,1.5672240401795534,-2.0558060581440767,0.2504370687546225,-0.6657624963723368,-0.014472965673389293,-3.076061941054342,0.5662461768165555,0.040001463914681124,0.49996918638478666,-0.6691714663880137,-0.01656004894946191,0.49991213091324804,-0.6693220522385572,-0.01643189439489838,-0.8137334712067331,0.581238193719099,0.0,-0.9990358607199619,0.04311922840657142,0.008251129446745413,-0.8497475043082452,-1.9425027014482075,-1.7664976084147086,-1.038263349744967,1.5678555188263656,-2.0551815671547735,0.02558697280442353,-0.0004071641292222594,0.001171849154042226,0.003285482747027446,0.002269665004950072,-0.0006314786468122335,-0.0006244909893031725,8.863006125456666e-05
4,0.001,0.02587019130432395,0.00022931739586033313,0.22931739586033315,0.5711789580949224,32.72614364551876,1,0.0007706826041396669,2.5686683662428766,4.227615956370133,0.024129808695676054,nan,0,1,1,0.04817976748418471,3.4080797955323424e-13,1.5386784096064914e-09,-0.8484860489509903,-1.9411228368294013,-1.7639808308006508,-1.0367316836697902,1.5685338994875797,-2.0555693508094524,0.2514258224308836,-0.6642369220454413,-0.01474530714281902,-3.074679619434975,0.5637410019967588,0.04033083339902979,0.499765753016985,-0.6690261568395839,-0.01656004894946191,0.4997212611777336,-0.669217409452076,-0.016441603255157974,-0.8137334712067098,0.5812381937191318,0.0,-0.998765281651271,0.04909423948780234,0.007593932918573092,-0.8476463285557461,-1.9415726537531883,-1.7678181631943126,-1.0396793674016611,1.5695694500846127,-2.054799584448249,0.02579659234312601,-0.00083972039524427,0.0004498169237869831,0.0038373323936617965,0.0029476837318709315,-0.0010355505970329748,-0.0007697663612034056,7.359896119793832e-05
5,0.00125,0.02606545059336938,0.0002529665389196103,0.2529665389196103,0.5649591671395896,32.36977587432455,1,0.0007470334610803897,2.574888157198209,4.227863115058009,0.023934549406630624,nan,0,1,1,0.04807204551077872,3.4393511267617816e-13,1.543597539976453e-09,-0.846787592857455,-1.9409134357058921,-1.7647481828100224,-1.0374645059173806,1.5698533354944972,-2.0553221921215776,0.25243623966675255,-0.6627002483463919,-0.015015268579986196,-3.0732986832605826,0.5612108324687428,0.040646798140424566,0.4995623196491833,-0.6688808472911542,-0.01656004894946191,0.4995304421258165,-0.6691072293110766,-0.016451757332183334,-0.8137334712067126,0.5812381937191279,0.0,-0.9984458808842601,0.055298550855489875,0.006920492651315301,-0.8456040506046354,-1.9407223261231321,-1.7690291381771546,-1.0409768739400411,1.5712187922393872,-2.0544316039844652,0.026007223499912965,-0.0011835422528195805,-0.00019110958276002954,0.004280955367132133,0.003512368022660528,-0.0013654567448899702,-0.0008905881371124025,5.822709345641372e-05
6,0.0015,0.026261353520585982,0.0002731399416243171,0.2731399416243171,0.5584624692725237,31.99754250577003,1,0.0007268600583756829,2.5813848550652754,4.228104088677043,0.02373864647941402,nan,0,1,1,0.04795759867528861,3.471171610775883e-13,1.5488695392897698e-09,-0.8450751399952392,-1.9407373887244537,-1.7655356604267691,-1.0381980069333643,1.571190133791873,-2.055081218502544,0.2534421188751649,-0.6611370985664341,-0.015315704125582197,-3.0718742490758704,0.5586464304998516,0.04101729224706585,0.49935888628138164,-0.6687355377427244,-0.01656004894946191,0.4993398051405655,-0.6689906623437897,-0.01646437880936069,-0.8137334712067158,0.5812381937191234,0.0,-0.9980713069514441,0.06177638635567331,0.006111000660352871,-0.8436215732194443,-1.939944485787521,-1.770138952855485,-1.0421689276201762,1.5728035805382268,-2.0540829542598695,0.02621876540492552,-0.00145356677579489,-0.0007929029369326823,0.004603292428715822,0.0039709206868119296,-0.001613446746353775,-0.0009982642426744626,4.258811566046003e-05
7,0.00175,0.026457806343375787,0.0002892151681502212,0.2892151681502212,0.5517089259730252,31.61059297794991,1,0.0007107848318497788,2.588138398364774,4.228342581888027,0.023542193656624216,nan,0,1,1,0.047836628121249294,3.503532818867594e-13,1.5544935870840255e-09,-0.8433628500497822,-1.940588839746713,-1.7663463895148845,-1.0389389440390608,1.5725345327261027,-2.0548427252915586,0.25442786633472037,-0.6595502501299905,-0.01564290806277774,-3.0704061643426637,0.5560762487102057,0.04145667710037764,0.49915545291357993,-0.6685902281942946,-0.01656004894946191,0.4991495239893464,-0.6688679261322258,-0.01647946286744799,-0.813733471206726,0.5812381937191089,0.0,-0.997637198536638,0.06850765091691124,0.00516931927970759,-0.8416994237163303,-1.9392315912441824,-1.7711599187752438,-1.0432609146203686,1.574326142908138,-2.0537498011107673,0.026431184486809728,-0.001663426333451845,-0.0013572485025306058,0.004813529260359273,0.004321970581307788,-0.0017916101820354413,-0.0010929241807913215,2.6621856566058644e-05
8,0.002,0.02665529688009826,0.00030142350485378024,0.3014235048537802,0.5447269999061735,31.21055808144693,1,0.0006985764951462198,2.595120324431625,4.22859362217879,0.023344703119901743,nan,0,1,1,0.04770938686921787,3.5365009878142283e-13,1.56046695810576e-09,-0.8416469539501213,-1.9404425806445411,-1.7671745172744806,-1.039686043923638,1.5738738596495625,-2.0545916850007964,0.25539905667309715,-0.6579479063210881,-0.015976560120988692,-3.0689214517834915,0.5535229351238983,0.041938123069215995,0.4989520195457783,-0.6684449186458649,-0.01656004894946191,0.4989591859186028,-0.6687393474075892,-0.016495889175083135,-0.813733471206736,0.581238193719095,0.0,-0.9971398060080106,0.07546433106578991,0.004164374034591421,-0.8398380536468938,-1.9385782758556476,-1.7720979907554197,-1.0442640895678845,1.5757885343499642,-2.0534313594718405,0.026644456756722435,-0.0018089003032275563,-0.001864304788893545,0.004923473480939133,0.0045780456442465756,-0.0019146747004017417,-0.0011603255289558412,1.084012337582499e-05
9,0.0022500000000000003,0.026854130687553854,0.0003091353681051245,0.3091353681051245,0.5375052137531646,30.796780214333506,1,0.0006908646318948755,2.602342110584634,4.228846896323969,0.02314586931244615,nan,0,1,1,0.047575601307388214,3.5701469576100985e-13,1.5668120216846855e-09,-0.8399295256696911,-1.9402974280656249,-1.7680225145506543,-1.040442976653127,1.5752167204576117,-2.054338410855618,0.256354317852844,-0.6563270604902901,-0.016317394276166797,-3.0674126134525763,0.550972413860595,0.042459178358021786,0.49874858617797657,-0.668299609097435,-0.01656004894946191,0.49876859288931275,-0.668604598042925,-0.016513722386413437,-0.8137334712067438,0.5812381937190841,0.0,-0.9965732111058465,0.08265749291498986,0.003094151125972293,-0.8380370634265027,-1.937980291685985,-1.7729579175056671,-1.0451875676230433,1.5771944292503417,-2.0531218692513136,0.026858545877353413,-0.0018924622431883975,-0.002317136379639928,0.004935402955012824,0.004744590969916418,-0.0019777087927299597,-0.0012165416043043997,-4.415189799558683e-06
