k,status,infeasible,solver_mode,rollout_steps,i_ref,i_ref_mpc,idx_ref_0,idx_ref_terminal,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_now_x,p_now_y,p_now_z,p_now_qw,p_now_qx,p_now_qy,p_now_qz,p_now_L,tip_x,tip_y,tip_z,tip_tx,tip_ty,tip_tz,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,sqp_iters_done,sqp_du_final,sqp_du_rel_final,frame_path,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,tip_vessel_angle_deg,trust_vx,trust_vy,trust_vz,trust_wx,trust_wy,trust_wz,trust_dL,rollout_steps_used,rollout_steps_next,rollout_adaptation_reason,cond_H_beam,lambda_min_H_beam,lambda_max_H_beam,num_negative_H_beam,num_near_zero_H_beam,stationarity_norm,cond_H_mpc,lambda_min_H_mpc,lambda_max_H_mpc,num_negative_H_mpc,num_near_zero_H_mpc,valid_H_mpc,norm_H_mpc,norm_H_track,norm_H_effort,norm_H_smooth,qp_reg,sqp_status_0,sqp_du_0,sqp_du_rel_0,u_applied_0_vx,u_applied_0_vy,u_applied_0_vz,u_applied_0_wx,u_applied_0_wy,u_applied_0_wz,u_applied_0_dL,x_rollout_0_x,x_rollout_0_y,x_rollout_0_z,x_rollout_0_tx,x_rollout_0_ty,x_rollout_0_tz,x_pred_0_x,x_pred_0_y,x_pred_0_z,x_pred_0_tx,x_pred_0_ty,x_pred_0_tz,rollout_err_xy_0_m,rollout_err_xy_0_mm,rollout_err_xyz_0_m,rollout_err_xyz_0_mm,u_plan_0_vx,u_plan_0_vy,u_plan_0_vz,u_plan_0_wx,u_plan_0_wy,u_plan_0_wz,u_plan_0_dL,u_plan_1_vx,u_plan_1_vy,u_plan_1_vz,u_plan_1_wx,u_plan_1_wy,u_plan_1_wz,u_plan_1_dL,u_plan_2_vx,u_plan_2_vy,u_plan_2_vz,u_plan_2_wx,u_plan_2_wy,u_plan_2_wz,u_plan_2_dL
0,solved,0,lti,1,18,18,18,20,-0.009997605835576316,-0.009999970687977519,-7.478997736188964e-10,0.0,0.0,-0.5235987744142295,0.04000007074259814,0.6619328699062416,-0.7101273161059597,-0.1,0.0005353394292207219,0.9999843818638083,0.0055542679885669825,0.0003155111155186858,0.016800001414851964,0.7813328295130401,-0.709915595847252,-0.10000438658777527,nan,nan,nan,5.6196219128565704e-05,0.056196219128565705,5.619622455820605e-05,0.056196224558206054,1,0.9078369667321616,26.206995855398812,,16,0.03475368004730928,0.0013482495699828241,1.348249569982824,0.002651750430017176,2.651750430017176,1.481135160224466,0.01,0.01,0.0001,0.17453292519943295,0.17453292519943295,0.5235987755982988,0.02,1,1,neutral:hold,2.833638338808645,1.8741785747469826e-09,5.49410809705765e-09,0,0,3.363016411265902e-18,1948057.377539786,2.000999999958119e-06,3.898062812375525,0,0,True,3.960290042945869,3.959833054576588,0.060000000399999996,1.6733200530681513e-07,1e-09,solved,0.9078369667321616,26.206995855398812,-0.009997605835576316,-0.009999970687977519,-7.478997736188964e-10,0.0,0.0,-0.5235987744142295,0.04000007074259814,0.7813328295130401,-0.709915595847252,-0.10000438658777527,nan,nan,nan,0.7813328298496138,-0.7099717920663795,-0.10000436188452555,nan,nan,nan,5.6196219128565704e-05,0.056196219128565705,5.619622455820605e-05,0.056196224558206054,-0.009997605835576316,-0.009999970687977519,-7.478997736188964e-10,0.0,0.0,-0.5235987744142295,0.04000007074259814,-0.009998226117315327,-0.009999970685076798,-7.339840007311946e-10,0.0,0.0,-0.523598774415034,0.040000113315073395,0.0009997506382845877,-0.009999971050097896,-7.100892898499626e-10,0.0,0.0,-0.5235987744648802,0.04000016618063316
