k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err
125,98,0.8890867546771614,-0.8360873781233825,-0.0713968950798231,-3.0098398026356942e-05,-0.001894515834226001,-1.5707953886214745,0.20159849984333034,0.6869750886923863,-0.8500682646181743,-0.09,0.0245790183737124,-0.9569827588993276,-0.28879314706446446,0.013356243252462922,0.0977656874295493,0.7625981713327923,-0.7196516986147311,-0.09496087922399302,-0.9440396551728472,-0.32367392874059414,0.06343750716067578,solved,0,0.001589859120452283
126,100,1.0000553028556787,-0.6961483868476205,-0.991288252097132,-2.4688709995114572e-05,-0.0019299193413343137,-1.5707965554642125,0.19787585326305765,0.6969756417209431,-0.8570297484866505,-0.09,0.02468025408266547,-0.9546849643125181,-0.29630052764611453,0.013171988864830557,0.09974444596217988,0.7606359495516515,-0.7201722145125726,-0.09692651656176889,-0.9533989591596825,-0.2998604519193717,0.03337864658646842,solved,0,0.0009878988987988783
127,102,0.7724651176941736,-0.48026877199536366,0.581667855069914,-2.752622499008865e-05,-0.001945714311505561,-1.5707964189346453,0.19999888574366262,0.7047002928978848,-0.8618324362066041,-0.09,0.024779930441097806,-0.9523282796706415,-0.30378963246824564,0.012986993173908935,0.10174443481961651,0.7585691659740169,-0.7200990774377533,-0.09608170111084773,-0.9661626248994913,-0.2544871248078892,0.04202482069371242,solved,0,0.005721232237834791
128,102,1.0000007529310984,1.0000016983585551,1.0000002455885164,-1.5026114922331969e-05,-0.0019479856201888625,-1.5707963069617863,-0.0025734581387059996,0.7147003004271958,-0.8518324192230186,-0.09,0.024878134317472194,-0.9499128493155012,-0.3112599970217845,0.012801226198549802,0.10171870023822945,0.7582790948975876,-0.7185680735092395,-0.09467592377036209,-0.9794422347740057,-0.1936850476963858,0.05638271933625,solved,0,0.001783600992691002
129,102,-0.6263667539255325,-0.9980277268481994,-1.0000020243390824,-1.855150718677008e-05,-0.0019226723510416357,-0.05478269123254136,-0.0031988684696360094,0.7084366328879405,-0.8618126964915005,-0.09,0.024878559444616234,-0.9498274345806322,-0.31152041958896626,0.012803514246092907,0.10168671155353308,0.7582315949963473,-0.7183538970042203,-0.09490898834241991,-0.986378734598553,-0.15641672249872687,0.050899910162138406,solved,0,2.3565034729514273e-06
130,103,-0.9999881400427366,0.3642590319484614,-0.004101926458584985,1.8325019444915806e-05,-0.0018980800770202276,-1.515970825035518,0.1998171763370866,0.698436751487513,-0.8581701061720158,-0.09,0.024972023201159103,-0.9474387683708103,-0.3187111899309896,0.012623615092973514,0.10368488331690394,0.7565528845975213,-0.7196781395216637,-0.09551777076730442,-0.9850601016405864,-0.1677625964929003,0.03888839639015429,solved,0,0.06470860352516913
131,104,1.0000036805715473,-1.0000441953687367,0.11763420138770332,-1.924788312897043e-05,-0.001983321104852412,-1.0113222171084821,-0.00354809272759896,0.7084367882932285,-0.8681705481257032,-0.09,0.025032284681588156,-0.9458149412218001,-0.32349817312461254,0.012506545096910862,0.10364940238962794,0.7581696367843853,-0.723078754174541,-0.0956370374606141,-0.9318348089742114,-0.36048266499084647,0.04166697763327554,solved,0,0.00938549674106888
132,105,1.0004707988696793,-0.782880617150084,0.0407721094552584,1.2572322917579103e-05,-0.001972190670584956,-0.21004072062709334,0.02825789157037947,0.7184414962819253,-0.875999354297204,-0.09,0.025042274747917228,-0.9454745558085849,-0.32449153884389675,0.012489596179577107,0.10393198130533174,0.7589486019713311,-0.725185595211148,-0.09589344244679113,-0.8529968948769678,-0.5197249695295989,0.047772935619542184,solved,0,0.00332195843307284
133,106,1.0000218409503892,0.43607575251188607,0.14418474579345344,-1.4472610458071442e-05,-0.0019651303881582285,-0.756548886675882,0.20116000149809796,0.7284417146914293,-0.8716385967720851,-0.09,0.025086083667194944,-0.944240204758929,-0.3280659442743503,0.012404044922414653,0.10594358132031272,0.7571600038981533,-0.7257475918884533,-0.09603594083541747,-0.876836934107923,-0.4788371827791172,0.043265960897412914,solved,0,0.0017111111407876855
134,107,-0.4682667574000321,-0.30832289497935106,-0.21903847186115621,1.447848369340787e-05,-0.00199592790713185,-0.39799264302246085,0.041494912860640866,0.7237590471174289,-0.8747218257218786,-0.09,0.02510751195100125,-0.9435853708046117,-0.32994454618075986,0.012363546931453471,0.10635853044891913,0.757012990668276,-0.7264654606126517,-0.09507823572750689,-0.8462456365118884,-0.5289612602954256,0.06378328771131131,solved,0,0.005635964414989056
135,108,0.011999407664505213,0.2140408215843278,-0.0015558014179400089,-1.446769762524609e-05,-0.0019927770377093372,-0.23270996038036795,0.20004606892120086,0.723879041194074,-0.8725814175060354,-0.09,0.02511852476685564,-0.943200703824781,-0.33104248220319615,0.0123437026341881,0.10835899113813113,0.7551722658399992,-0.7272397712553957,-0.09523452690764421,-0.8636146326928127,-0.50082473684118,0.05783034814715271,solved,0,0.000149725481737069
136,108,0.0003822125986724663,-0.10499538648169736,0.00035893556647844413,1.2714977181284952e-05,-0.001992973672726419,-0.2951182881650171,0.19891821956895173,0.7238828633200607,-0.8736313713708523,-0.09,0.025133472845090588,-0.9427110690533845,-0.33243414968422774,0.012316044441895749,0.11034817333382065,0.7529696706305924,-0.7272326441754411,-0.09527395257004588,-0.9063162205599256,-0.4195354986844279,0.05080230008159944,solved,0,4.611946055007848e-05
137,108,0.5072628298256523,-0.14750005220968748,-0.25582097285925187,-1.2656738841008054e-05,-0.001991709445189888,0.06695869279047206,0.17774820769122193,0.7289554916183172,-0.8751063718929493,-0.09,0.025125977884821765,-0.9428221918930271,-0.3321187686108887,0.012333825268195864,0.11212565541073287,0.7510821414823876,-0.7272778929088213,-0.09532851669967238,-0.9308710805900485,-0.36249338983067464,0.04558040862236725,solved,0,0.00018037656732787288
138,108,0.07204708270585702,0.023427769538627886,0.003091880895698893,1.256964212453611e-05,-0.0019904782313796146,-0.36595600319893906,0.19999994723463177,0.7296759624453758,-0.874872094197563,-0.09,0.025145257876515906,-0.9422127852409536,-0.3338436181429471,0.012297233836689146,0.11412565488307919,0.7517948111837369,-0.7294335969763684,-0.09576119416596338,-0.8778537847043403,-0.4742461147808619,-0.06680834749882293,solved,0,0.0007018779012506675
139,108,0.01302197162440357,0.0004891299349551899,-0.01677857466536544,-1.2518772007751118e-05,-0.001989312757028882,0.43299525846248743,0.1997490564863704,0.7298061821616199,-0.8748672028982134,-0.09,0.025115196175988466,-0.9429332192747119,-0.3318032198734348,0.01236099473711314,0.11612314544794289,0.7506373006635332,-0.7295365680390362,-0.09645044704914617,-0.910478720162062,-0.3957437635433559,-0.12006404019769648,solved,0,8.905360783111764e-06
