x_src,y_src,z_src,rx,ry,rz,L
-1.083150236169672098e-08,-5.130024738342342516e-06,-5.144563330894413866e-06,-4.996003610813204432e-13,2.068347160211203573e-07,-2.062491288867818184e-07,-9.999999795118340584e-01
6.763345455906843995e-05,7.978164708655199888e-02,1.121019388428123875e-07,-2.031997958784614866e-06,-1.424643736314123998e-08,3.212794411178165888e-03,2.370897922432390898e-04
6.761373352870414521e-05,1.222126982947102647e-07,7.978164746620663994e-02,2.034204742151768386e-06,-3.212795638946053245e-03,2.040553143123347013e-08,2.368369396432701008e-04
