W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.957763473190826791e-11,3.957763473190826145e-11,9.491260405620730486e-28,-1.656753039082061927e-04,2.043799234109929001e-13,0.000000000000000000e+00,-1.656752641261915418e-04
