rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
3.385771275737814185e-03,3.017310037258121372e-02,3.020959473431751932e-02,3.114943461425376839e-05,1.006355278776859707e+00,3.407288796069812137e-03
