s,px,py,pz,qw,qx,qy,qz
0.000000000000000000e+00,7.981328220229531034e-01,-7.099273166922001055e-01,-1.000000000000000056e-01,-1.591549349476097951e-07,9.999998986788191102e-01,3.183098539322571177e-04,3.183098539322571177e-04
2.388888888888888746e-03,7.957439341022441992e-01,-7.099288375055505806e-01,-1.000015208138345241e-01,-1.164478126975981101e-05,9.993216998078151558e-01,-3.682433086889785184e-02,3.298691801230908631e-04
4.777777777777777492e-03,7.933615245496639101e-01,-7.097530183565887718e-01,-1.000030937376785445e-01,-2.581229036018584913e-05,9.970160087395989468e-01,-7.719433717556402341e-02,3.346023177392343706e-04
7.166666666666666671e-03,7.910011068095504916e-01,-7.093853014744607721e-01,-1.000046781028010034e-01,-4.083034220783470154e-05,9.925343340245126322e-01,-1.219650823211472918e-01,3.358716959864707771e-04
9.555555555555554983e-03,7.886832902036573500e-01,-7.088069297572170413e-01,-1.000062470500792250e-01,-5.627796180816686643e-05,9.847925624209146189e-01,-1.737339823059831090e-01,3.304925787013892106e-04
1.194444444444444330e-02,7.864386118759717492e-01,-7.079894904299717240e-01,-1.000077553431100996e-01,-7.845323602628830593e-05,9.719238437798952690e-01,-2.352954188808841218e-01,3.187332316725931367e-04
1.433333333333333334e-02,7.843142400467161268e-01,-7.068968639992193603e-01,-1.000091472279820148e-01,-1.057515200598445516e-04,9.508965539011509094e-01,-3.095087117898569495e-01,2.998694965691224351e-04
1.672222222222222165e-02,7.823830418802281139e-01,-7.054907124032565591e-01,-1.000103532052852434e-01,-1.328341946684427112e-04,9.277235797749505686e-01,-3.732678244888548158e-01,2.703441974782607392e-04
1.911111111111110997e-02,7.806598357136769195e-01,-7.038362186115671992e-01,-1.000113145990740443e-01,-1.480728896000370147e-04,9.125425729977432177e-01,-4.089816213292737923e-01,2.528951491216637989e-04
2.149999999999999828e-02,7.790701067484843145e-01,-7.020530889810348008e-01,-1.000121278652388729e-01,-1.528997114235966428e-04,9.074016870004819602e-01,-4.202643143574585349e-01,2.472407995502365363e-04
