W_el,W_b,W_t,W_m,W_cf,W_g,W_total
1.575088687541569346e-05,1.575088687231330315e-05,3.102388293873701299e-15,-5.898397495584805663e-05,4.144685435859979736e-07,0.000000000000000000e+00,-4.281861953684636720e-05
