Condition,Steps,Step min,Step max,Mean measured-reference error [mm],Max measured-reference error [mm],Mean predicted-measured error [mm],Median predicted-measured error [mm],Max predicted-measured error [mm],Mean one-step prediction error [mm],Max one-step prediction error [mm],Mean raw model error [mm],Median raw model error [mm],Max raw model error [mm],Mean prediction-reference error [mm],Max prediction-reference error [mm],Mean wall clearance [mm],Minimum wall clearance [mm],Mean Jacobian gain,Median Jacobian gain,Mean Jacobian directional cosine,Mean Jacobian XY error [mm],Max Jacobian XY error [mm],Final reference index
With boundary conditions,20,0,19,0.0015957802447436498,0.0033676885748647,0.001224675501921255,0.00114756137035505,0.0017073382922705,0.00047115768780814203,0.001242591564904,0.001327355730757125,0.00145930609237485,0.0022587361252721,0.0004025173075311783,0.0017926605425715,2.9589753895443307,2.0313274959424064,1.0190942178914648,0.8473835947057655,0.9446454623642024,0.4711576878082056,1.2425915649041137,1425
Without boundary conditions,20,0,19,0.00117232359330236,0.0021835918254377,0.0011717258252442748,0.00110521549533235,0.002171634152324,0.000673594458250558,0.0010905048556099,0.002992479397986065,0.00124054213216315,0.0095038663503998,8.85058042251499e-07,1.769856501397577e-05,2.8550556852555076,2.300576995004405,0.681797988759551,0.5917676779988394,0.8698187267453973,0.673594458250613,1.090504855609998,1245
