k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,tracking_err_xy_mm,tracking_err_xyz_mm,clearance_plot_mm,vessel_tip_angle_deg,tip_step_xyz_mm,tip_step_xy_mm_from_pos,u_trans_norm,u_rot_norm,u_dL_abs,jac_gain_abs_error,jac_angle_abs_deg,solved_flag,vessel,magnet_placement,case
0,17,17,1,0.0015882011246732,1.5882011246732202,0.0012537162495924,-0.8069634387173268,-3.3543896558710065e-08,0.0,0.0,-0.03249722124801,0.0099999651666171,0.662145359185449,-0.7179969510793733,-0.1,-0.0005337318000108,-0.9999996913498338,-0.0004807958701736,-0.0003182230886522,0.0160999996516661,0.782062233155727,-0.7108083663867301,-0.1000007746927487,-0.9968357740654462,-0.0794883035967057,0.0002216633944501,solved,0,4.242654662892743e-05,0.0424265466289274,4.2426552567494226e-05,0.0424265525674942,6.001495882726959,16,0.1410578143295733,0.0013364544502816,1.336454450281658,0.0026635455497183,2.663545549718342,0.8556261719050832,0.8556261583639311,0.883090303540019,1.032098283732703,1.0320983000667057,2.1316382227489292,0.999308007092656,0.882479211313425,-0.1000710741912297,-0.8497540378664427,3.590036777037659e-05,-0.1000710741912991,-0.8497540242323742,3.5884591853552195e-05,-0.0705901430626543,-0.8802644578354002,1.3436745702199993e-05,-0.1169565371854133,-0.9931370331676906,4.195800566787608e-05,-0.1169565390364503,-0.9931370329504824,4.1939568470146145e-05,-0.0799353619665866,-0.99680004899466,1.5215596466563489e-05,mpc_3np1s_bc_120/frames/frame_000000.png,0.0424265466289274,0.0424265525674942,2.663545549718342,6.001495882726959,,,0.8069644126173895,0.03249722124801,0.0099999651666171,0.03209828373270307,2.1316382227489292,1.0,120$^\circ$,In-plane,BC
1,18,18,1,0.0018799628674295,1.8799628674295856,-0.0093513121059102,0.1479096363579842,-3.4223908413056404e-08,0.0,0.0,0.0059849993198511,0.0099999505983423,0.6620518460643899,-0.7165178547157935,-0.1,-0.000533722276947,-0.999999705289896,-0.0004508708825999,-0.000318239060432,0.0161999991576495,0.7819526664317181,-0.7106539043847482,-0.1000007468732924,-0.9978832897517184,-0.0650299164340872,0.000223613201012,solved,0,5.668674644528854e-06,0.0056686746445288,5.668722270663758e-06,0.0056687222706637,10.573204711790464,16,0.1190127693054683,0.0004537043352528,0.4537043352528183,0.0035462956647471,3.546295664747182,0.1847235507897184,0.1851742684244147,0.1893762863724127,1.0251875603451928,1.022692234637952,1.2556262861363303,0.9997598800986974,0.1893308133572199,-0.1101506633214232,0.1482889799663632,2.597626731083766e-06,-0.1101820594298086,0.1488268236754519,4.582494481097932e-06,-0.1095667240088582,0.1544620019818809,2.78194563080314e-05,-0.5963000540565297,0.8027616366857804,1.406223905927835e-05,-0.5950181975460767,0.8037122270916424,2.4746929041971263e-05,-0.578566229741103,0.8156353941703556,0.000146900421594,mpc_3np1s_bc_120/frames/frame_000001.png,0.0056686746445288,0.0056687222706637,3.546295664747182,10.573204711790464,0.18937628637241272,0.18937628432906775,0.14820495121842064,0.0059849993198511,0.0099999505983423,0.02518756034519276,1.2556262861363303,1.0,120$^\circ$,In-plane,BC
2,19,19,1,0.0026375605770295,2.637560577029552,-0.0267241641501901,0.430367078657327,-7.311864953178767e-08,0.0,0.0,0.0173961880487645,0.0099998469384107,0.661784604422888,-0.7122141839292203,-0.1,-0.0005336945941953,-0.9999997407242284,-0.0003638899663943,-0.0003182854828936,0.0162999976270337,0.7818352216264626,-0.7101819503955917,-0.1000007241218627,-0.9997480826352948,-0.0224437196480931,0.0002252008209328,solved,0,3.844312390369788e-06,0.0038443123903697,3.844312425501797e-06,0.0038443124255017,9.742631862749366,16,0.244279126367204,0.000595814963993,0.5958149639930241,0.0034041850360069,3.4041850360069756,0.4712494849838059,0.4838493600273888,0.4863474587985701,1.0320381757346282,1.0051629680176488,1.418121421129402,0.9996937124084349,0.4861984966067507,-0.1250815360644036,0.4543464384380966,1.7660365484147707e-05,-0.1196676810738539,0.4688175005383987,2.2231702048736143e-05,-0.117444805255551,0.4719539891564484,2.2751429698542047e-05,-0.2654253002922686,0.9641314270162222,3.7475617580260257e-05,-0.2473242520504316,0.9689327697196104,4.594756939944634e-05,-0.2414833328124635,0.9704049658701248,4.678019651782529e-05,mpc_3np1s_bc_120/frames/frame_000002.png,0.0038443123903697,0.0038443124255017,3.4041850360069756,9.742631862749366,0.4863474587985701,0.48634745826641196,0.4311960149880487,0.0173961880487645,0.0099998469384107,0.032038175734628194,1.418121421129402,1.0,120$^\circ$,In-plane,BC
3,19,19,0,0.0025113560070183,2.511356007018353,0.0073151337434438,0.0283528954001758,-6.20179324080501e-08,0.0,0.0,0.0011589529926429,0.0099998886831111,0.6618577557603225,-0.7119306549752186,-0.1,-0.0005336927497968,-0.9999997428160956,-0.0003580952029274,-0.000318288575523,0.0163999965138648,0.7817346889889843,-0.7101527797386471,-0.1000006917519658,-0.9998060455337656,-0.0196931359947816,0.0002273957447487,solved,0,2.1643462325513657e-05,0.0216434623255136,2.164346511224378e-05,0.0216434651122437,7.300141882038794,16,0.4106832436537763,0.001052834427024,1.052834427024063,0.0029471655729759,2.947165572975937,0.1043678734012367,0.0997304420980427,0.104679221781209,1.002983182178824,1.0496215556560078,0.6286111522467659,0.9999398155153084,0.1046729217161882,-0.1005466722361618,0.0279824696230359,3.308060288593402e-05,-0.0880428422819212,0.0468467559879837,2.138677422658386e-05,-0.1005326374782233,0.0291706569446326,3.23698969434405e-05,-0.9633871895579929,0.2681138238340721,0.0003169615496404,-0.8828081018167784,0.4697337643598301,0.0002144457978593,-0.9603877041457904,0.2786671170101211,0.0003092294382078,mpc_3np1s_bc_120/frames/frame_000003.png,0.0216434623255136,0.0216434651122437,2.947165572975937,7.300141882038794,0.10467922178120907,0.10467921677634644,0.029281356854859483,0.0011589529926429,0.0099998886831111,0.0029831821788239843,0.6286111522467659,1.0,120$^\circ$,In-plane,BC
4,20,20,1,0.0031153027946533,3.1153027946533105,-0.0020871121405734,0.5416071704732184,-9.31627966848178e-08,0.0,0.0,0.0218180072127089,0.0099997576256822,0.6618368846389168,-0.7065145832704864,-0.1,-0.0005336580245091,-0.9999997759303976,-0.0002490051930057,-0.0003183467941902,0.0164999940901216,0.7816383875866724,-0.7095417403629017,-0.1000006653566653,-0.999414362635104,0.0342181121913457,0.0002292525445275,solved,0,6.827484057683973e-06,0.0068274840576839,6.827484076389226e-06,0.0068274840763892,7.14251464640649,16,0.5138172759045865,0.0010713118183157,1.0713118183157544,0.0029286881816842,2.928688181684245,0.5994254560523959,0.6148730126778522,0.6185815059434322,1.031957351323034,1.006031315717418,1.6030521323817946,0.9996086262431014,0.6183394093755031,-0.1098470487442284,0.589274556422563,1.9969918128844437e-05,-0.1013654754477011,0.6064601070445708,2.5889909965881586e-05,-0.0963014023119823,0.6110393757453592,2.6395300542492173e-05,-0.1832538935994515,0.983065618039175,3.3315098528446316e-05,-0.1648559513227638,0.9863176534669458,4.21061087933062e-05,-0.1556810240634463,0.9878073784527874,4.267069139455644e-05,mpc_3np1s_bc_120/frames/frame_000004.png,0.0068274840576839,0.0068274840763892,2.928688181684245,7.14251464640649,0.6185815059434321,0.6185815053802792,0.5416111918573155,0.0218180072127089,0.0099997576256822,0.03195735132303401,1.6030521323817946,1.0,120$^\circ$,In-plane,BC
5,20,20,0,0.0029758857929396,2.9758857929396743,0.0115952493018867,0.0199576320911862,-7.18697117585012e-08,0.0,0.0,0.0008408571489897,0.0099998498902715,0.6619528371319356,-0.7063150069495746,-0.1,-0.0005336566860835,-0.9999997769684488,-0.0002448009082006,-0.0003183490378383,0.0165999925890243,0.7815391495597349,-0.7095147269304042,-0.100000631279544,-0.999339886728431,0.0363281876924972,0.0002314575234079,solved,0,2.6857615273920046e-05,0.02685761527392,2.6857616191239323e-05,0.0268576161912393,4.053304103655416,16,0.6737602075623469,0.001668883374043,1.668883374043075,0.0023311166259569,2.331116625956925,0.102677813698376,0.0932853606607867,0.1028489799997506,1.0016670232371463,1.1025200446374437,0.4510236124165406,0.9999690171720728,0.1028457934475008,-0.0992820899858161,0.0261877614517262,3.4410379405059755e-05,-0.0808294553019672,0.0465699145059117,2.7057575832656333e-05,-0.0992380269374537,0.0270134324975579,3.4077121208175853e-05,-0.9669283597863204,0.2550479067333357,0.0003351296464701,-0.8664752403743942,0.4992199652339208,0.0002900516827184,-0.9648907255832226,0.262651438036852,0.0003313316399273,mpc_3np1s_bc_120/frames/frame_000005.png,0.02685761527392,0.0268576161912393,2.331116625956925,4.053304103655416,0.10284897999975066,0.10284897435433625,0.023081526922307687,0.0008408571489897,0.0099998498902715,0.0016670232371462923,0.4510236124165406,1.0,120$^\circ$,In-plane,BC
6,20,20,0,0.0028776355149461,2.877635514946196,0.010445898006435,-0.0022741796215623,-7.326302433432755e-08,0.0,0.0,-5.8491791746837545e-05,0.0099998333386165,0.662057296112,-0.7063377487457903,-0.1,-0.0005336567791875,-0.9999997768968116,-0.0002450933670941,-0.0003183488817656,0.0166999909224105,0.781439163888699,-0.7095129518891237,-0.1000005975725936,-0.9993438634218766,0.0362186151018896,0.0002335832588096,solved,0,2.3525257439045043e-05,0.023525257439045,2.3525258933877617e-05,0.0235252589338776,3.9323412941779767,16,0.7753792964009684,0.0016853512649011,1.6853512649011737,0.0023146487350988,2.3146487350988263,0.1000000538612871,0.0899170066254747,0.1000014315907416,1.0000137772871245,1.112152587633071,0.0579599457820658,0.9999994883409696,0.1000013804241061,-0.0999824466511262,0.0018761583926372,3.411159293190555e-05,-0.0872890296380601,0.021579915296499,2.5320494409508676e-05,-0.0999856710358626,0.0017750412805161,3.370695041138294e-05,-0.9998239279932252,0.018761573821147,0.0003411157455897,-0.9707733043387372,0.2399981505877351,0.0002815985024387,-0.999842396707444,0.0177501586955334,0.000337064678727,mpc_3np1s_bc_120/frames/frame_000006.png,0.023525257439045,0.0235252589338776,2.3146487350988263,3.9323412941779767,0.10000143159074167,0.1000014259100303,0.010690588296129424,5.8491791746837545e-05,0.0099998333386165,1.377728712448345e-05,0.0579599457820658,1.0,120$^\circ$,In-plane,BC
7,20,20,0,0.0027778046449786,2.777804644978654,0.0094995280599564,-0.0028728743167708,-6.585204817040978e-08,0.0,0.0,-8.586894031061268e-05,0.0099998463117625,0.6621522913925996,-0.706366477488958,-0.1,-0.0005336569158688,-0.99999977679149,-0.0002455227116999,-0.0003183486526428,0.0167999893855281,0.7813391539294624,-0.7095119756177234,-0.1000005644117268,-0.999350259158382,0.0360416980705335,0.0002356273912628,solved,0,2.3139728321213228e-05,0.0231397283212132,2.313972834050747e-05,0.0231397283405074,14.56716680457773,17,0.1870654255385067,0.001670891923249,1.6708919232490689,0.0023291080767509,2.3291080767509316,0.1000121909666276,0.0898978767940474,0.1000147296752123,1.0000253839912927,1.1125371726447135,0.0724567010482589,0.9999992003834116,0.1000146497017754,-0.1000061059886203,0.0011027153884228,3.355160452280959e-05,-0.0875370981454626,0.0204666475633885,3.2215918668865307e-05,-0.1000099592366465,0.000976271400277,3.316086683025077e-05,-0.9999391576371992,0.0110258097314433,0.0003354751475648,-0.9737393280823166,0.2276655277440741,0.0003583612852467,-0.9999523026400088,0.0097612761984894,0.0003315598306163,mpc_3np1s_bc_120/frames/frame_000007.png,0.0231397283212132,0.0231397283405074,2.3291080767509316,14.56716680457773,0.10001472967521231,0.10001472417780648,0.009924436518321672,8.586894031061268e-05,0.0099998463117625,2.5383991292704522e-05,0.0724567010482589,1.0,120$^\circ$,In-plane,BC
8,20,20,0,0.0026779272835181,2.677927283518103,0.0085994447287309,-0.0028561246649201,-5.8659540988658434e-08,0.0,0.0,-8.818331349302481e-05,0.0099998607017783,0.6622382858398869,-0.7063950387356072,-0.1,-0.000533657056234,-0.9999997766831376,-0.0002459636281689,-0.0003183484173446,0.0168999879925459,0.7812391412549787,-0.70951109189269,-0.1000005317753611,-0.9993568210471556,0.0358592773991827,0.0002375940478122,solved,0,2.3022303730635133e-05,0.0230223037306351,2.302230397137976e-05,0.0230223039713797,14.577309886228289,17,0.2834060245291492,0.0016431853281506,1.6431853281506106,0.0023568146718493,2.3568146718493894,0.1000139691469567,0.0897310226123661,0.1000165840870616,1.0000261457487107,1.1146265937381392,0.0723897337542823,0.9999992018608018,0.1000165042599054,-0.100008863177939,0.0010100569898626,3.309474164968349e-05,-0.0874354218651785,0.0201668571865321,3.596577892450714e-05,-0.1000126744836737,0.0008837250333737,3.2636365748794915e-05,-0.9999489474414294,0.0100991591322459,0.0003309011924229,-0.9744168663149582,0.2247478809380339,0.0004008176645871,-0.9999609104487666,0.0088357849994606,0.0003263095420294,mpc_3np1s_bc_120/frames/frame_000008.png,0.0230223037306351,0.0230223039713797,2.3568146718493894,14.577309886228289,0.10001658408706164,0.10001657876228275,0.009061340836074072,8.818331349302481e-05,0.0099998607017783,2.6145748710737493e-05,0.0723897337542823,1.0,120$^\circ$,In-plane,BC
9,20,20,0,0.0025780536344667,2.57805363446671,0.007754210655481,-0.0027178149810915,-5.199004254293523e-08,0.0,0.0,-8.54374312368614e-05,0.009999875042462,0.6623158279464417,-0.7064222168854181,-0.1,-0.0005336571922283,-0.999999776577974,-0.0002463908152296,-0.0003183481893732,0.0169999867429705,0.7811391303508969,-0.7095101524302188,-0.1000004996363866,-0.9993630930043718,0.0356840438669449,0.0002394870299087,solved,0,2.2852490344872877e-05,0.0228524903448728,2.285249789047623e-05,0.0228524978904762,14.587769012860262,17,0.3797226571075227,0.0016153893182458,1.6153893182458106,0.0023846106817541,2.3846106817541894,0.1000128943968878,0.0895755257726282,0.100015321615827,1.0000242690600434,1.116547413516705,0.0692325452261944,0.999999269962309,0.1000152486008725,-0.1000072686912091,0.001060282256307,3.2497758225610706e-05,-0.0873260813839538,0.019948186470664,1.3568252563156412e-05,-0.1000109040818486,0.000939462471261,3.213897448173242e-05,-0.9999437501962865,0.0106014555693134,0.0003249356837594,-0.9748877344646096,0.2226968393275085,0.0001514727649782,-0.9999558314275552,0.0093931855248108,0.0003213405102588,mpc_3np1s_bc_120/frames/frame_000009.png,0.0228524903448728,0.0228524978904762,2.3846106817541894,14.587769012860262,0.10001532161582705,0.10001531645204967,0.008216708657590546,8.54374312368614e-05,0.009999875042462,2.4269060043380364e-05,0.0692325452261944,1.0,120$^\circ$,In-plane,BC
