vessel,magnet_placement,case,n_steps,final_i_ref,final_i_ref_mpc,total_ref_advancements,mean_tracking_err_xy_mm,median_tracking_err_xy_mm,max_tracking_err_xy_mm,mean_tracking_err_xyz_mm,median_tracking_err_xyz_mm,max_tracking_err_xyz_mm,mean_tip_step_xy_mm,max_tip_step_xy_mm,min_clearance_mm,mean_clearance_mm,mean_vessel_tip_angle_deg,max_vessel_tip_angle_deg,mean_jac_pred_mm,mean_jac_mpc_pred_mm,mean_jac_actual_mm,mean_jac_gain_actual_over_jac,median_jac_gain_actual_over_jac,mean_jac_gain_abs_error,mean_jac_angle_actual_deg,median_jac_angle_actual_deg,max_jac_angle_actual_deg,mean_u_trans_norm,mean_u_rot_norm,mean_u_dL_abs,solver_success_rate,n_infeasible
120$^\circ$,In-plane,BC,179,40.0,40.0,24.0,0.23195710717270465,0.0319977605718972,3.0498280146693,0.3634304736971754,0.0541207888342495,6.400965520929116,0.36176840574505925,3.179700909879179,1.516829652665001,3.0937993661700514,28.853538693434746,84.87460608089425,0.8615494858594246,0.48532646405611046,0.3728296162812686,1.1551558231083523,0.9447863363974304,0.6076739189456781,43.30053812348489,33.50767064452107,160.6310028081894,0.3181432542370726,0.025340991472498547,0.009141973386981564,1.0,0.0
120$^\circ$,In-plane,nonBC,156,40.0,40.0,24.0,0.46390302765969876,0.2395747221728569,5.890325616082493,0.6477224944596035,0.2448680749549822,8.007303531367324,0.4790275632545241,9.579451110578091,0.9820696812244204,2.889377627582668,29.71861786779713,86.06430540661299,0.8417989320815719,0.722688705759804,0.5414207726563555,0.960776613151969,0.421901744375636,0.9267067837344245,57.42586673370743,46.46655597337715,176.35552378332247,0.284493215653714,0.11950592717458487,0.010023994154425916,1.0,0.0
