sample_index,time_s,path_s_m,path_speed_m_s,path_acceleration_m_s2,position_error_m,position_error_mm,tangent_error_rad,tangent_error_deg,beam_feasible,insertion_m,insertion_rate_m_s,insertion_acceleration_m_s2,q1_rad,qd1_rad_s,qdd1_rad_s2,q2_rad,qd2_rad_s,qdd2_rad_s2,q3_rad,qd3_rad_s,qdd3_rad_s2,q4_rad,qd4_rad_s,qdd4_rad_s2,q5_rad,qd5_rad_s,qdd5_rad_s2,q6_rad,qd6_rad_s,qdd6_rad_s2,desired_x,desired_y,desired_z,achieved_x,achieved_y,achieved_z,desired_tangent_x,desired_tangent_y,desired_tangent_z,achieved_tangent_x,achieved_tangent_y,achieved_tangent_z
0,0.0,0.0,0.0,0.018860954681651818,0.0,0.0,0.026483017914252185,1.5173651552560026,1,0.025,0.0,0.012510806286679074,-0.85634357,-0.0,-0.009037278355441495,-1.94584002,-0.0,-0.00568850075463159,-1.76176286,0.0,0.007895515680850812,-1.0331945,0.0,0.008395139679318315,1.56234264,-0.0,-0.008110372640430755,-2.05640871,-0.0,-0.0017794530009434162,0.5005794864881917,-0.669607395033303,-0.01656004894946191,0.5005794864881917,-0.669607395033303,-0.01656004894946191,-1.0,0.0,0.0,-0.9996493453761041,0.026476307031826483,0.00043755580570542735
1,0.1,9.430477340825913e-05,0.0018860954681651824,0.018860954681651818,3.105035012701464e-05,0.031050350127014636,0.026373314815910587,1.5110796307215204,1,0.025063235687537825,0.0012919799949334895,0.014555774599958162,-0.8563889169115625,-0.000913359022659176,-0.009518837711192801,-1.9458685414635162,-0.0005735876600545632,-0.005925379984201787,-1.7617233032242134,0.0007943034110122143,0.00813310782720745,-1.0331524951108513,0.0008412654130539014,0.008482711935421805,1.5623018538084514,-0.0008250969648285665,-0.008813357679705296,-2.0564176184711562,-0.00017861766918571132,-0.0018130714555118987,0.5004851817147835,-0.669607395033303,-0.01656004894946191,0.5005162263660429,-0.6696079893125737,-0.01656002242884046,-1.0,0.0,0.0,-0.999652244290352,0.026366618917624537,0.0004380549225691639
2,0.2,0.00029452523010049363,0.0018032171329689572,-0.004230074533632004,7.848152498272003e-05,0.07848152498272003,0.02614529147280134,1.498014855530897,1,0.025215986583461955,0.001560223966341392,-0.00038951347404404335,-0.8564895426537501,-0.0009489986255087783,0.0015177777929586997,-1.9459312351326796,-0.0005856556691652014,0.0010254559103182318,-1.761637175382675,0.0007965941790679501,-0.0015346899422145456,-1.0330625245673422,0.0008178655760336099,-0.0018069969537704185,1.5622089038781648,-0.0009003737994823782,0.0010036834032733195,-2.0564368375394926,-0.00017626671822161297,0.0003471990277822759,0.5002849612580912,-0.669607395033303,-0.01656004894946191,0.5003634279317278,-0.6696089199425003,-0.01655997449173174,-1.0,0.0,0.0,-0.9996582313363122,0.026138639709598305,0.00043821876744388886
3,0.30000000000000004,0.00046245139209396494,0.0016112744737794866,-0.0004591265031713116,9.067940260340944e-05,0.09067940260340944,0.025961167262500858,1.4874653153745,1,0.025371684349929244,0.0015574550686755708,7.881215023753502e-05,-0.8565797639383707,-0.0008716155923755281,0.00036048464648975745,-1.9459866816491322,-0.000534923214317162,0.00020785490239671637,-1.7615622335495387,0.000719732702595415,-0.0003195536653332065,-1.0329861933232471,0.0007309667349296199,-0.00029434407858067066,1.5621216354220644,-0.0008568713818249284,0.0001248298217997075,-2.0564535461468143,-0.00016319759360073022,-9.823983375141907e-06,0.5001170350960977,-0.669607395033303,-0.01656004894946191,0.5002076973585757,-0.6696091551799418,-0.016559948437318676,-1.0,0.0,0.0,-0.9996630278239262,0.025954572956008753,0.00043697204859521383
4,0.4,0.0006223616658846585,0.0015926099742021953,-0.00012755957077968154,9.513139174643062e-05,0.09513139174643062,0.025788198743433376,1.4775549492433053,1,0.02552711418028734,0.0015537344147957596,2.0720148879369937e-05,-0.85666517982959,-0.0008393417131259392,0.00027427215503191395,-1.9460393069373105,-0.000520653323534526,6.923339083272136e-05,-1.7614915677149756,0.0006978196768761271,-0.0001200081423789382,-1.0329143920012975,0.0007040981275708425,-0.00034972190547136466,1.5620366499988632,-0.0008445538557876405,9.944152383431455e-05,-2.0564699278868863,-0.00016318643007754173,5.392173814670079e-05,0.4999571248223071,-0.669607395033303,-0.01656004894946191,0.5000522382139738,-0.6696092417662453,-0.016559930633346123,-1.0,0.0,0.0,-0.9996675028301465,0.025781666944951494,0.0004352411728381319
5,0.5,0.0007806882563606997,0.0015729307216526029,-0.00020794681401957053,9.806046470297552e-05,0.09806046470297551,0.02561890861779726,1.4678553395311165,1,0.025682483873634337,0.0015540707162607567,5.075998458296512e-07,-0.8567477049402001,-0.0008116632133400156,0.00026488399517754236,-1.9460911385086819,-0.000517175479190773,3.745907522185345e-05,-1.7614222383370086,0.0006903773207687931,-7.50541612407289e-05,-1.0328462017336026,0.0006568839792426164,-0.0004711039825333052,1.56195280871513,-0.0008319311901592532,0.0001442922820620469,-2.0564857460756665,-0.00015149613662945768,0.00013316382627254545,0.49979879823183104,-0.669607395033303,-0.01656004894946191,0.4998968402732503,-0.6696092914449414,-0.016559920594477605,-1.0,0.0,0.0,-0.9996718537088518,0.025612445682761446,0.0004330455585808299
6,0.6000000000000001,0.000937178328960678,0.0015592295136180115,-8.996563204280988e-05,9.912699750464498e-05,0.09912699750464497,0.025454403785970803,1.458429906957951,1,0.025837880364128388,0.0015537761553494154,-2.8152079827190144e-05,-0.85682761767539,-0.0007872781477910368,0.00023562336919676096,-1.9461423793189692,-0.0005047879009374912,0.00021658453676034225,-1.7613539313752546,0.0006722554586223223,-0.0002960104116201712,-1.0327821124086394,0.0006323362179619166,-3.4041845589381096e-05,1.5618703994714618,-0.0008156404405975086,0.00019357508169811282,-2.0565004689556035,-0.0001453115766651108,-5.842771327633528e-06,0.49964230815923105,-0.669607395033303,-0.01656004894946191,0.49974141660774807,-0.6696093081728157,-0.01655991870338372,-1.0,0.0,0.0,-0.9996760541556131,0.0254480158413462,0.00043039238191063526
7,0.7000000000000001,0.001092980685678559,0.001557407015382701,-1.0392640607439653e-05,9.95188632752399e-05,0.0995188632752399,0.025292456821615007,1.4491510293954084,1,0.025993264221790928,0.0015537521770953543,-4.441783666911522e-08,-0.8569052906006759,-0.0007663267539595924,0.00020625948346996388,-1.9461916652323517,-0.0004818469197347646,0.00016603385438034103,-1.7612883137067201,0.0006413109996184557,-0.00022787795442834473,-1.0327185370643452,0.0006380996184548519,-4.7203261687749414e-05,1.5617897524578446,-0.0007976945725827735,0.0001551740660973474,-2.056515199093114,-0.00014934656910359738,-2.2333766059405626e-05,0.4994865058025132,-0.669607395033303,-0.01656004894946191,0.49958600630936734,-0.6696093017249665,-0.01655991549435779,-1.0,0.0,0.0,-0.9996801628647165,0.025286140984409004,0.00042784213278271386
8,0.8,0.0012486552082656085,0.0015559381592395686,-1.7624812840885484e-05,9.97913303241932e-05,0.0997913303241932,0.02513280919363031,1.4400038941026105,1,0.02614864003421163,0.0015537687968743253,1.7206022987993024e-06,-0.8569808935529255,-0.0007457482524328502,0.0002045899647250234,-1.9462393267700897,-0.0004744497042437111,-1.835386713889181e-05,-1.7612249298141245,0.0006302832987359899,7.688386976506684e-06,-1.0326555196567053,0.0006166908452985301,-0.0003800446577693059,1.5617106498176976,-0.0007854467611342799,8.911886981503324e-05,-2.0565301294035883,-0.00014810075286571443,4.705174589078967e-05,0.4993308312799261,-0.669607395033303,-0.01656004894946191,0.49943060431478253,-0.6696093008858284,-0.016559911655750107,-1.0,0.0,0.0,-0.999684187575333,0.025126563101420613,0.00042536873041489716
9,0.9,0.001404174014851774,0.0015546362948337482,-6.887713010479577e-06,9.99054865121394e-05,0.0999054865121394,0.024974773916157204,1.4309491396892227,1,0.02630401871769362,0.0015537953159227111,1.6585498444154276e-07,-0.8570545947433393,-0.0007298320436753221,0.00011244625308523133,-1.9462865422105327,-0.00046650425982330216,0.00018002088277245656,-1.7611622966428957,0.0006178578376265811,-0.0002598216176060085,-1.032595246819949,0.0005940958980469826,-6.610019472477376e-05,1.5616325770092248,-0.0007757410375006681,0.00010503988108983687,-2.0565445920388217,-0.00014003731042863777,0.0001140533934845202,0.49917531247333996,-0.669607395033303,-0.01656004894946191,0.4992751998652924,-0.6696092915733738,-0.01655991367223644,-1.0,0.0,0.0,-0.9996881465440295,0.024968602331817216,0.00042256000585839845
