N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,42,0,solved,"[0.7570714478876117, -0.6995823227279829, -0.10001061922517913]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_curvature/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,13995.64661464285,11750.241564114742,1.7272727272727273,11,0,True,True,5,bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-60.0,,41,0,solved,"[0.7644840861264426, -0.6946586377938245, -0.10002196936177683]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_curvature/bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,34900.93344407991,15463.396148867589,2.7777777777777777,9,0,True,True,5,bend_m60_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
5,5,False,-90.0,,41,0,solved,"[0.7738753035990507, -0.689847865572598, -0.10002709499563256]",True,HierarchicalMPCPolicyConfig,contact,run_hierarchy_ablation_no_curvature/bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,2811888.9674909078,262971.3136587593,3.4,15,0,True,True,5,bend_m90_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5,lti
