controller,key,rep,run_dir,stop_reason,steps,n_track,rms_track_mm,mean_track_mm,max_track_mm,p95_track_mm,mean_hold_mm,final_mm,duration_s
naive_inverse_jacobian_ltv,inv_ltv,1,close_loop_logs/inv_2x2_rectangle_2026-09-17/S_1.0/runs/inv_ltv_rep1_20260917T110522Z,path_complete,284,263,1.1426041998060608,0.95187072243346,2.705,2.2971999999999984,0.23738095238095236,0.201,51.6028
