W_el,W_b,W_t,W_m,W_cf,W_g,W_total
4.484032532077470000e-11,4.484032532020005505e-11,5.746467357606168465e-22,-2.548534349129493305e-04,3.955818128751329882e-11,0.000000000000000000e+00,-2.548533505144427551e-04
