x_src,y_src,z_src,rx,ry,rz,L
6.260919336303218052e-09,1.674749717493860597e-05,1.841486380101779187e-05,4.325707405493001936e-11,-7.438898034579889670e-07,6.766998856811842379e-07,-9.999998932817699693e-01
7.621103676343198572e-05,1.653285771811551785e-01,1.565976541376316671e-04,-4.236187601550591331e-06,-6.324287353806156752e-06,6.664072621367340445e-03,2.651178011665550165e-04
7.135080945147779618e-05,1.693766008322738527e-04,1.647832327896035509e-01,4.226432793163332246e-06,-6.642158854175215371e-03,6.841638688462100952e-06,2.858217917408832631e-04
