rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
1.938975728449299565e-02,8.980430347700719962e-02,7.805863652426823195e-03,1.214599946031247003e-05,1.024202377560171406e+00,1.985903551109237733e-02
