x_src,y_src,z_src,rx,ry,rz,L
2.253583963822482931e-10,1.478400481561430212e-04,2.321143797648491866e-09,-9.978119975846236748e-12,3.761787197052738138e-10,2.057471960445091385e-10,1.153673712117608829e-09
-3.743110223305507129e-07,1.978118225948061193e-02,1.627254280370431043e-04,-1.674513945609985583e-08,-6.508516430244825679e-06,-2.534750229490814050e-05,9.088897533034417248e-06
-1.027013734720435114e-06,3.770324175616534580e-04,-1.700003137183492274e-03,-8.754234922596022589e-08,6.881980220299274698e-05,7.052871684834258041e-06,-8.057123212255185019e-06
