placement,placement_label,distance_m,distance_mm,zrot_rad,zrot_deg,Bnorm_tip_T,Fnorm_N,Tnorm_Nm,J_norm,Jtrans_norm,Jrot_norm,cond_xyz,manip_xyz,sigma1_xyz,sigma2_xyz,sigma3_xyz,cond_xy,manip_xy,sigma1_xy,sigma2_xy,theta_y_deg,theta_z_deg,theta_total_deg
side_90,Side 90 deg,0.2,200.0,0.3490658503988659,20.0,0.004398758314995682,0.000482878960319243,3.6450613922291e-05,1.470727224258571,0.20656330281926594,0.014221216978681372,370.6386768381271,4.512678558115147e-06,0.2030374474580032,0.0405726006583971,0.0005478042636836789,370.46741879565116,0.00011127615785440546,0.20303741274410245,0.0005480574065167586,38.677441074555595,-0.012503279447052979,38.67744211335901
side_90,Side 90 deg,0.2,200.0,0.3534291735288517,20.25,0.004386737604130764,0.0004823618899885512,3.633549271478736e-05,1.4737810735253989,0.20750620537850334,0.014365146861002383,374.539092749383,4.452788245591618e-06,0.20411393216584867,0.04002984404731517,0.0005449736385793734,374.36732301391544,0.00011128771268150991,0.20411389732430918,0.0005452235939853174,38.5606211809842,-0.01238620026386267,38.560622208037906
side_90,Side 90 deg,0.2,200.0,0.35779249665883756,20.5,0.004374881818285344,0.0004818732698880361,3.621857188214739e-05,1.4768420086538816,0.20846631812345445,0.014511983174843552,378.53789149607326,4.39201180504113e-06,0.20520659135035813,0.03948119094119775,0.0005421031710704893,378.36564410324024,0.00011129374835681424,0.20520655638085727,0.0005423498660065049,38.441415611905875,-0.012268228351478842,38.44141662715772
side_90,Side 90 deg,0.2,200.0,0.3621558197888234,20.75,0.004363192947408897,0.0004814132767228574,3.609982077433401e-05,1.4799088256511075,0.20944399990665444,0.014661799338248835,382.6388366276489,4.330344383839166e-06,0.2063157399044986,0.03892662580481877,0.0005391918439927395,382.4661475085662,0.00011129395458181544,0.20631570480673617,0.0005394352053134722,38.31977803207001,-0.012149354555775977,38.31977903546598
side_90,Side 90 deg,0.2,200.0,0.3665191429188092,21.0,0.0043516729529614415,0.0004809820781230265,3.597920791373618e-05,1.4829802320329954,0.2104396166132946,0.014814670992466611,386.8458832346201,4.267782266857871e-06,0.20744169886186337,0.038366140520283816,0.0005362386103926845,386.67279025437637,0.0001112880060259248,0.20744166363556332,0.000536478564987973,38.195660894435,-0.012029569581371103,38.19566188591922
side_90,Side 90 deg,0.2,200.0,0.37088246604879505,21.25,0.004340323766012686,0.0004805798323035644,3.585670096874697e-05,1.4860548412362156,0.21145354115965748,0.014970676067026808,391.1631897574287,4.204323027742773e-06,0.20858479538436697,0.03779973542069869,0.000533242393062896,390.9897327457584,0.00011127556166484513,0.20858476002927911,0.0005334788680113799,38.069015403782814,-0.011908863989946608,38.06901638329752
side_90,Side 90 deg,0.2,200.0,0.3752457891787809,21.5,0.004329147285289485,0.0004802066877154304,3.5732266726486326e-05,1.4891311666614417,0.21248615347112554,0.015129894845360465,395.5951306481432,4.13996569710215e-06,0.20974536272986535,0.03722742045930134,0.0005302020841010315,395.4213514202487,0.00011125626409252475,0.2097453272457678,0.0005304350068412294,37.939791479311744,-0.011787228198707879,37.93979244679726
side_90,Side 90 deg,0.2,200.0,0.37960911230876665,21.75,0.004318145375171444,0.0004798627826966386,3.5605871064652844e-05,1.4922076154082977,0.21353784044312663,0.015292410031034192,400.14630997225555,4.074710949788967e-06,0.21092374020310053,0.03664921653398565,0.0005271165444902518,399.9722523373412,0.00011122973880788985,0.21092370458980156,0.0005273458430108948,37.80793771620361,-0.011664652479010128,37.80793867159827
side_90,Side 90 deg,0.2,200.0,0.3839724354387525,22.0,0.004307319863634369,0.0004795482451100027,3.547747892248859e-05,1.4952824816326824,0.21460899587709148,0.015458306814386818,404.82157599457673,4.0085613138678435e-06,0.212120273081823,0.0360651569907724,0.0005239846037372887,404.6472857492166,0.000111195593479673,0.2121202373391633,0.0005242102067888984,37.67340134616303,-0.011541126955170504,37.67340228940323
side_90,Side 90 deg,0.2,200.0,0.3883357585687383,22.25,0.004296672540141444,0.00047926319198202995,3.534705427084363e-05,1.498353939644833,0.21570002040409555,0.015627672939796108,409.6260368628719,3.941521404491429e-06,0.21333531253061885,0.03547528933488125,0.000520805059572021,409.45156176579724,0.00011115341719707545,0.2133352766584743,0.0005210268969019106,37.53612819693267,-0.011416641603496782,37.5361291279528
side_90,Side 90 deg,0.2,200.0,0.39269908169872414,22.5,0.004286205153482014,0.0004790077291328141,3.5214560081328685e-05,1.5014200364232644,0.21681132136598014,0.015800598771753882,414.5650774664408,3.8735981837490096e-06,0.2145692154735913,0.034879677169357026,0.0005175766776712174,414.39046719068585,0.00011110277968351042,0.21456917947187504,0.0005177946802843293,37.39606265079251,-0.011291186251562158,37.39606356952492
side_90,Side 90 deg,0.2,200.0,0.39706240482870997,22.75,0.0042759194095578976,0.00047878195079595706,3.5079958294547306e-05,1.504478683372277,0.21794331263184433,0.015977177358734215,419.644377470864,3.804801250579843e-06,0.21582234440302792,0.03427840239925599,0.0005142981914919437,419.4696835285556,0.00011104323048068659,0.21582230827169388,0.0005145122919401675,37.25314760205704,-0.011164750577758953,37.25314850843209
side_90,Side 90 deg,0.2,200.0,0.4014257279586958,23.0,0.004265816969117194,0.0004785859392405544,3.494320978740188e-05,1.5075276479931712,0.2190964144174099,0.016157504497681482,424.86993093623886,3.7351431654799177e-06,0.21709506719125538,0.03367156775050225,0.0005109683020233204,424.6952065701469,0.00011097429809781416,0.21709503093030078,0.0005111784347263245,37.107324413591854,-0.011037324111167863,37.107325307537835
side_90,Side 90 deg,0.2,200.0,0.40578905108868163,23.25,0.004255899445435737,0.000478419764375027,3.480427433947126e-05,1.5105645446830915,0.22027105302416988,0.016341678794483165,430.24806730543406,3.6646398137071594e-06,0.2183877568232612,0.033059299639929915,0.0005075856777021319,430.07336734067536,0.0001108954891364498,0.21838772043273003,0.0005077917793029436,36.958532872377496,-0.010908896231783385,36.95853375382065
