N_sqp,Np,adaptive_rollout_enabled,bend_angle_deg,error,final_i_ref,final_infeasible,final_status,final_tip,hierarchical_mpc_enabled,hierarchy_policy,jacobian_variant,log_csv_path,max_jac_cond,mean_jac_cond,mean_sqp_iters,n_steps,num_infeasible_steps,plant_contact,python_success,rollout_steps,run_name,solver_mode
5,5,False,-30.0,,41,0,solved,"[0.7597518635097655, -0.7007326204658347, -0.10000675376754953]",False,,contact,run_baseline_sqp_rollout1_np5/bend_m30_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,13504.78293254997,10749.175465675859,5.0,13,0,True,True,1,bend_m30_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5,sqp_full
5,5,False,-60.0,,40,0,solved,"[0.7677831847855224, -0.6936683245077379, -0.10000968756438734]",False,,contact,run_baseline_sqp_rollout1_np5/bend_m60_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,37683.41099335309,16100.832422234416,5.0,13,0,True,True,1,bend_m60_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5,sqp_full
5,5,False,-90.0,,41,0,solved,"[0.7753005650237258, -0.6893568848587167, -0.10000343561912006]",False,,contact,run_baseline_sqp_rollout1_np5/bend_m90_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,429581.65877272264,40398.12268948397,5.0,21,0,True,True,1,bend_m90_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5,sqp_full
