rel_full,rel_translation,rel_rotation,rel_length,norm_J_fd,norm_diff
2.525627795937820941e-02,1.373740043344976076e-02,8.836898933625124408e-03,2.525986859240919244e-02,9.950016733917388390e-01,2.513003883322820903e-02
