W_el,W_b,W_t,W_m,W_cf,W_g,W_total
3.210504168582813606e-06,3.210504161982673589e-06,6.600139696319773814e-15,-4.206320151522234909e-05,2.159739284459439497e-07,0.000000000000000000e+00,-3.863672341819358831e-05
