i_idx,j_idx,L_m,cmd_x,cmd_y,cmd_z,cmd_rx,cmd_ry,cmd_rz,act_x,act_y,act_z,act_rx,act_ry,act_rz,pred_base_x_mm,pred_base_y_mm,pred_base_z_mm,meas_base_x_mm,meas_base_y_mm,meas_base_z_mm,pred_tip_angle_deg,meas_tip_angle_deg,err_x_mm,err_y_mm,err_z_mm,err_xy_mm,err_xyz_mm
0,0,0.02,0.6458941096487977,-0.7112731669220016,-0.1,-3.1426596953947454,-0.0010003396494852076,-0.0010003396494852076,0.6458973892453067,-0.7112663416157555,-0.1,3.140529216958665,0.0009897371861566104,0.0010018841698359818,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-26.286946793778277,-2.4258944979308996,0.0,-4.3782340649262973e-13,-5.2726187739431785,-6.286946793778219,-2.425894497930747,-8.371803347232067e-15,6.738743510691655,6.738743510691655
0,-5,0.02,0.6464734239115053,-0.6980046888700852,-0.1,3.138618262378458,-0.13603408898115182,0.0009990611471675055,0.646469730214623,-0.6980291804977322,-0.1,3.138601042967216,-0.13605554583443866,0.001067095105242926,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-26.29793460505595,-3.3531095286480435,0.0,-4.3782340649262973e-13,-7.26627633325172,-6.297934605055889,-3.3531095286478907,-8.371803347232067e-15,7.134936846298624,7.134936846298624
0,-10,0.02,0.6482069577682892,-0.6848371919478695,-0.1,3.1296698313868756,-0.27280682871486867,0.0009962206825054108,0.6481928130693639,-0.684855455901664,-0.1,3.1296602471271004,-0.2728600678616005,0.0010182864114813407,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-26.17443240701364,-4.156480059283108,0.0,-4.3782340649262973e-13,-9.023188098889758,-6.17443240701358,-4.156480059282956,-8.371803347232067e-15,7.4431137323029235,7.4431137323029235
0,-15,0.02,0.6510815179797632,-0.6718708887576854,-0.1,3.114763994748915,-0.40905785703352265,0.0009914838869901836,0.6510767312072294,-0.6718754312935838,-0.1,3.1147403046367708,-0.4090567792382441,0.0009788451196122885,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-26.02027316621512,-5.420189610084519,0.0,-4.3782340649262973e-13,-11.766815439351324,-6.020273166215059,-5.420189610084366,-8.371803347232067e-15,8.100749619949724,8.100749619949724
0,-20,0.02,0.655075227407011,-0.6592044606960777,-0.1,3.093929570743036,-0.5445278688548257,0.0009848599181184353,0.6550796678221762,-0.6592266059978356,-0.1,3.093901028812096,-0.5445645074812587,0.0010889137764966512,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-25.78514894359861,-6.21439079040039,0.0,-4.3782340649262973e-13,-13.55025841658927,-5.78514894359855,-6.214390790400238,-8.371803347232067e-15,8.490382865067435,8.490382865067435
0,-25,0.02,0.6601576915098232,-0.6469343069287938,-0.1,3.0672062621669873,-0.6789590229605379,0.0009763613992272138,0.6601682097610441,-0.6469273172484368,-0.1,3.067190049022904,-0.67895683814475,0.0009850394117433868,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-25.635140958972148,-7.11020097650964,0.0,-4.3782340649262973e-13,-15.50197144108088,-5.635140958972089,-7.110200976509487,-8.371803347232067e-15,9.072473287579378,9.072473287579378
0,-30,0.02,0.6662902296675022,-0.6351538107349239,-0.1,3.0346451303614104,-0.8120954901128086,0.0009660045678406846,0.6662985211177327,-0.6351438772248991,-0.1,3.0346669617916615,-0.8120562674392855,0.0009588785160078243,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-25.257354575714498,-8.053544014357715,0.0,-4.3782340649262973e-13,-17.685374887538746,-5.257354575714436,-8.053544014357563,-8.371803347232067e-15,9.61765815185693,9.61765815185693
0,-35,0.02,0.6734261695617398,-0.6239526288037616,-0.1,2.996308277111807,-0.9436839056496638,0.00095380917877516,0.6734444817537877,-0.6239433616515366,-0.1,2.996316079120254,-0.9436463620033353,0.0009959504679110808,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-25.063643665305865,-8.763792850979508,0.0,-4.3782340649262973e-13,-19.272775739786983,-5.063643665305807,-8.763792850979355,-8.371803347232067e-15,10.121489628709229,10.121489628709229
0,-40,0.02,0.6815112023811429,-0.6134160088932618,-0.1,2.9522688256963416,-1.0734738720885235,0.0009397984919158199,0.6815080154513654,-0.6134139489865628,-0.1,2.952268886359067,-1.0734568804767564,0.0009580812019350484,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-24.636869388522854,-9.682614486095334,0.0,-4.3782340649262973e-13,-21.455487476103972,-4.636869388522795,-9.682614486095181,-8.371803347232067e-15,10.735622059878972,10.735622059878972
0,-45,0.02,0.6904837961440794,-0.6036241410431279,-0.1,2.902610721687631,-1.2012184189514101,0.0009239992124621371,0.6904855449649885,-0.6036070196798596,-0.1,2.902627549605424,-1.2012209583821447,0.0009015550602833998,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-24.201187741263603,-10.413162562815723,0.0,-4.3782340649262973e-13,-23.281000783636813,-4.201187741263542,-10.41316256281557,-8.371803347232067e-15,11.228710210748464,11.228710210748464
