vessel,magnet_placement,case,n_steps,final_i_ref,final_i_ref_mpc,total_ref_advancements,mean_tracking_err_xy_mm,median_tracking_err_xy_mm,max_tracking_err_xy_mm,mean_tracking_err_xyz_mm,median_tracking_err_xyz_mm,max_tracking_err_xyz_mm,mean_tip_step_xy_mm,max_tip_step_xy_mm,min_clearance_mm,mean_clearance_mm,mean_vessel_tip_angle_deg,max_vessel_tip_angle_deg,mean_jac_pred_mm,mean_jac_mpc_pred_mm,mean_jac_actual_mm,mean_jac_gain_actual_over_jac,median_jac_gain_actual_over_jac,mean_jac_gain_abs_error,mean_jac_angle_actual_deg,median_jac_angle_actual_deg,max_jac_angle_actual_deg,mean_u_trans_norm,mean_u_rot_norm,mean_u_dL_abs,solver_success_rate,n_infeasible
30$^\circ$,Above-patient,BC,202,40.0,40.0,24.0,0.30052522921731817,0.0408823162827837,3.0920224974029384,0.3575171428231569,0.0456295169901987,4.244042298719088,0.14598746231160922,0.7685804808292676,1.0030335989605397,1.9567389936704092,20.675011553239692,32.20427967936151,0.42552836546328826,0.4255284160519155,0.17298119850265134,0.735359155508692,0.9999550522717853,0.3402959477108991,33.42647077850971,17.10001690124526,173.00304273401773,0.3997394881008786,0.05257999659963528,0.010142867035559253,1.0,0.0
30$^\circ$,In-plane,BC,202,40.0,40.0,24.0,0.0031706148578406076,0.0004823274303193,0.1092850777432254,0.008781533742127439,0.00115606538573315,0.4417113726861719,0.11965191526775429,0.36604279229975845,2.6480206918322264,3.4458669670743154,15.902732739007737,24.741601980134806,0.12495908158923752,0.12495899448675479,0.12266089281915032,0.991663628023404,1.0000098303239886,0.014095408938944044,3.0562768665271873,0.5722192663986967,78.79762511217749,0.03193844798329511,0.0011262107845591632,0.010155059969687992,1.0,0.0
30$^\circ$,In-plane,nonBC,202,40.0,40.0,24.0,0.015265478475725706,0.00295617843029535,0.1849604272638098,0.015265563126630662,0.0029562695248706,0.1849613976095977,0.11810070047011101,0.36603468923977517,2.648020689455839,3.4361103691387296,15.852140281371856,24.74159475865311,0.12938547846229373,0.12938544943323724,0.12111734624623081,0.9585737647875526,1.0000052837729303,0.046250900636410554,4.666162043333123,0.7952681063467335,26.03479464249948,0.030074361961217676,0.0010295629822359058,0.010157297141842011,1.0,0.0
30$^\circ$,In-plane,Weighted advancement,176,40.0,40.0,24.0,0.02821638672996326,0.0030041948279427,2.8737525300712923,0.0827939125638351,0.0104944933511427,4.669716209400705,0.10771482745806368,0.5023683806668787,0.9958750180017852,1.2186298794556938,4.691471039426365,15.141307282048055,0.1713348756430469,0.1713352766159545,0.1076831383343301,0.9276032486176414,0.9947793652403973,0.07627896974224209,13.116007049616563,5.5377266847254685,88.20847784614028,0.037223618394484716,0.0013543574703353536,0.009979843678065935,1.0,0.0
