k,i_ref,i_ref_mpc,ref_advanced,dist_to_ref_m,dist_to_ref_mm,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err_xy_m,pred1_err_xy_mm,pred1_err_xyz_m,pred1_err_xyz_mm,vessel_tip_alignment_deg,i_seg,u_seg,rho_m,rho_mm,clearance_m,clearance_mm,jac_pred_mm,jac_mpc_pred_mm,jac_actual_mm,jac_gain_actual_over_jac,jac_gain_actual_over_mpc,jac_angle_actual_deg,jac_cos_actual,jac_actual_along_pred_mm,jac_dp_pred_x_mm,jac_dp_pred_y_mm,jac_dp_pred_z_mm,mpc_dp_pred_x_mm,mpc_dp_pred_y_mm,mpc_dp_pred_z_mm,actual_dp_x_mm,actual_dp_y_mm,actual_dp_z_mm,jac_dir_pred_x,jac_dir_pred_y,jac_dir_pred_z,mpc_dir_pred_x,mpc_dir_pred_y,mpc_dir_pred_z,actual_dir_x,actual_dir_y,actual_dir_z,frame_path,tracking_err_xy_mm,tracking_err_xyz_mm,clearance_plot_mm,vessel_tip_angle_deg,tip_step_xyz_mm,tip_step_xy_mm_from_pos,u_trans_norm,u_rot_norm,u_dL_abs,jac_gain_abs_error,jac_angle_abs_deg,solved_flag,vessel,magnet_placement,case
0,17,17,1,0.0016536451140731,1.653645114073105,0.0017548818817635,0.0027930539636537,-4.144926171117989e-08,0.0,0.0,0.039672095676632,0.0101431472857605,0.7821503708417707,-0.7098993861525635,0.1,-2.2229502630250025e-07,0.999999942145476,0.0001199493906857,0.0003183098160999,0.0161014314728576,0.7820314932054915,-0.7099362321696085,-0.1000521059718251,-0.9999883830526898,-0.0005047939901537,-0.0047936356447289,solved,0,2.5397450040013216e-06,0.0025397450040013,2.61306228134409e-06,0.002613062281344,1.536283898551714,16,0.034517331935774,0.0013433677683992,1.3433677683992953,0.0026566322316007,2.6566322316007045,0.1015524648962094,0.1015524648962442,0.1015839213968775,1.000309756151171,1.000309756150828,1.4739921736581412,0.9996691042857622,0.1015503077126518,-0.1014507066711894,-0.0012668001559942,0.0043649123446978,-0.1014507066712244,-0.0012668001559967,0.0043649123446926,-0.1014538156036692,0.001272942945163,0.0049795584223938,-0.9989979738539684,-0.012474341782732,0.0429818453856232,-0.9989979738539708,-0.012474341782753,0.0429818453855573,-0.9987192284820352,0.0125309490681084,0.0490191592716649,mpc_1np1s_above_30/frames/frame_000000.png,0.0025397450040013,0.002613062281344,2.6566322316007045,1.536283898551714,,,0.0032985998339509883,0.039672095676632,0.0101431472857605,0.0003097561511709035,1.4739921736581412,1.0,30$^\circ$,Above-patient,BC
1,18,18,1,0.0022686036522389,2.2686036522389106,0.0031630886835816,0.0023599760970274,-1.849036082360467e-07,0.0,0.0,0.0381599305259623,0.0101494353380694,0.7821820017286065,-0.7098757863915932,0.1,-2.830284242282663e-07,0.9999999468295252,-7.0850251931101e-05,0.0003183097678921,0.0162029258262383,0.7819299757001038,-0.7099349663502391,-0.1000462211428946,-0.999991178049274,-0.0003751086352891,-0.0041836726852173,solved,0,2.4835002705880017e-06,0.002483500270588,2.5801309012947737e-06,0.0025801309012947,1.5238157337752534,16,0.1359731371259788,0.0013418608095837,1.3418608095837516,0.0026581391904162,2.6581391904162484,0.10165464532848,0.1016546453434886,0.1016958082241001,1.0004049288203904,1.0004049286726877,1.45380237959378,0.9996781065130363,0.1016630730057812,-0.1015150065371701,-0.0012176782283437,0.0051853277957697,-0.1015150065365455,-0.0012176796440055,0.0051853277697883,-0.1015175053876715,0.0012658193694337,0.0058848289304774,-0.9986263412669568,-0.0119785792809468,0.0510092556913088,-0.9986263411133725,-0.0119785932053673,0.0510092554281922,-0.9982467041705828,0.0124471145029331,0.0578669763606134,mpc_1np1s_above_30/frames/frame_000001.png,0.002483500270588,0.0025801309012947,2.6581391904162484,1.5238157337752534,0.10169580822410089,0.10152539681681604,0.003946468957553322,0.0381599305259623,0.0101494353380694,0.00040492882039044886,1.45380237959378,1.0,30$^\circ$,Above-patient,BC
2,19,19,1,0.0029988136806361,2.998813680636151,0.0042003721096021,0.0018078979845771,-5.420596543820627e-07,0.0,0.0,0.0346351994840983,0.0101740493146546,0.7822240054497025,-0.7098577074117475,0.1,-3.381520312521552e-07,0.999999919565,-0.0002440262382157,0.0003183097141054,0.0163046663193848,0.7818282129715012,-0.7099337798229772,-0.1000395797541312,-0.9999938157285154,-0.0002547954104862,-0.0035076465076425,solved,0,2.2913132775581043e-06,0.0022913132775581,2.41607385633083e-06,0.0024160738563308,1.5113835210123985,16,0.2374918549218341,0.0013403391821125,1.340339182112556,0.0026596608178874,2.6596608178874437,0.1019364695621746,0.1019364695621399,0.1019861207434712,1.0004870796635383,1.0004870796638785,1.3574253036380215,0.9997193685715792,0.1019575002327279,-0.1017610299987299,-0.0011047853871452,0.0058750361399818,-0.1017610299987037,-0.0011047853860635,0.0058750361400378,-0.1017627286026279,0.0011865272618871,0.0066413887633981,-0.9982789323173716,-0.0108379796935321,0.057634290899181,-0.998278932317454,-0.0108379796829243,0.0576342908997492,-0.9978095829195696,0.0116342032939136,0.0651205155660683,mpc_1np1s_above_30/frames/frame_000002.png,0.0022913132775581,0.0024160738563308,2.6596608178874437,1.5113835210123985,0.10198612074347126,0.10176964566900737,0.004572922618587571,0.0346351994840983,0.0101740493146546,0.00048707966353833676,1.3574253036380215,1.0,30$^\circ$,Above-patient,BC
3,19,19,0,0.0029050197950265,2.905019795026595,0.0033854941624218,0.0014725224178963,-5.014971989846929e-07,0.0,0.0,0.035257587135693,0.0101704939960827,0.7822578603913267,-0.7098429821875685,0.1,-3.94266188113105e-07,0.9999998610074016,-0.0004203141550095,0.0003183096495471,0.0164063712593456,0.7817264901245367,-0.7099325317617725,-0.1000331500388398,-0.99999589970526,-0.0001300501480274,-0.0028607096369087,solved,0,2.3703506880669533e-06,0.0023703506880669,2.4794658049884195e-06,0.0024794658049884,1.4998134643743564,16,0.3392532042913909,0.0013387413421052,1.3387413421052394,0.0026612586578947,2.661258657894761,0.1018876127082016,0.1018876128390863,0.1019334905223383,1.0004502786248233,1.0004502773396458,1.393785164927128,0.99970413404224,0.1019033318725372,-0.1017217298609551,-0.0011222765379805,0.0057022620812847,-0.1017217298567851,-0.0011222892201123,0.0057022619982943,-0.1017228469645248,0.0012480612047172,0.0064297152914255,-0.9983719036805624,-0.011014847714556,0.0559661957888406,-0.998371902357128,-0.0110149721721798,0.0559661949024176,-0.9979335196240788,0.0122438778297668,0.063077554378622,mpc_1np1s_above_30/frames/frame_000003.png,0.0023703506880669,0.0024794658049884,2.661258657894761,1.4998134643743564,0.10193349052233751,0.10173050305261867,0.0036918685305003334,0.035257587135693,0.0101704939960827,0.00045027862482327485,1.393785164927128,1.0,30$^\circ$,Above-patient,BC
4,19,19,0,0.0028118417091801,2.8118417091801864,0.0026328271870169,0.0011469043061438,-4.616457547922646e-07,0.0,0.0,0.0358873301712321,0.0101668603054987,0.7822841886631969,-0.709831513144507,0.1,-4.51382598909351e-07,0.9999997694888842,-0.0005997507731959,0.0003183095736769,0.0165080398624006,0.7816248075331944,-0.7099312208967076,-0.1000269162662943,-0.99999748940412,-8.349628046002625e-07,-0.0022408000267152,solved,0,2.451435570544838e-06,0.0024514355705448,2.5470463784124274e-06,0.0025470463784124,1.48908156558848,16,0.4409764031437898,0.001337242880768,1.3372428807680612,0.0026627571192319,2.662757119231939,0.1018393591168392,0.1018393593060813,0.1018819300437589,1.0004180203733497,1.0004180185143314,1.4325204386353667,0.999687461322604,0.1018500880000925,-0.1016820304070756,-0.001140552853209,0.0055424630636675,-0.1016820304031718,-0.0011405704414269,0.0055424629930855,-0.1016825913422447,0.0013108650649407,0.0062337725454941,-0.9984551286346662,-0.0111995289748485,0.0544235854558815,-0.998455126740962,-0.0111997016595409,0.0544235846616782,-0.9980434341847612,0.0128665118964441,0.0611862431622244,mpc_1np1s_above_30/frames/frame_000004.png,0.0024514355705448,0.0025470463784124,2.662757119231939,1.48908156558848,0.10188193004375894,0.10169104065399484,0.0028717884144315573,0.0358873301712321,0.0101668603054987,0.00041802037334970343,1.4325204386353667,1.0,30$^\circ$,Above-patient,BC
5,19,19,0,0.0027193391964906,2.7193391964906497,0.001938807830568,0.0008302300477981,-4.230072065980959e-07,0.0,0.0,0.0365244953138327,0.0101631433974408,0.7823035767415026,-0.709823210844029,0.1,-5.095130737197734e-07,0.9999996432854328,-0.0007823731966523,0.0003183094859364,0.016609671296375,0.7815231656712642,-0.7099298458440916,-0.100020862866603,-0.9999986366372646,0.0001328982453934,-0.0016459227407582,solved,0,2.5346189323870533e-06,0.002534618932387,2.618593662236951e-06,0.0026185936622369,1.479074821734604,16,0.5426611008834983,0.0013358419607521,1.3358419607521097,0.0026641580392478,2.6641580392478903,0.1017915538743302,0.101791553798533,0.1018312452744902,1.0003899282273363,1.0003899289722582,1.4735256976901323,0.9996693136789604,0.1017975710746235,-0.101641840068415,-0.0011595743180384,0.0053955699475001,-0.1016418400702212,-0.0011595663162999,0.0053955702031677,-0.1016418619301795,0.0013750526159928,0.0060533996913275,-0.9985292119020006,-0.0113916555343094,0.0530060672240192,-0.9985292126632817,-0.0113915769337308,0.0530060697751671,-0.9981402236238964,0.0135032485587924,0.0594454057299444,mpc_1np1s_above_30/frames/frame_000005.png,0.002534618932387,0.0026185936622369,2.6641580392478903,1.479074821734604,0.10183124527448861,0.10165116264131183,0.0021090893568252926,0.0365244953138327,0.0101631433974408,0.0003899282273363003,1.4735256976901323,1.0,30$^\circ$,Above-patient,BC
6,19,19,0,0.0026275800454706,2.62758004547065,0.0013042071309376,0.0005216855058112,-3.857056683330438e-07,0.0,0.0,0.0371691504608679,0.0101593379260027,0.782316618812812,-0.7098179939889708,0.1,-5.686695304597556e-07,0.9999994806153828,-0.0009682188680819,0.0003183093857485,0.0167112646756351,0.7814215651109846,-0.7099284052109958,-0.100014972134487,-0.9999993865642244,0.0002711969398592,-0.0010739289523221,solved,0,2.6199658102507672e-06,0.0026199658102507,2.6939805758496243e-06,0.0026939805758496,1.4696927308417684,16,0.6443068481691523,0.0013345371477579,1.334537147757971,0.002665462852242,2.665462852242029,0.1017441564998265,0.1017441564043429,0.101781383355283,1.00036588691417,1.0003658878529806,1.5167042735372132,0.9996496507439095,0.1017457243233407,-0.1016010688153981,-0.0011793422798461,0.0052635871054722,-0.1016010688161817,-0.0011793326650799,0.0052635873989126,-0.1016005602796354,0.0014406330958172,0.0058907321160012,-0.9985936520646408,-0.0115912532023218,0.0517335568601542,-0.9985936530094894,-0.0115911587137561,0.0517335597928055,-0.9982234169974248,0.0141541905634006,0.0578763219933722,mpc_1np1s_above_30/frames/frame_000006.png,0.0026199658102507,0.0026939805758496,2.665462852242029,1.4696927308417684,0.10178138335528308,0.10161077340938118,0.0014046751069663177,0.0371691504608679,0.0101593379260027,0.0003658869141700549,1.5167042735372132,1.0,30$^\circ$,Above-patient,BC
7,19,19,0,0.0025366412638608,2.536641263860819,0.0007256093740771,0.0002203468925007,-3.498491408479972e-07,0.0,0.0,0.03782155176497,0.0101554379429889,0.7823238749065528,-0.7098157905200458,0.1,-6.288642944844972e-07,0.9999992796368208,-0.0011573265102473,0.0003183092725171,0.0168128190550649,0.7813200065316536,-0.7099268974889574,-0.1000092265276045,-0.9999997776250746,0.0004141186300442,-0.0005227385212477,solved,0,2.7075612492150672e-06,0.002707561249215,2.7730643755684165e-06,0.0027730643755684,1.4608461166365934,16,0.7459130978666269,0.0013333274207639,1.3333274207639725,0.002666672579236,2.6666725792360277,0.1016970072946672,0.101697007294536,0.1017321495886598,1.0003455587821843,1.0003455587834749,1.5619889670647418,0.99962841877199,0.1016943478315875,-0.1015596170233859,-0.0011998390265759,0.0051464423697437,-0.1015596170234056,-0.0011998390120337,0.0051464423701519,-0.1015585793310291,0.0015077220383297,0.0057456068824485,-0.9986490234576592,-0.0117981743857947,0.0506056422568256,-0.9986490234591416,-0.0117981742428153,0.0506056422609049,-0.9982938504854914,0.0148205070317101,0.0564777890340477,mpc_1np1s_above_30/frames/frame_000007.png,0.002707561249215,0.0027730643755684,2.6666725792360277,1.4608461166365934,0.10173214958866293,0.10156977041168211,0.0007583283188551627,0.03782155176497,0.0101554379429889,0.0003455587821843409,1.5619889670647418,1.0,30$^\circ$,Above-patient,BC
8,20,20,1,0.0032825027050127,3.282502705012735,0.0005465627002758,-6.180964020924613e-05,-9.407505525508924e-07,0.0,0.0,0.0313853130790188,0.010186284208334,0.7823293405335555,-0.7098164086164479,0.1,-6.788154674058121e-07,0.9999990857085826,-0.0013142529477041,0.0003183091699122,0.0169146818971483,0.7812181421394506,-0.7099255921055061,-0.1000033902392405,-0.999999855748239,0.0005362767440064,3.01787164791039e-05,solved,0,2.282252411058064e-06,0.002282252411058,2.3590705438260536e-06,0.002359070543826,1.452457673648944,16,0.8474791979868237,0.0013322122029728,1.3322122029728771,0.0026677877970271,2.6677877970271227,0.1020052305453061,0.1020052309701266,0.1020397995230188,1.0003388941677591,1.0003388900016548,1.3247162864161826,0.9997327294273076,0.1020125272873629,-0.101865911171014,-0.0009768251920589,0.0052391805126652,-0.1018659111805542,-0.0009768684542388,0.0052391805320517,-0.1018643922029438,0.0013053834513332,0.0058362883639945,-0.9986341938197942,-0.0095762265016895,0.0513618810001924,-0.9986341897543156,-0.0095766505790758,0.0513618809763403,-0.9982809911339012,0.0127928853000026,0.0571961959086163,mpc_1np1s_above_30/frames/frame_000008.png,0.002282252411058,0.002359070543826,2.6677877970271227,1.452457673648944,0.10203979952301886,0.10187275604807294,0.0005500473633853475,0.0313853130790188,0.010186284208334,0.0003388941677591184,1.3247162864161826,1.0,30$^\circ$,Above-patient,BC
9,20,20,0,0.0031851683231975,3.185168323197543,-0.0001603513499113,-0.0003065570329272,-8.735526396933112e-07,0.0,0.0,0.0319357076353817,0.0101829780365299,0.7823277370200564,-0.7098194741867772,0.1,-7.296426014757554e-07,0.9999988631019878,-0.0014739313224548,0.0003183090574619,0.0170165116775136,0.7811163134638966,-0.7099242290594248,-0.099997791428057,-0.9999996271375324,0.0006623127073458,0.0005541359706853,solved,0,2.3578365311806973e-06,0.0023578365311806,2.4236233096610107e-06,0.002423623309661,1.445948635367266,16,0.94934575936316,0.0013309127789454,1.3309127789454045,0.0026690872210545,2.6690872210545957,0.1019599885316477,0.1019599885316056,0.1019915866450036,1.0003099069920558,1.000309906992469,1.3616453175767476,0.9997176210668582,0.1019627863695773,-0.1018305879339393,-0.0009947896738738,0.0050379575133923,-0.1018305879338932,-0.0009947896743023,0.0050379575133874,-0.1018286755539721,0.0013630460813374,0.0055988111835741,-0.9987308688479476,-0.009756667180921,0.0494111227938066,-0.9987308688479076,-0.0097566671851278,0.0494111227937786,-0.9984027006894348,0.0133642992150096,0.0548948336597768,mpc_1np1s_above_30/frames/frame_000009.png,0.0023578365311806,0.002423623309661,2.6690872210545957,1.445948635367266,0.10199158664499984,0.10183779779480685,0.00034596319594679267,0.0319357076353817,0.0101829780365299,0.0003099069920557973,1.3616453175767476,1.0,30$^\circ$,Above-patient,BC
